time(s),target_sfc,Ingress,InitialRequestSize,Transmission1(MB),VM1,cloudlet.1(MI),Transmission2(MB),VM2,cloudlet.2(MI),Transmission3(MB),VM3,cloudlet.3(MI),Transmission4(MB),Egress,latency_demand(s)
54.0,sfc-ingress27egress27,Ingress27,10,10,SF-A,1024,10,SF-B,1500,7,SF-C,1050,9,Egress27,1000.0
55.0,sfc-ingress27egress27,Ingress27,10,10,SF-A,1055,10,SF-B,1500,7,SF-C,1050,9,Egress27,1000.0
56.0,sfc-ingress27egress27,Ingress27,9,9,SF-A,918,9,SF-B,1350,6,SF-C,900,8,Egress27,1000.0
57.0,sfc-ingress27egress27,Ingress27,9,9,SF-A,985,9,SF-B,1350,6,SF-C,900,8,Egress27,1000.0
58.0,sfc-ingress27egress27,Ingress27,10,10,SF-A,1042,10,SF-B,1500,7,SF-C,1050,9,Egress27,1000.0
59.0,sfc-ingress27egress27,Ingress27,8,8,SF-A,804,8,SF-B,1200,6,SF-C,900,8,Egress27,1000.0
60.0,sfc-ingress27egress27,Ingress27,11,11,SF-A,1128,11,SF-B,1650,8,SF-C,1200,10,Egress27,1000.0
61.0,sfc-ingress27egress27,Ingress27,8,8,SF-A,848,8,SF-B,1200,6,SF-C,900,8,Egress27,1000.0
62.0,sfc-ingress27egress27,Ingress27,9,9,SF-A,950,9,SF-B,1350,6,SF-C,900,8,Egress27,1000.0
63.0,sfc-ingress27egress27,Ingress27,11,11,SF-A,1112,11,SF-B,1650,8,SF-C,1200,10,Egress27,1000.0
64.0,sfc-ingress27egress27,Ingress27,8,8,SF-A,878,8,SF-B,1200,6,SF-C,900,8,Egress27,1000.0
65.0,sfc-ingress27egress27,Ingress27,8,8,SF-A,832,8,SF-B,1200,6,SF-C,900,8,Egress27,1000.0
66.0,sfc-ingress27egress27,Ingress27,10,10,SF-A,1000,10,SF-B,1500,7,SF-C,1050,9,Egress27,1000.0
67.0,sfc-ingress27egress27,Ingress27,8,8,SF-A,800,8,SF-B,1200,6,SF-C,900,8,Egress27,1000.0
68.0,sfc-ingress27egress27,Ingress27,10,10,SF-A,1050,10,SF-B,1500,7,SF-C,1050,9,Egress27,1000.0
69.0,sfc-ingress27egress27,Ingress27,11,11,SF-A,1120,11,SF-B,1650,8,SF-C,1200,10,Egress27,1000.0
70.0,sfc-ingress27egress27,Ingress27,9,9,SF-A,911,9,SF-B,1350,6,SF-C,900,8,Egress27,1000.0
71.0,sfc-ingress27egress27,Ingress27,10,10,SF-A,1099,10,SF-B,1500,7,SF-C,1050,9,Egress27,1000.0
72.0,sfc-ingress27egress27,Ingress27,11,11,SF-A,1153,11,SF-B,1650,8,SF-C,1200,10,Egress27,1000.0
73.0,sfc-ingress27egress27,Ingress27,11,11,SF-A,1127,11,SF-B,1650,8,SF-C,1200,10,Egress27,1000.0
74.0,sfc-ingress27egress27,Ingress27,11,11,SF-A,1184,11,SF-B,1650,8,SF-C,1200,10,Egress27,1000.0
75.0,sfc-ingress27egress27,Ingress27,10,10,SF-A,1013,10,SF-B,1500,7,SF-C,1050,9,Egress27,1000.0
76.0,sfc-ingress27egress27,Ingress27,10,10,SF-A,1015,10,SF-B,1500,7,SF-C,1050,9,Egress27,1000.0
77.0,sfc-ingress27egress27,Ingress27,9,9,SF-A,920,9,SF-B,1350,6,SF-C,900,8,Egress27,1000.0
78.0,sfc-ingress27egress27,Ingress27,11,11,SF-A,1106,11,SF-B,1650,8,SF-C,1200,10,Egress27,1000.0
79.0,sfc-ingress27egress27,Ingress27,11,11,SF-A,1109,11,SF-B,1650,8,SF-C,1200,10,Egress27,1000.0
80.0,sfc-ingress27egress27,Ingress27,10,10,SF-A,1099,10,SF-B,1500,7,SF-C,1050,9,Egress27,1000.0
81.0,sfc-ingress27egress27,Ingress27,10,10,SF-A,1053,10,SF-B,1500,7,SF-C,1050,9,Egress27,1000.0
82.0,sfc-ingress27egress27,Ingress27,11,11,SF-A,1154,11,SF-B,1650,8,SF-C,1200,10,Egress27,1000.0
83.0,sfc-ingress27egress27,Ingress27,9,9,SF-A,932,9,SF-B,1350,6,SF-C,900,8,Egress27,1000.0
84.0,sfc-ingress27egress27,Ingress27,10,10,SF-A,1055,10,SF-B,1500,7,SF-C,1050,9,Egress27,1000.0
85.0,sfc-ingress27egress27,Ingress27,10,10,SF-A,1073,10,SF-B,1500,7,SF-C,1050,9,Egress27,1000.0
86.0,sfc-ingress27egress27,Ingress27,9,9,SF-A,914,9,SF-B,1350,6,SF-C,900,8,Egress27,1000.0
87.0,sfc-ingress27egress27,Ingress27,11,11,SF-A,1152,11,SF-B,1650,8,SF-C,1200,10,Egress27,1000.0
88.0,sfc-ingress27egress27,Ingress27,10,10,SF-A,1028,10,SF-B,1500,7,SF-C,1050,9,Egress27,1000.0
89.0,sfc-ingress27egress27,Ingress27,9,9,SF-A,933,9,SF-B,1350,6,SF-C,900,8,Egress27,1000.0
90.0,sfc-ingress27egress27,Ingress27,10,10,SF-A,1071,10,SF-B,1500,7,SF-C,1050,9,Egress27,1000.0
91.0,sfc-ingress27egress27,Ingress27,11,11,SF-A,1176,11,SF-B,1650,8,SF-C,1200,10,Egress27,1000.0
92.0,sfc-ingress27egress27,Ingress27,10,10,SF-A,1096,10,SF-B,1500,7,SF-C,1050,9,Egress27,1000.0
93.0,sfc-ingress27egress27,Ingress27,8,8,SF-A,802,8,SF-B,1200,6,SF-C,900,8,Egress27,1000.0
94.0,sfc-ingress27egress27,Ingress27,8,8,SF-A,841,8,SF-B,1200,6,SF-C,900,8,Egress27,1000.0
95.0,sfc-ingress27egress27,Ingress27,8,8,SF-A,856,8,SF-B,1200,6,SF-C,900,8,Egress27,1000.0
96.0,sfc-ingress27egress27,Ingress27,9,9,SF-A,974,9,SF-B,1350,6,SF-C,900,8,Egress27,1000.0
97.0,sfc-ingress27egress27,Ingress27,11,11,SF-A,1146,11,SF-B,1650,8,SF-C,1200,10,Egress27,1000.0
98.0,sfc-ingress27egress27,Ingress27,9,9,SF-A,940,9,SF-B,1350,6,SF-C,900,8,Egress27,1000.0
99.0,sfc-ingress27egress27,Ingress27,9,9,SF-A,972,9,SF-B,1350,6,SF-C,900,8,Egress27,1000.0
100.0,sfc-ingress27egress27,Ingress27,10,10,SF-A,1028,10,SF-B,1500,7,SF-C,1050,9,Egress27,1000.0
101.0,sfc-ingress27egress27,Ingress27,10,10,SF-A,1050,10,SF-B,1500,7,SF-C,1050,9,Egress27,1000.0
102.0,sfc-ingress27egress27,Ingress27,11,11,SF-A,1142,11,SF-B,1650,8,SF-C,1200,10,Egress27,1000.0
103.0,sfc-ingress27egress27,Ingress27,8,8,SF-A,848,8,SF-B,1200,6,SF-C,900,8,Egress27,1000.0
104.0,sfc-ingress27egress27,Ingress27,9,9,SF-A,940,9,SF-B,1350,6,SF-C,900,8,Egress27,1000.0
105.0,sfc-ingress27egress27,Ingress27,11,11,SF-A,1151,11,SF-B,1650,8,SF-C,1200,10,Egress27,1000.0
106.0,sfc-ingress27egress27,Ingress27,9,9,SF-A,948,9,SF-B,1350,6,SF-C,900,8,Egress27,1000.0
107.0,sfc-ingress27egress27,Ingress27,9,9,SF-A,944,9,SF-B,1350,6,SF-C,900,8,Egress27,1000.0
108.0,sfc-ingress27egress27,Ingress27,9,9,SF-A,904,9,SF-B,1350,6,SF-C,900,8,Egress27,1000.0
109.0,sfc-ingress27egress27,Ingress27,11,11,SF-A,1131,11,SF-B,1650,8,SF-C,1200,10,Egress27,1000.0
110.0,sfc-ingress27egress27,Ingress27,8,8,SF-A,830,8,SF-B,1200,6,SF-C,900,8,Egress27,1000.0
111.0,sfc-ingress27egress27,Ingress27,9,9,SF-A,992,9,SF-B,1350,6,SF-C,900,8,Egress27,1000.0
112.0,sfc-ingress27egress27,Ingress27,11,11,SF-A,1122,11,SF-B,1650,8,SF-C,1200,10,Egress27,1000.0
113.0,sfc-ingress27egress27,Ingress27,9,9,SF-A,900,9,SF-B,1350,6,SF-C,900,8,Egress27,1000.0
114.0,sfc-ingress27egress27,Ingress27,10,10,SF-A,1083,10,SF-B,1500,7,SF-C,1050,9,Egress27,1000.0
115.0,sfc-ingress27egress27,Ingress27,8,8,SF-A,827,8,SF-B,1200,6,SF-C,900,8,Egress27,1000.0
116.0,sfc-ingress27egress27,Ingress27,9,9,SF-A,971,9,SF-B,1350,6,SF-C,900,8,Egress27,1000.0
117.0,sfc-ingress27egress27,Ingress27,11,11,SF-A,1130,11,SF-B,1650,8,SF-C,1200,10,Egress27,1000.0
118.0,sfc-ingress27egress27,Ingress27,11,11,SF-A,1140,11,SF-B,1650,8,SF-C,1200,10,Egress27,1000.0
119.0,sfc-ingress27egress27,Ingress27,10,10,SF-A,1052,10,SF-B,1500,7,SF-C,1050,9,Egress27,1000.0
120.0,sfc-ingress27egress27,Ingress27,10,10,SF-A,1052,10,SF-B,1500,7,SF-C,1050,9,Egress27,1000.0
121.0,sfc-ingress27egress27,Ingress27,9,9,SF-A,925,9,SF-B,1350,6,SF-C,900,8,Egress27,1000.0
122.0,sfc-ingress27egress27,Ingress27,9,9,SF-A,926,9,SF-B,1350,6,SF-C,900,8,Egress27,1000.0
123.0,sfc-ingress27egress27,Ingress27,10,10,SF-A,1033,10,SF-B,1500,7,SF-C,1050,9,Egress27,1000.0
124.0,sfc-ingress27egress27,Ingress27,11,11,SF-A,1145,11,SF-B,1650,8,SF-C,1200,10,Egress27,1000.0
125.0,sfc-ingress27egress27,Ingress27,11,11,SF-A,1102,11,SF-B,1650,8,SF-C,1200,10,Egress27,1000.0
126.0,sfc-ingress27egress27,Ingress27,8,8,SF-A,808,8,SF-B,1200,6,SF-C,900,8,Egress27,1000.0
127.0,sfc-ingress27egress27,Ingress27,10,10,SF-A,1088,10,SF-B,1500,7,SF-C,1050,9,Egress27,1000.0
128.0,sfc-ingress27egress27,Ingress27,10,10,SF-A,1072,10,SF-B,1500,7,SF-C,1050,9,Egress27,1000.0
129.0,sfc-ingress27egress27,Ingress27,8,8,SF-A,857,8,SF-B,1200,6,SF-C,900,8,Egress27,1000.0
130.0,sfc-ingress27egress27,Ingress27,8,8,SF-A,808,8,SF-B,1200,6,SF-C,900,8,Egress27,1000.0
131.0,sfc-ingress27egress27,Ingress27,9,9,SF-A,998,9,SF-B,1350,6,SF-C,900,8,Egress27,1000.0
132.0,sfc-ingress27egress27,Ingress27,11,11,SF-A,1123,11,SF-B,1650,8,SF-C,1200,10,Egress27,1000.0
133.0,sfc-ingress27egress27,Ingress27,9,9,SF-A,917,9,SF-B,1350,6,SF-C,900,8,Egress27,1000.0
134.0,sfc-ingress27egress27,Ingress27,8,8,SF-A,894,8,SF-B,1200,6,SF-C,900,8,Egress27,1000.0
135.0,sfc-ingress27egress27,Ingress27,10,10,SF-A,1015,10,SF-B,1500,7,SF-C,1050,9,Egress27,1000.0
136.0,sfc-ingress27egress27,Ingress27,10,10,SF-A,1055,10,SF-B,1500,7,SF-C,1050,9,Egress27,1000.0
137.0,sfc-ingress27egress27,Ingress27,8,8,SF-A,892,8,SF-B,1200,6,SF-C,900,8,Egress27,1000.0
138.0,sfc-ingress27egress27,Ingress27,11,11,SF-A,1196,11,SF-B,1650,8,SF-C,1200,10,Egress27,1000.0
139.0,sfc-ingress27egress27,Ingress27,8,8,SF-A,845,8,SF-B,1200,6,SF-C,900,8,Egress27,1000.0
140.0,sfc-ingress27egress27,Ingress27,10,10,SF-A,1018,10,SF-B,1500,7,SF-C,1050,9,Egress27,1000.0
141.0,sfc-ingress27egress27,Ingress27,10,10,SF-A,1011,10,SF-B,1500,7,SF-C,1050,9,Egress27,1000.0
142.0,sfc-ingress27egress27,Ingress27,8,8,SF-A,827,8,SF-B,1200,6,SF-C,900,8,Egress27,1000.0
143.0,sfc-ingress27egress27,Ingress27,8,8,SF-A,821,8,SF-B,1200,6,SF-C,900,8,Egress27,1000.0
144.0,sfc-ingress27egress27,Ingress27,8,8,SF-A,844,8,SF-B,1200,6,SF-C,900,8,Egress27,1000.0
145.0,sfc-ingress27egress27,Ingress27,8,8,SF-A,853,8,SF-B,1200,6,SF-C,900,8,Egress27,1000.0
146.0,sfc-ingress27egress27,Ingress27,8,8,SF-A,850,8,SF-B,1200,6,SF-C,900,8,Egress27,1000.0
147.0,sfc-ingress27egress27,Ingress27,9,9,SF-A,993,9,SF-B,1350,6,SF-C,900,8,Egress27,1000.0
148.0,sfc-ingress27egress27,Ingress27,10,10,SF-A,1064,10,SF-B,1500,7,SF-C,1050,9,Egress27,1000.0
149.0,sfc-ingress27egress27,Ingress27,10,10,SF-A,1057,10,SF-B,1500,7,SF-C,1050,9,Egress27,1000.0
150.0,sfc-ingress27egress27,Ingress27,10,10,SF-A,1071,10,SF-B,1500,7,SF-C,1050,9,Egress27,1000.0
151.0,sfc-ingress27egress27,Ingress27,8,8,SF-A,877,8,SF-B,1200,6,SF-C,900,8,Egress27,1000.0
152.0,sfc-ingress27egress27,Ingress27,8,8,SF-A,832,8,SF-B,1200,6,SF-C,900,8,Egress27,1000.0
153.0,sfc-ingress27egress27,Ingress27,8,8,SF-A,833,8,SF-B,1200,6,SF-C,900,8,Egress27,1000.0
154.0,sfc-ingress27egress27,Ingress27,11,11,SF-A,1112,11,SF-B,1650,8,SF-C,1200,10,Egress27,1000.0
155.0,sfc-ingress27egress27,Ingress27,9,9,SF-A,979,9,SF-B,1350,6,SF-C,900,8,Egress27,1000.0
156.0,sfc-ingress27egress27,Ingress27,9,9,SF-A,900,9,SF-B,1350,6,SF-C,900,8,Egress27,1000.0
157.0,sfc-ingress27egress27,Ingress27,11,11,SF-A,1106,11,SF-B,1650,8,SF-C,1200,10,Egress27,1000.0
158.0,sfc-ingress27egress27,Ingress27,9,9,SF-A,964,9,SF-B,1350,6,SF-C,900,8,Egress27,1000.0
159.0,sfc-ingress27egress27,Ingress27,10,10,SF-A,1058,10,SF-B,1500,7,SF-C,1050,9,Egress27,1000.0
160.0,sfc-ingress27egress27,Ingress27,8,8,SF-A,867,8,SF-B,1200,6,SF-C,900,8,Egress27,1000.0
161.0,sfc-ingress27egress27,Ingress27,9,9,SF-A,903,9,SF-B,1350,6,SF-C,900,8,Egress27,1000.0
162.0,sfc-ingress27egress27,Ingress27,9,9,SF-A,967,9,SF-B,1350,6,SF-C,900,8,Egress27,1000.0
163.0,sfc-ingress27egress27,Ingress27,8,8,SF-A,878,8,SF-B,1200,6,SF-C,900,8,Egress27,1000.0
164.0,sfc-ingress27egress27,Ingress27,11,11,SF-A,1150,11,SF-B,1650,8,SF-C,1200,10,Egress27,1000.0
165.0,sfc-ingress27egress27,Ingress27,11,11,SF-A,1106,11,SF-B,1650,8,SF-C,1200,10,Egress27,1000.0
166.0,sfc-ingress27egress27,Ingress27,11,11,SF-A,1153,11,SF-B,1650,8,SF-C,1200,10,Egress27,1000.0
167.0,sfc-ingress27egress27,Ingress27,9,9,SF-A,961,9,SF-B,1350,6,SF-C,900,8,Egress27,1000.0
168.0,sfc-ingress27egress27,Ingress27,10,10,SF-A,1037,10,SF-B,1500,7,SF-C,1050,9,Egress27,1000.0
169.0,sfc-ingress27egress27,Ingress27,8,8,SF-A,834,8,SF-B,1200,6,SF-C,900,8,Egress27,1000.0
170.0,sfc-ingress27egress27,Ingress27,9,9,SF-A,901,9,SF-B,1350,6,SF-C,900,8,Egress27,1000.0
171.0,sfc-ingress27egress27,Ingress27,10,10,SF-A,1087,10,SF-B,1500,7,SF-C,1050,9,Egress27,1000.0
172.0,sfc-ingress27egress27,Ingress27,11,11,SF-A,1117,11,SF-B,1650,8,SF-C,1200,10,Egress27,1000.0
173.0,sfc-ingress27egress27,Ingress27,8,8,SF-A,835,8,SF-B,1200,6,SF-C,900,8,Egress27,1000.0
174.0,sfc-ingress27egress27,Ingress27,8,8,SF-A,812,8,SF-B,1200,6,SF-C,900,8,Egress27,1000.0
175.0,sfc-ingress27egress27,Ingress27,11,11,SF-A,1152,11,SF-B,1650,8,SF-C,1200,10,Egress27,1000.0
176.0,sfc-ingress27egress27,Ingress27,8,8,SF-A,878,8,SF-B,1200,6,SF-C,900,8,Egress27,1000.0
177.0,sfc-ingress27egress27,Ingress27,11,11,SF-A,1123,11,SF-B,1650,8,SF-C,1200,10,Egress27,1000.0
178.0,sfc-ingress27egress27,Ingress27,10,10,SF-A,1006,10,SF-B,1500,7,SF-C,1050,9,Egress27,1000.0
179.0,sfc-ingress27egress27,Ingress27,8,8,SF-A,836,8,SF-B,1200,6,SF-C,900,8,Egress27,1000.0
180.0,sfc-ingress27egress27,Ingress27,9,9,SF-A,984,9,SF-B,1350,6,SF-C,900,8,Egress27,1000.0
181.0,sfc-ingress27egress27,Ingress27,11,11,SF-A,1144,11,SF-B,1650,8,SF-C,1200,10,Egress27,1000.0
182.0,sfc-ingress27egress27,Ingress27,8,8,SF-A,876,8,SF-B,1200,6,SF-C,900,8,Egress27,1000.0
183.0,sfc-ingress27egress27,Ingress27,9,9,SF-A,934,9,SF-B,1350,6,SF-C,900,8,Egress27,1000.0
184.0,sfc-ingress27egress27,Ingress27,11,11,SF-A,1142,11,SF-B,1650,8,SF-C,1200,10,Egress27,1000.0
185.0,sfc-ingress27egress27,Ingress27,10,10,SF-A,1010,10,SF-B,1500,7,SF-C,1050,9,Egress27,1000.0
186.0,sfc-ingress27egress27,Ingress27,11,11,SF-A,1151,11,SF-B,1650,8,SF-C,1200,10,Egress27,1000.0
187.0,sfc-ingress27egress27,Ingress27,9,9,SF-A,907,9,SF-B,1350,6,SF-C,900,8,Egress27,1000.0
188.0,sfc-ingress27egress27,Ingress27,9,9,SF-A,995,9,SF-B,1350,6,SF-C,900,8,Egress27,1000.0
189.0,sfc-ingress27egress27,Ingress27,11,11,SF-A,1185,11,SF-B,1650,8,SF-C,1200,10,Egress27,1000.0
190.0,sfc-ingress27egress27,Ingress27,10,10,SF-A,1046,10,SF-B,1500,7,SF-C,1050,9,Egress27,1000.0
191.0,sfc-ingress27egress27,Ingress27,11,11,SF-A,1161,11,SF-B,1650,8,SF-C,1200,10,Egress27,1000.0
192.0,sfc-ingress27egress27,Ingress27,10,10,SF-A,1068,10,SF-B,1500,7,SF-C,1050,9,Egress27,1000.0
193.0,sfc-ingress27egress27,Ingress27,9,9,SF-A,915,9,SF-B,1350,6,SF-C,900,8,Egress27,1000.0
194.0,sfc-ingress27egress27,Ingress27,11,11,SF-A,1100,11,SF-B,1650,8,SF-C,1200,10,Egress27,1000.0
195.0,sfc-ingress27egress27,Ingress27,8,8,SF-A,859,8,SF-B,1200,6,SF-C,900,8,Egress27,1000.0
196.0,sfc-ingress27egress27,Ingress27,8,8,SF-A,850,8,SF-B,1200,6,SF-C,900,8,Egress27,1000.0
197.0,sfc-ingress27egress27,Ingress27,10,10,SF-A,1029,10,SF-B,1500,7,SF-C,1050,9,Egress27,1000.0
198.0,sfc-ingress27egress27,Ingress27,9,9,SF-A,994,9,SF-B,1350,6,SF-C,900,8,Egress27,1000.0
199.0,sfc-ingress27egress27,Ingress27,8,8,SF-A,828,8,SF-B,1200,6,SF-C,900,8,Egress27,1000.0
200.0,sfc-ingress27egress27,Ingress27,9,9,SF-A,943,9,SF-B,1350,6,SF-C,900,8,Egress27,1000.0
201.0,sfc-ingress27egress27,Ingress27,11,11,SF-A,1102,11,SF-B,1650,8,SF-C,1200,10,Egress27,1000.0
202.0,sfc-ingress27egress27,Ingress27,10,10,SF-A,1041,10,SF-B,1500,7,SF-C,1050,9,Egress27,1000.0
203.0,sfc-ingress27egress27,Ingress27,8,8,SF-A,842,8,SF-B,1200,6,SF-C,900,8,Egress27,1000.0
204.0,sfc-ingress27egress27,Ingress27,8,8,SF-A,890,8,SF-B,1200,6,SF-C,900,8,Egress27,1000.0
205.0,sfc-ingress27egress27,Ingress27,9,9,SF-A,955,9,SF-B,1350,6,SF-C,900,8,Egress27,1000.0
206.0,sfc-ingress27egress27,Ingress27,8,8,SF-A,802,8,SF-B,1200,6,SF-C,900,8,Egress27,1000.0
207.0,sfc-ingress27egress27,Ingress27,9,9,SF-A,981,9,SF-B,1350,6,SF-C,900,8,Egress27,1000.0
208.0,sfc-ingress27egress27,Ingress27,9,9,SF-A,912,9,SF-B,1350,6,SF-C,900,8,Egress27,1000.0
209.0,sfc-ingress27egress27,Ingress27,10,10,SF-A,1016,10,SF-B,1500,7,SF-C,1050,9,Egress27,1000.0
210.0,sfc-ingress27egress27,Ingress27,10,10,SF-A,1035,10,SF-B,1500,7,SF-C,1050,9,Egress27,1000.0
