atime(s), chainName, IngressNode, packetToIngress(0), WorkloadOnIngress(0), LinkToMe, SFName1, Packet_To_Me1(MB), MyWorkload1(MI), LinkToMe, SFName2, Packet_To_Me2(MB), MyWorkload2(MI), LinkToMe, SFName3, Packet_To_Me3(MB), MyWorkload3(MI), LinkToEgress, EgressNode, Packet_To_Egress4(MB), WorkloadOnEgress(0)
10.0,sfc-ingress1egress1_psfc1,Ingress1,0,0,Ingress1-sfc-ingress1egress1_psfc1SF-A,sfc-ingress1egress1_psfc1SF-A,10,1084,sfc-ingress1egress1_psfc1SF-A-sfc-ingress1egress1_psfc1SF-B,sfc-ingress1egress1_psfc1SF-B,10,1500,sfc-ingress1egress1_psfc1SF-B-sfc-ingress1egress1_psfc1SF-C,sfc-ingress1egress1_psfc1SF-C,10,3500,sfc-ingress1egress1_psfc1SF-C-Egress1,Egress1,10,0
11.0,sfc-ingress1egress1_psfc1,Ingress1,0,0,Ingress1-sfc-ingress1egress1_psfc1SF-A,sfc-ingress1egress1_psfc1SF-A,6,679,sfc-ingress1egress1_psfc1SF-A-sfc-ingress1egress1_psfc1SF-B,sfc-ingress1egress1_psfc1SF-B,6,900,sfc-ingress1egress1_psfc1SF-B-sfc-ingress1egress1_psfc1SF-C,sfc-ingress1egress1_psfc1SF-C,6,2100,sfc-ingress1egress1_psfc1SF-C-Egress1,Egress1,6,0
12.0,sfc-ingress1egress1_psfc1,Ingress1,0,0,Ingress1-sfc-ingress1egress1_psfc1SF-A,sfc-ingress1egress1_psfc1SF-A,11,1180,sfc-ingress1egress1_psfc1SF-A-sfc-ingress1egress1_psfc1SF-B,sfc-ingress1egress1_psfc1SF-B,11,1650,sfc-ingress1egress1_psfc1SF-B-sfc-ingress1egress1_psfc1SF-C,sfc-ingress1egress1_psfc1SF-C,11,3850,sfc-ingress1egress1_psfc1SF-C-Egress1,Egress1,11,0
13.0,sfc-ingress1egress1_psfc1,Ingress1,0,0,Ingress1-sfc-ingress1egress1_psfc1SF-A,sfc-ingress1egress1_psfc1SF-A,12,1275,sfc-ingress1egress1_psfc1SF-A-sfc-ingress1egress1_psfc1SF-B,sfc-ingress1egress1_psfc1SF-B,12,1800,sfc-ingress1egress1_psfc1SF-B-sfc-ingress1egress1_psfc1SF-C,sfc-ingress1egress1_psfc1SF-C,12,4200,sfc-ingress1egress1_psfc1SF-C-Egress1,Egress1,12,0
14.0,sfc-ingress1egress1_psfc1,Ingress1,0,0,Ingress1-sfc-ingress1egress1_psfc1SF-A,sfc-ingress1egress1_psfc1SF-A,6,639,sfc-ingress1egress1_psfc1SF-A-sfc-ingress1egress1_psfc1SF-B,sfc-ingress1egress1_psfc1SF-B,6,900,sfc-ingress1egress1_psfc1SF-B-sfc-ingress1egress1_psfc1SF-C,sfc-ingress1egress1_psfc1SF-C,6,2100,sfc-ingress1egress1_psfc1SF-C-Egress1,Egress1,6,0
15.0,sfc-ingress1egress1_psfc1,Ingress1,0,0,Ingress1-sfc-ingress1egress1_psfc1SF-A,sfc-ingress1egress1_psfc1SF-A,9,979,sfc-ingress1egress1_psfc1SF-A-sfc-ingress1egress1_psfc1SF-B,sfc-ingress1egress1_psfc1SF-B,9,1350,sfc-ingress1egress1_psfc1SF-B-sfc-ingress1egress1_psfc1SF-C,sfc-ingress1egress1_psfc1SF-C,9,3150,sfc-ingress1egress1_psfc1SF-C-Egress1,Egress1,9,0
16.0,sfc-ingress1egress1_psfc1,Ingress1,0,0,Ingress1-sfc-ingress1egress1_psfc1SF-A,sfc-ingress1egress1_psfc1SF-A,14,1453,sfc-ingress1egress1_psfc1SF-A-sfc-ingress1egress1_psfc1SF-B,sfc-ingress1egress1_psfc1SF-B,14,2100,sfc-ingress1egress1_psfc1SF-B-sfc-ingress1egress1_psfc1SF-C,sfc-ingress1egress1_psfc1SF-C,14,4900,sfc-ingress1egress1_psfc1SF-C-Egress1,Egress1,14,0
17.0,sfc-ingress1egress1_psfc1,Ingress1,0,0,Ingress1-sfc-ingress1egress1_psfc1SF-A,sfc-ingress1egress1_psfc1SF-A,10,1016,sfc-ingress1egress1_psfc1SF-A-sfc-ingress1egress1_psfc1SF-B,sfc-ingress1egress1_psfc1SF-B,10,1500,sfc-ingress1egress1_psfc1SF-B-sfc-ingress1egress1_psfc1SF-C,sfc-ingress1egress1_psfc1SF-C,10,3500,sfc-ingress1egress1_psfc1SF-C-Egress1,Egress1,10,0
18.0,sfc-ingress1egress1_psfc1,Ingress1,0,0,Ingress1-sfc-ingress1egress1_psfc1SF-A,sfc-ingress1egress1_psfc1SF-A,7,703,sfc-ingress1egress1_psfc1SF-A-sfc-ingress1egress1_psfc1SF-B,sfc-ingress1egress1_psfc1SF-B,7,1050,sfc-ingress1egress1_psfc1SF-B-sfc-ingress1egress1_psfc1SF-C,sfc-ingress1egress1_psfc1SF-C,7,2450,sfc-ingress1egress1_psfc1SF-C-Egress1,Egress1,7,0
19.0,sfc-ingress1egress1_psfc1,Ingress1,0,0,Ingress1-sfc-ingress1egress1_psfc1SF-A,sfc-ingress1egress1_psfc1SF-A,7,702,sfc-ingress1egress1_psfc1SF-A-sfc-ingress1egress1_psfc1SF-B,sfc-ingress1egress1_psfc1SF-B,7,1050,sfc-ingress1egress1_psfc1SF-B-sfc-ingress1egress1_psfc1SF-C,sfc-ingress1egress1_psfc1SF-C,7,2450,sfc-ingress1egress1_psfc1SF-C-Egress1,Egress1,7,0
20.0,sfc-ingress1egress1_psfc1,Ingress1,0,0,Ingress1-sfc-ingress1egress1_psfc1SF-A,sfc-ingress1egress1_psfc1SF-A,5,580,sfc-ingress1egress1_psfc1SF-A-sfc-ingress1egress1_psfc1SF-B,sfc-ingress1egress1_psfc1SF-B,5,750,sfc-ingress1egress1_psfc1SF-B-sfc-ingress1egress1_psfc1SF-C,sfc-ingress1egress1_psfc1SF-C,5,1750,sfc-ingress1egress1_psfc1SF-C-Egress1,Egress1,5,0
21.0,sfc-ingress1egress1_psfc1,Ingress1,0,0,Ingress1-sfc-ingress1egress1_psfc1SF-A,sfc-ingress1egress1_psfc1SF-A,8,817,sfc-ingress1egress1_psfc1SF-A-sfc-ingress1egress1_psfc1SF-B,sfc-ingress1egress1_psfc1SF-B,8,1200,sfc-ingress1egress1_psfc1SF-B-sfc-ingress1egress1_psfc1SF-C,sfc-ingress1egress1_psfc1SF-C,8,2800,sfc-ingress1egress1_psfc1SF-C-Egress1,Egress1,8,0
22.0,sfc-ingress1egress1_psfc1,Ingress1,0,0,Ingress1-sfc-ingress1egress1_psfc1SF-A,sfc-ingress1egress1_psfc1SF-A,12,1262,sfc-ingress1egress1_psfc1SF-A-sfc-ingress1egress1_psfc1SF-B,sfc-ingress1egress1_psfc1SF-B,12,1800,sfc-ingress1egress1_psfc1SF-B-sfc-ingress1egress1_psfc1SF-C,sfc-ingress1egress1_psfc1SF-C,12,4200,sfc-ingress1egress1_psfc1SF-C-Egress1,Egress1,12,0
23.0,sfc-ingress1egress1_psfc1,Ingress1,0,0,Ingress1-sfc-ingress1egress1_psfc1SF-A,sfc-ingress1egress1_psfc1SF-A,5,564,sfc-ingress1egress1_psfc1SF-A-sfc-ingress1egress1_psfc1SF-B,sfc-ingress1egress1_psfc1SF-B,5,750,sfc-ingress1egress1_psfc1SF-B-sfc-ingress1egress1_psfc1SF-C,sfc-ingress1egress1_psfc1SF-C,5,1750,sfc-ingress1egress1_psfc1SF-C-Egress1,Egress1,5,0
24.0,sfc-ingress1egress1_psfc1,Ingress1,0,0,Ingress1-sfc-ingress1egress1_psfc1SF-A,sfc-ingress1egress1_psfc1SF-A,9,966,sfc-ingress1egress1_psfc1SF-A-sfc-ingress1egress1_psfc1SF-B,sfc-ingress1egress1_psfc1SF-B,9,1350,sfc-ingress1egress1_psfc1SF-B-sfc-ingress1egress1_psfc1SF-C,sfc-ingress1egress1_psfc1SF-C,9,3150,sfc-ingress1egress1_psfc1SF-C-Egress1,Egress1,9,0
25.0,sfc-ingress1egress1_psfc1,Ingress1,0,0,Ingress1-sfc-ingress1egress1_psfc1SF-A,sfc-ingress1egress1_psfc1SF-A,10,1050,sfc-ingress1egress1_psfc1SF-A-sfc-ingress1egress1_psfc1SF-B,sfc-ingress1egress1_psfc1SF-B,10,1500,sfc-ingress1egress1_psfc1SF-B-sfc-ingress1egress1_psfc1SF-C,sfc-ingress1egress1_psfc1SF-C,10,3500,sfc-ingress1egress1_psfc1SF-C-Egress1,Egress1,10,0
26.0,sfc-ingress1egress1_psfc1,Ingress1,0,0,Ingress1-sfc-ingress1egress1_psfc1SF-A,sfc-ingress1egress1_psfc1SF-A,9,936,sfc-ingress1egress1_psfc1SF-A-sfc-ingress1egress1_psfc1SF-B,sfc-ingress1egress1_psfc1SF-B,9,1350,sfc-ingress1egress1_psfc1SF-B-sfc-ingress1egress1_psfc1SF-C,sfc-ingress1egress1_psfc1SF-C,9,3150,sfc-ingress1egress1_psfc1SF-C-Egress1,Egress1,9,0
27.0,sfc-ingress1egress1_psfc1,Ingress1,0,0,Ingress1-sfc-ingress1egress1_psfc1SF-A,sfc-ingress1egress1_psfc1SF-A,8,851,sfc-ingress1egress1_psfc1SF-A-sfc-ingress1egress1_psfc1SF-B,sfc-ingress1egress1_psfc1SF-B,8,1200,sfc-ingress1egress1_psfc1SF-B-sfc-ingress1egress1_psfc1SF-C,sfc-ingress1egress1_psfc1SF-C,8,2800,sfc-ingress1egress1_psfc1SF-C-Egress1,Egress1,8,0
28.0,sfc-ingress1egress1_psfc1,Ingress1,0,0,Ingress1-sfc-ingress1egress1_psfc1SF-A,sfc-ingress1egress1_psfc1SF-A,10,1031,sfc-ingress1egress1_psfc1SF-A-sfc-ingress1egress1_psfc1SF-B,sfc-ingress1egress1_psfc1SF-B,10,1500,sfc-ingress1egress1_psfc1SF-B-sfc-ingress1egress1_psfc1SF-C,sfc-ingress1egress1_psfc1SF-C,10,3500,sfc-ingress1egress1_psfc1SF-C-Egress1,Egress1,10,0
29.0,sfc-ingress1egress1_psfc1,Ingress1,0,0,Ingress1-sfc-ingress1egress1_psfc1SF-A,sfc-ingress1egress1_psfc1SF-A,10,1043,sfc-ingress1egress1_psfc1SF-A-sfc-ingress1egress1_psfc1SF-B,sfc-ingress1egress1_psfc1SF-B,10,1500,sfc-ingress1egress1_psfc1SF-B-sfc-ingress1egress1_psfc1SF-C,sfc-ingress1egress1_psfc1SF-C,10,3500,sfc-ingress1egress1_psfc1SF-C-Egress1,Egress1,10,0
30.0,sfc-ingress1egress1_psfc1,Ingress1,0,0,Ingress1-sfc-ingress1egress1_psfc1SF-A,sfc-ingress1egress1_psfc1SF-A,10,1060,sfc-ingress1egress1_psfc1SF-A-sfc-ingress1egress1_psfc1SF-B,sfc-ingress1egress1_psfc1SF-B,10,1500,sfc-ingress1egress1_psfc1SF-B-sfc-ingress1egress1_psfc1SF-C,sfc-ingress1egress1_psfc1SF-C,10,3500,sfc-ingress1egress1_psfc1SF-C-Egress1,Egress1,10,0
31.0,sfc-ingress1egress1_psfc1,Ingress1,0,0,Ingress1-sfc-ingress1egress1_psfc1SF-A,sfc-ingress1egress1_psfc1SF-A,5,569,sfc-ingress1egress1_psfc1SF-A-sfc-ingress1egress1_psfc1SF-B,sfc-ingress1egress1_psfc1SF-B,5,750,sfc-ingress1egress1_psfc1SF-B-sfc-ingress1egress1_psfc1SF-C,sfc-ingress1egress1_psfc1SF-C,5,1750,sfc-ingress1egress1_psfc1SF-C-Egress1,Egress1,5,0
32.0,sfc-ingress1egress1_psfc1,Ingress1,0,0,Ingress1-sfc-ingress1egress1_psfc1SF-A,sfc-ingress1egress1_psfc1SF-A,6,642,sfc-ingress1egress1_psfc1SF-A-sfc-ingress1egress1_psfc1SF-B,sfc-ingress1egress1_psfc1SF-B,6,900,sfc-ingress1egress1_psfc1SF-B-sfc-ingress1egress1_psfc1SF-C,sfc-ingress1egress1_psfc1SF-C,6,2100,sfc-ingress1egress1_psfc1SF-C-Egress1,Egress1,6,0
33.0,sfc-ingress1egress1_psfc1,Ingress1,0,0,Ingress1-sfc-ingress1egress1_psfc1SF-A,sfc-ingress1egress1_psfc1SF-A,6,616,sfc-ingress1egress1_psfc1SF-A-sfc-ingress1egress1_psfc1SF-B,sfc-ingress1egress1_psfc1SF-B,6,900,sfc-ingress1egress1_psfc1SF-B-sfc-ingress1egress1_psfc1SF-C,sfc-ingress1egress1_psfc1SF-C,6,2100,sfc-ingress1egress1_psfc1SF-C-Egress1,Egress1,6,0
34.0,sfc-ingress1egress1_psfc1,Ingress1,0,0,Ingress1-sfc-ingress1egress1_psfc1SF-A,sfc-ingress1egress1_psfc1SF-A,12,1268,sfc-ingress1egress1_psfc1SF-A-sfc-ingress1egress1_psfc1SF-B,sfc-ingress1egress1_psfc1SF-B,12,1800,sfc-ingress1egress1_psfc1SF-B-sfc-ingress1egress1_psfc1SF-C,sfc-ingress1egress1_psfc1SF-C,12,4200,sfc-ingress1egress1_psfc1SF-C-Egress1,Egress1,12,0
35.0,sfc-ingress1egress1_psfc1,Ingress1,0,0,Ingress1-sfc-ingress1egress1_psfc1SF-A,sfc-ingress1egress1_psfc1SF-A,6,670,sfc-ingress1egress1_psfc1SF-A-sfc-ingress1egress1_psfc1SF-B,sfc-ingress1egress1_psfc1SF-B,6,900,sfc-ingress1egress1_psfc1SF-B-sfc-ingress1egress1_psfc1SF-C,sfc-ingress1egress1_psfc1SF-C,6,2100,sfc-ingress1egress1_psfc1SF-C-Egress1,Egress1,6,0
36.0,sfc-ingress1egress1_psfc1,Ingress1,0,0,Ingress1-sfc-ingress1egress1_psfc1SF-A,sfc-ingress1egress1_psfc1SF-A,7,752,sfc-ingress1egress1_psfc1SF-A-sfc-ingress1egress1_psfc1SF-B,sfc-ingress1egress1_psfc1SF-B,7,1050,sfc-ingress1egress1_psfc1SF-B-sfc-ingress1egress1_psfc1SF-C,sfc-ingress1egress1_psfc1SF-C,7,2450,sfc-ingress1egress1_psfc1SF-C-Egress1,Egress1,7,0
37.0,sfc-ingress1egress1_psfc1,Ingress1,0,0,Ingress1-sfc-ingress1egress1_psfc1SF-A,sfc-ingress1egress1_psfc1SF-A,10,1093,sfc-ingress1egress1_psfc1SF-A-sfc-ingress1egress1_psfc1SF-B,sfc-ingress1egress1_psfc1SF-B,10,1500,sfc-ingress1egress1_psfc1SF-B-sfc-ingress1egress1_psfc1SF-C,sfc-ingress1egress1_psfc1SF-C,10,3500,sfc-ingress1egress1_psfc1SF-C-Egress1,Egress1,10,0
38.0,sfc-ingress1egress1_psfc1,Ingress1,0,0,Ingress1-sfc-ingress1egress1_psfc1SF-A,sfc-ingress1egress1_psfc1SF-A,11,1117,sfc-ingress1egress1_psfc1SF-A-sfc-ingress1egress1_psfc1SF-B,sfc-ingress1egress1_psfc1SF-B,11,1650,sfc-ingress1egress1_psfc1SF-B-sfc-ingress1egress1_psfc1SF-C,sfc-ingress1egress1_psfc1SF-C,11,3850,sfc-ingress1egress1_psfc1SF-C-Egress1,Egress1,11,0
39.0,sfc-ingress1egress1_psfc1,Ingress1,0,0,Ingress1-sfc-ingress1egress1_psfc1SF-A,sfc-ingress1egress1_psfc1SF-A,11,1186,sfc-ingress1egress1_psfc1SF-A-sfc-ingress1egress1_psfc1SF-B,sfc-ingress1egress1_psfc1SF-B,11,1650,sfc-ingress1egress1_psfc1SF-B-sfc-ingress1egress1_psfc1SF-C,sfc-ingress1egress1_psfc1SF-C,11,3850,sfc-ingress1egress1_psfc1SF-C-Egress1,Egress1,11,0
40.0,sfc-ingress1egress1_psfc1,Ingress1,0,0,Ingress1-sfc-ingress1egress1_psfc1SF-A,sfc-ingress1egress1_psfc1SF-A,11,1141,sfc-ingress1egress1_psfc1SF-A-sfc-ingress1egress1_psfc1SF-B,sfc-ingress1egress1_psfc1SF-B,11,1650,sfc-ingress1egress1_psfc1SF-B-sfc-ingress1egress1_psfc1SF-C,sfc-ingress1egress1_psfc1SF-C,11,3850,sfc-ingress1egress1_psfc1SF-C-Egress1,Egress1,11,0
41.0,sfc-ingress1egress1_psfc1,Ingress1,0,0,Ingress1-sfc-ingress1egress1_psfc1SF-A,sfc-ingress1egress1_psfc1SF-A,14,1465,sfc-ingress1egress1_psfc1SF-A-sfc-ingress1egress1_psfc1SF-B,sfc-ingress1egress1_psfc1SF-B,14,2100,sfc-ingress1egress1_psfc1SF-B-sfc-ingress1egress1_psfc1SF-C,sfc-ingress1egress1_psfc1SF-C,14,4900,sfc-ingress1egress1_psfc1SF-C-Egress1,Egress1,14,0
42.0,sfc-ingress1egress1_psfc1,Ingress1,0,0,Ingress1-sfc-ingress1egress1_psfc1SF-A,sfc-ingress1egress1_psfc1SF-A,7,782,sfc-ingress1egress1_psfc1SF-A-sfc-ingress1egress1_psfc1SF-B,sfc-ingress1egress1_psfc1SF-B,7,1050,sfc-ingress1egress1_psfc1SF-B-sfc-ingress1egress1_psfc1SF-C,sfc-ingress1egress1_psfc1SF-C,7,2450,sfc-ingress1egress1_psfc1SF-C-Egress1,Egress1,7,0
43.0,sfc-ingress1egress1_psfc1,Ingress1,0,0,Ingress1-sfc-ingress1egress1_psfc1SF-A,sfc-ingress1egress1_psfc1SF-A,14,1459,sfc-ingress1egress1_psfc1SF-A-sfc-ingress1egress1_psfc1SF-B,sfc-ingress1egress1_psfc1SF-B,14,2100,sfc-ingress1egress1_psfc1SF-B-sfc-ingress1egress1_psfc1SF-C,sfc-ingress1egress1_psfc1SF-C,14,4900,sfc-ingress1egress1_psfc1SF-C-Egress1,Egress1,14,0
44.0,sfc-ingress1egress1_psfc1,Ingress1,0,0,Ingress1-sfc-ingress1egress1_psfc1SF-A,sfc-ingress1egress1_psfc1SF-A,13,1340,sfc-ingress1egress1_psfc1SF-A-sfc-ingress1egress1_psfc1SF-B,sfc-ingress1egress1_psfc1SF-B,13,1950,sfc-ingress1egress1_psfc1SF-B-sfc-ingress1egress1_psfc1SF-C,sfc-ingress1egress1_psfc1SF-C,13,4550,sfc-ingress1egress1_psfc1SF-C-Egress1,Egress1,13,0
45.0,sfc-ingress1egress1_psfc1,Ingress1,0,0,Ingress1-sfc-ingress1egress1_psfc1SF-A,sfc-ingress1egress1_psfc1SF-A,12,1211,sfc-ingress1egress1_psfc1SF-A-sfc-ingress1egress1_psfc1SF-B,sfc-ingress1egress1_psfc1SF-B,12,1800,sfc-ingress1egress1_psfc1SF-B-sfc-ingress1egress1_psfc1SF-C,sfc-ingress1egress1_psfc1SF-C,12,4200,sfc-ingress1egress1_psfc1SF-C-Egress1,Egress1,12,0
46.0,sfc-ingress1egress1_psfc1,Ingress1,0,0,Ingress1-sfc-ingress1egress1_psfc1SF-A,sfc-ingress1egress1_psfc1SF-A,10,1041,sfc-ingress1egress1_psfc1SF-A-sfc-ingress1egress1_psfc1SF-B,sfc-ingress1egress1_psfc1SF-B,10,1500,sfc-ingress1egress1_psfc1SF-B-sfc-ingress1egress1_psfc1SF-C,sfc-ingress1egress1_psfc1SF-C,10,3500,sfc-ingress1egress1_psfc1SF-C-Egress1,Egress1,10,0
47.0,sfc-ingress1egress1_psfc1,Ingress1,0,0,Ingress1-sfc-ingress1egress1_psfc1SF-A,sfc-ingress1egress1_psfc1SF-A,14,1467,sfc-ingress1egress1_psfc1SF-A-sfc-ingress1egress1_psfc1SF-B,sfc-ingress1egress1_psfc1SF-B,14,2100,sfc-ingress1egress1_psfc1SF-B-sfc-ingress1egress1_psfc1SF-C,sfc-ingress1egress1_psfc1SF-C,14,4900,sfc-ingress1egress1_psfc1SF-C-Egress1,Egress1,14,0
48.0,sfc-ingress1egress1_psfc1,Ingress1,0,0,Ingress1-sfc-ingress1egress1_psfc1SF-A,sfc-ingress1egress1_psfc1SF-A,6,675,sfc-ingress1egress1_psfc1SF-A-sfc-ingress1egress1_psfc1SF-B,sfc-ingress1egress1_psfc1SF-B,6,900,sfc-ingress1egress1_psfc1SF-B-sfc-ingress1egress1_psfc1SF-C,sfc-ingress1egress1_psfc1SF-C,6,2100,sfc-ingress1egress1_psfc1SF-C-Egress1,Egress1,6,0
49.0,sfc-ingress1egress1_psfc1,Ingress1,0,0,Ingress1-sfc-ingress1egress1_psfc1SF-A,sfc-ingress1egress1_psfc1SF-A,9,981,sfc-ingress1egress1_psfc1SF-A-sfc-ingress1egress1_psfc1SF-B,sfc-ingress1egress1_psfc1SF-B,9,1350,sfc-ingress1egress1_psfc1SF-B-sfc-ingress1egress1_psfc1SF-C,sfc-ingress1egress1_psfc1SF-C,9,3150,sfc-ingress1egress1_psfc1SF-C-Egress1,Egress1,9,0
50.0,sfc-ingress1egress1_psfc1,Ingress1,0,0,Ingress1-sfc-ingress1egress1_psfc1SF-A,sfc-ingress1egress1_psfc1SF-A,7,749,sfc-ingress1egress1_psfc1SF-A-sfc-ingress1egress1_psfc1SF-B,sfc-ingress1egress1_psfc1SF-B,7,1050,sfc-ingress1egress1_psfc1SF-B-sfc-ingress1egress1_psfc1SF-C,sfc-ingress1egress1_psfc1SF-C,7,2450,sfc-ingress1egress1_psfc1SF-C-Egress1,Egress1,7,0
51.0,sfc-ingress1egress1_psfc1,Ingress1,0,0,Ingress1-sfc-ingress1egress1_psfc1SF-A,sfc-ingress1egress1_psfc1SF-A,8,823,sfc-ingress1egress1_psfc1SF-A-sfc-ingress1egress1_psfc1SF-B,sfc-ingress1egress1_psfc1SF-B,8,1200,sfc-ingress1egress1_psfc1SF-B-sfc-ingress1egress1_psfc1SF-C,sfc-ingress1egress1_psfc1SF-C,8,2800,sfc-ingress1egress1_psfc1SF-C-Egress1,Egress1,8,0
52.0,sfc-ingress1egress1_psfc1,Ingress1,0,0,Ingress1-sfc-ingress1egress1_psfc1SF-A,sfc-ingress1egress1_psfc1SF-A,10,1004,sfc-ingress1egress1_psfc1SF-A-sfc-ingress1egress1_psfc1SF-B,sfc-ingress1egress1_psfc1SF-B,10,1500,sfc-ingress1egress1_psfc1SF-B-sfc-ingress1egress1_psfc1SF-C,sfc-ingress1egress1_psfc1SF-C,10,3500,sfc-ingress1egress1_psfc1SF-C-Egress1,Egress1,10,0
