time(s),target_sfc,Ingress,InitialRequestSize,Transmission1(MB),VM1,cloudlet.1(MI),Transmission2(MB),VM2,cloudlet.2(MI),Transmission3(MB),Egress,latency_demand(s)
131.0,chain3,Ingress3,9,9,SF-A,457,13,SF-D,915,7,Egress3,1000.0
132.0,chain3,Ingress3,11,11,SF-A,561,16,SF-D,1122,8,Egress3,1000.0
133.0,chain3,Ingress3,10,10,SF-A,545,15,SF-D,1091,8,Egress3,1000.0
134.0,chain3,Ingress3,8,8,SF-A,424,12,SF-D,849,6,Egress3,1000.0
135.0,chain3,Ingress3,9,9,SF-A,474,13,SF-D,949,7,Egress3,1000.0
136.0,chain3,Ingress3,8,8,SF-A,402,12,SF-D,805,6,Egress3,1000.0
137.0,chain3,Ingress3,8,8,SF-A,417,12,SF-D,834,6,Egress3,1000.0
138.0,chain3,Ingress3,8,8,SF-A,426,12,SF-D,853,6,Egress3,1000.0
139.0,chain3,Ingress3,10,10,SF-A,509,15,SF-D,1018,8,Egress3,1000.0
140.0,chain3,Ingress3,10,10,SF-A,539,15,SF-D,1078,8,Egress3,1000.0
141.0,chain3,Ingress3,9,9,SF-A,465,13,SF-D,930,7,Egress3,1000.0
142.0,chain3,Ingress3,8,8,SF-A,409,12,SF-D,819,6,Egress3,1000.0
143.0,chain3,Ingress3,11,11,SF-A,584,16,SF-D,1168,8,Egress3,1000.0
144.0,chain3,Ingress3,10,10,SF-A,540,15,SF-D,1081,8,Egress3,1000.0
145.0,chain3,Ingress3,10,10,SF-A,532,15,SF-D,1065,8,Egress3,1000.0
146.0,chain3,Ingress3,11,11,SF-A,565,16,SF-D,1131,8,Egress3,1000.0
147.0,chain3,Ingress3,9,9,SF-A,471,13,SF-D,942,7,Egress3,1000.0
148.0,chain3,Ingress3,10,10,SF-A,514,15,SF-D,1028,8,Egress3,1000.0
149.0,chain3,Ingress3,10,10,SF-A,513,15,SF-D,1026,8,Egress3,1000.0
150.0,chain3,Ingress3,11,11,SF-A,599,16,SF-D,1198,8,Egress3,1000.0
151.0,chain3,Ingress3,11,11,SF-A,599,16,SF-D,1198,8,Egress3,1000.0
152.0,chain3,Ingress3,10,10,SF-A,547,15,SF-D,1094,8,Egress3,1000.0
153.0,chain3,Ingress3,11,11,SF-A,584,16,SF-D,1169,8,Egress3,1000.0
154.0,chain3,Ingress3,10,10,SF-A,522,15,SF-D,1044,8,Egress3,1000.0
155.0,chain3,Ingress3,11,11,SF-A,588,16,SF-D,1176,8,Egress3,1000.0
156.0,chain3,Ingress3,10,10,SF-A,511,15,SF-D,1022,8,Egress3,1000.0
157.0,chain3,Ingress3,10,10,SF-A,509,15,SF-D,1019,8,Egress3,1000.0
158.0,chain3,Ingress3,8,8,SF-A,421,12,SF-D,843,6,Egress3,1000.0
159.0,chain3,Ingress3,8,8,SF-A,435,12,SF-D,870,6,Egress3,1000.0
160.0,chain3,Ingress3,11,11,SF-A,584,16,SF-D,1168,8,Egress3,1000.0
161.0,chain3,Ingress3,9,9,SF-A,488,13,SF-D,976,7,Egress3,1000.0
162.0,chain3,Ingress3,11,11,SF-A,551,16,SF-D,1103,8,Egress3,1000.0
163.0,chain3,Ingress3,8,8,SF-A,409,12,SF-D,818,6,Egress3,1000.0
164.0,chain3,Ingress3,10,10,SF-A,522,15,SF-D,1045,8,Egress3,1000.0
165.0,chain3,Ingress3,10,10,SF-A,529,15,SF-D,1059,8,Egress3,1000.0
166.0,chain3,Ingress3,11,11,SF-A,550,16,SF-D,1100,8,Egress3,1000.0
167.0,chain3,Ingress3,9,9,SF-A,494,13,SF-D,988,7,Egress3,1000.0
168.0,chain3,Ingress3,10,10,SF-A,536,15,SF-D,1072,8,Egress3,1000.0
169.0,chain3,Ingress3,10,10,SF-A,510,15,SF-D,1021,8,Egress3,1000.0
170.0,chain3,Ingress3,9,9,SF-A,499,13,SF-D,998,7,Egress3,1000.0
171.0,chain3,Ingress3,9,9,SF-A,474,13,SF-D,948,7,Egress3,1000.0
172.0,chain3,Ingress3,9,9,SF-A,463,13,SF-D,926,7,Egress3,1000.0
173.0,chain3,Ingress3,10,10,SF-A,511,15,SF-D,1023,8,Egress3,1000.0
174.0,chain3,Ingress3,10,10,SF-A,540,15,SF-D,1080,8,Egress3,1000.0
175.0,chain3,Ingress3,8,8,SF-A,431,12,SF-D,863,6,Egress3,1000.0
176.0,chain3,Ingress3,10,10,SF-A,533,15,SF-D,1067,8,Egress3,1000.0
177.0,chain3,Ingress3,10,10,SF-A,520,15,SF-D,1040,8,Egress3,1000.0
178.0,chain3,Ingress3,11,11,SF-A,583,16,SF-D,1166,8,Egress3,1000.0
179.0,chain3,Ingress3,8,8,SF-A,427,12,SF-D,854,6,Egress3,1000.0
180.0,chain3,Ingress3,8,8,SF-A,429,12,SF-D,858,6,Egress3,1000.0
181.0,chain3,Ingress3,11,11,SF-A,575,16,SF-D,1151,8,Egress3,1000.0
182.0,chain3,Ingress3,11,11,SF-A,590,16,SF-D,1180,8,Egress3,1000.0
183.0,chain3,Ingress3,11,11,SF-A,572,16,SF-D,1145,8,Egress3,1000.0
184.0,chain3,Ingress3,10,10,SF-A,540,15,SF-D,1080,8,Egress3,1000.0
185.0,chain3,Ingress3,8,8,SF-A,411,12,SF-D,822,6,Egress3,1000.0
186.0,chain3,Ingress3,8,8,SF-A,438,12,SF-D,877,6,Egress3,1000.0
187.0,chain3,Ingress3,9,9,SF-A,451,13,SF-D,902,7,Egress3,1000.0
188.0,chain3,Ingress3,11,11,SF-A,571,16,SF-D,1142,8,Egress3,1000.0
189.0,chain3,Ingress3,9,9,SF-A,476,13,SF-D,952,7,Egress3,1000.0
190.0,chain3,Ingress3,11,11,SF-A,555,16,SF-D,1110,8,Egress3,1000.0
191.0,chain3,Ingress3,9,9,SF-A,486,13,SF-D,973,7,Egress3,1000.0
192.0,chain3,Ingress3,9,9,SF-A,490,13,SF-D,980,7,Egress3,1000.0
193.0,chain3,Ingress3,10,10,SF-A,521,15,SF-D,1042,8,Egress3,1000.0
194.0,chain3,Ingress3,8,8,SF-A,415,12,SF-D,831,6,Egress3,1000.0
195.0,chain3,Ingress3,8,8,SF-A,443,12,SF-D,887,6,Egress3,1000.0
196.0,chain3,Ingress3,10,10,SF-A,543,15,SF-D,1086,8,Egress3,1000.0
197.0,chain3,Ingress3,9,9,SF-A,454,13,SF-D,909,7,Egress3,1000.0
198.0,chain3,Ingress3,10,10,SF-A,523,15,SF-D,1047,8,Egress3,1000.0
199.0,chain3,Ingress3,8,8,SF-A,426,12,SF-D,853,6,Egress3,1000.0
200.0,chain3,Ingress3,11,11,SF-A,586,16,SF-D,1172,8,Egress3,1000.0
201.0,chain3,Ingress3,8,8,SF-A,405,12,SF-D,810,6,Egress3,1000.0
202.0,chain3,Ingress3,9,9,SF-A,495,13,SF-D,991,7,Egress3,1000.0
203.0,chain3,Ingress3,8,8,SF-A,416,12,SF-D,832,6,Egress3,1000.0
204.0,chain3,Ingress3,10,10,SF-A,541,15,SF-D,1083,8,Egress3,1000.0
205.0,chain3,Ingress3,8,8,SF-A,445,12,SF-D,890,6,Egress3,1000.0
206.0,chain3,Ingress3,11,11,SF-A,567,16,SF-D,1135,8,Egress3,1000.0
207.0,chain3,Ingress3,8,8,SF-A,447,12,SF-D,894,6,Egress3,1000.0
208.0,chain3,Ingress3,10,10,SF-A,544,15,SF-D,1088,8,Egress3,1000.0
209.0,chain3,Ingress3,8,8,SF-A,431,12,SF-D,863,6,Egress3,1000.0
210.0,chain3,Ingress3,10,10,SF-A,522,15,SF-D,1045,8,Egress3,1000.0
211.0,chain3,Ingress3,8,8,SF-A,443,12,SF-D,887,6,Egress3,1000.0
212.0,chain3,Ingress3,9,9,SF-A,487,13,SF-D,975,7,Egress3,1000.0
213.0,chain3,Ingress3,8,8,SF-A,410,12,SF-D,820,6,Egress3,1000.0
214.0,chain3,Ingress3,9,9,SF-A,460,13,SF-D,920,7,Egress3,1000.0
215.0,chain3,Ingress3,9,9,SF-A,469,13,SF-D,939,7,Egress3,1000.0
216.0,chain3,Ingress3,10,10,SF-A,501,15,SF-D,1002,8,Egress3,1000.0
217.0,chain3,Ingress3,10,10,SF-A,506,15,SF-D,1013,8,Egress3,1000.0
218.0,chain3,Ingress3,9,9,SF-A,473,13,SF-D,947,7,Egress3,1000.0
219.0,chain3,Ingress3,10,10,SF-A,530,15,SF-D,1060,8,Egress3,1000.0
220.0,chain3,Ingress3,8,8,SF-A,448,12,SF-D,896,6,Egress3,1000.0
221.0,chain3,Ingress3,8,8,SF-A,429,12,SF-D,858,6,Egress3,1000.0
222.0,chain3,Ingress3,11,11,SF-A,555,16,SF-D,1110,8,Egress3,1000.0
223.0,chain3,Ingress3,8,8,SF-A,414,12,SF-D,828,6,Egress3,1000.0
224.0,chain3,Ingress3,10,10,SF-A,527,15,SF-D,1054,8,Egress3,1000.0
225.0,chain3,Ingress3,8,8,SF-A,403,12,SF-D,806,6,Egress3,1000.0
226.0,chain3,Ingress3,11,11,SF-A,594,16,SF-D,1188,8,Egress3,1000.0
227.0,chain3,Ingress3,10,10,SF-A,545,15,SF-D,1090,8,Egress3,1000.0
228.0,chain3,Ingress3,9,9,SF-A,483,13,SF-D,967,7,Egress3,1000.0
229.0,chain3,Ingress3,9,9,SF-A,472,13,SF-D,945,7,Egress3,1000.0
230.0,chain3,Ingress3,9,9,SF-A,475,13,SF-D,951,7,Egress3,1000.0
231.0,chain3,Ingress3,8,8,SF-A,432,12,SF-D,865,6,Egress3,1000.0
232.0,chain3,Ingress3,11,11,SF-A,570,16,SF-D,1141,8,Egress3,1000.0
233.0,chain3,Ingress3,11,11,SF-A,586,16,SF-D,1173,8,Egress3,1000.0
234.0,chain3,Ingress3,8,8,SF-A,412,12,SF-D,825,6,Egress3,1000.0
235.0,chain3,Ingress3,9,9,SF-A,457,13,SF-D,915,7,Egress3,1000.0
236.0,chain3,Ingress3,11,11,SF-A,562,16,SF-D,1125,8,Egress3,1000.0
237.0,chain3,Ingress3,11,11,SF-A,552,16,SF-D,1104,8,Egress3,1000.0
238.0,chain3,Ingress3,11,11,SF-A,586,16,SF-D,1173,8,Egress3,1000.0
239.0,chain3,Ingress3,9,9,SF-A,499,13,SF-D,999,7,Egress3,1000.0
240.0,chain3,Ingress3,8,8,SF-A,407,12,SF-D,815,6,Egress3,1000.0
241.0,chain3,Ingress3,11,11,SF-A,573,16,SF-D,1147,8,Egress3,1000.0
242.0,chain3,Ingress3,10,10,SF-A,526,15,SF-D,1053,8,Egress3,1000.0
243.0,chain3,Ingress3,9,9,SF-A,478,13,SF-D,956,7,Egress3,1000.0
244.0,chain3,Ingress3,11,11,SF-A,574,16,SF-D,1148,8,Egress3,1000.0
245.0,chain3,Ingress3,9,9,SF-A,477,13,SF-D,954,7,Egress3,1000.0
246.0,chain3,Ingress3,9,9,SF-A,485,13,SF-D,971,7,Egress3,1000.0
247.0,chain3,Ingress3,8,8,SF-A,400,12,SF-D,801,6,Egress3,1000.0
248.0,chain3,Ingress3,8,8,SF-A,404,12,SF-D,808,6,Egress3,1000.0
249.0,chain3,Ingress3,9,9,SF-A,496,13,SF-D,992,7,Egress3,1000.0
250.0,chain3,Ingress3,11,11,SF-A,555,16,SF-D,1110,8,Egress3,1000.0
251.0,chain3,Ingress3,9,9,SF-A,470,13,SF-D,940,7,Egress3,1000.0
252.0,chain3,Ingress3,10,10,SF-A,533,15,SF-D,1066,8,Egress3,1000.0
253.0,chain3,Ingress3,10,10,SF-A,512,15,SF-D,1025,8,Egress3,1000.0
254.0,chain3,Ingress3,11,11,SF-A,555,16,SF-D,1111,8,Egress3,1000.0
255.0,chain3,Ingress3,11,11,SF-A,561,16,SF-D,1123,8,Egress3,1000.0
256.0,chain3,Ingress3,10,10,SF-A,511,15,SF-D,1022,8,Egress3,1000.0
257.0,chain3,Ingress3,9,9,SF-A,484,13,SF-D,969,7,Egress3,1000.0
258.0,chain3,Ingress3,8,8,SF-A,409,12,SF-D,819,6,Egress3,1000.0
259.0,chain3,Ingress3,10,10,SF-A,513,15,SF-D,1027,8,Egress3,1000.0
260.0,chain3,Ingress3,10,10,SF-A,540,15,SF-D,1081,8,Egress3,1000.0
261.0,chain3,Ingress3,10,10,SF-A,507,15,SF-D,1014,8,Egress3,1000.0
262.0,chain3,Ingress3,8,8,SF-A,413,12,SF-D,826,6,Egress3,1000.0
263.0,chain3,Ingress3,9,9,SF-A,455,13,SF-D,911,7,Egress3,1000.0
264.0,chain3,Ingress3,9,9,SF-A,497,13,SF-D,995,7,Egress3,1000.0
265.0,chain3,Ingress3,10,10,SF-A,534,15,SF-D,1069,8,Egress3,1000.0
266.0,chain3,Ingress3,10,10,SF-A,523,15,SF-D,1047,8,Egress3,1000.0
267.0,chain3,Ingress3,10,10,SF-A,501,15,SF-D,1003,8,Egress3,1000.0
268.0,chain3,Ingress3,10,10,SF-A,520,15,SF-D,1041,8,Egress3,1000.0
269.0,chain3,Ingress3,11,11,SF-A,566,16,SF-D,1133,8,Egress3,1000.0
270.0,chain3,Ingress3,10,10,SF-A,501,15,SF-D,1002,8,Egress3,1000.0
271.0,chain3,Ingress3,10,10,SF-A,546,15,SF-D,1092,8,Egress3,1000.0
272.0,chain3,Ingress3,8,8,SF-A,431,12,SF-D,863,6,Egress3,1000.0
273.0,chain3,Ingress3,8,8,SF-A,443,12,SF-D,887,6,Egress3,1000.0
274.0,chain3,Ingress3,11,11,SF-A,578,16,SF-D,1157,8,Egress3,1000.0
275.0,chain3,Ingress3,9,9,SF-A,454,13,SF-D,908,7,Egress3,1000.0
276.0,chain3,Ingress3,8,8,SF-A,409,12,SF-D,818,6,Egress3,1000.0
277.0,chain3,Ingress3,11,11,SF-A,588,16,SF-D,1177,8,Egress3,1000.0
278.0,chain3,Ingress3,11,11,SF-A,553,16,SF-D,1106,8,Egress3,1000.0
279.0,chain3,Ingress3,11,11,SF-A,596,16,SF-D,1193,8,Egress3,1000.0
280.0,chain3,Ingress3,8,8,SF-A,437,12,SF-D,874,6,Egress3,1000.0
281.0,chain3,Ingress3,11,11,SF-A,568,16,SF-D,1136,8,Egress3,1000.0
282.0,chain3,Ingress3,9,9,SF-A,473,13,SF-D,946,7,Egress3,1000.0
283.0,chain3,Ingress3,10,10,SF-A,529,15,SF-D,1059,8,Egress3,1000.0
284.0,chain3,Ingress3,8,8,SF-A,418,12,SF-D,837,6,Egress3,1000.0
285.0,chain3,Ingress3,8,8,SF-A,423,12,SF-D,847,6,Egress3,1000.0
286.0,chain3,Ingress3,8,8,SF-A,438,12,SF-D,877,6,Egress3,1000.0
287.0,chain3,Ingress3,11,11,SF-A,565,16,SF-D,1131,8,Egress3,1000.0
288.0,chain3,Ingress3,8,8,SF-A,403,12,SF-D,807,6,Egress3,1000.0
289.0,chain3,Ingress3,9,9,SF-A,463,13,SF-D,927,7,Egress3,1000.0
290.0,chain3,Ingress3,11,11,SF-A,599,16,SF-D,1199,8,Egress3,1000.0
291.0,chain3,Ingress3,11,11,SF-A,576,16,SF-D,1153,8,Egress3,1000.0
292.0,chain3,Ingress3,9,9,SF-A,481,13,SF-D,962,7,Egress3,1000.0
293.0,chain3,Ingress3,9,9,SF-A,484,13,SF-D,969,7,Egress3,1000.0
294.0,chain3,Ingress3,8,8,SF-A,401,12,SF-D,803,6,Egress3,1000.0
295.0,chain3,Ingress3,10,10,SF-A,509,15,SF-D,1019,8,Egress3,1000.0
296.0,chain3,Ingress3,8,8,SF-A,428,12,SF-D,856,6,Egress3,1000.0
