atime(s), chainName, IngressNode, packetToIngress(0), WorkloadOnIngress(0), LinkToMe, SFName1, Packet_To_Me1(MB), MyWorkload1(MI), LinkToMe, SFName2, Packet_To_Me2(MB), MyWorkload2(MI), LinkToMe, SFName3, Packet_To_Me3(MB), MyWorkload3(MI), LinkToEgress, EgressNode, Packet_To_Egress4(MB), WorkloadOnEgress(0)
10.0,sfc-ingress19egress19_psfc1,Ingress19,0,0,Ingress19-sfc-ingress19egress19_psfc1SF-A,sfc-ingress19egress19_psfc1SF-A,11,1166,sfc-ingress19egress19_psfc1SF-A-sfc-ingress19egress19_psfc1SF-B,sfc-ingress19egress19_psfc1SF-B,11,1650,sfc-ingress19egress19_psfc1SF-B-sfc-ingress19egress19_psfc1SF-C,sfc-ingress19egress19_psfc1SF-C,8,1200,sfc-ingress19egress19_psfc1SF-C-Egress19,Egress19,10,0
11.0,sfc-ingress19egress19_psfc1,Ingress19,0,0,Ingress19-sfc-ingress19egress19_psfc1SF-A,sfc-ingress19egress19_psfc1SF-A,13,1343,sfc-ingress19egress19_psfc1SF-A-sfc-ingress19egress19_psfc1SF-B,sfc-ingress19egress19_psfc1SF-B,13,1950,sfc-ingress19egress19_psfc1SF-B-sfc-ingress19egress19_psfc1SF-C,sfc-ingress19egress19_psfc1SF-C,9,1350,sfc-ingress19egress19_psfc1SF-C-Egress19,Egress19,12,0
12.0,sfc-ingress19egress19_psfc1,Ingress19,0,0,Ingress19-sfc-ingress19egress19_psfc1SF-A,sfc-ingress19egress19_psfc1SF-A,13,1395,sfc-ingress19egress19_psfc1SF-A-sfc-ingress19egress19_psfc1SF-B,sfc-ingress19egress19_psfc1SF-B,13,1950,sfc-ingress19egress19_psfc1SF-B-sfc-ingress19egress19_psfc1SF-C,sfc-ingress19egress19_psfc1SF-C,9,1350,sfc-ingress19egress19_psfc1SF-C-Egress19,Egress19,12,0
13.0,sfc-ingress19egress19_psfc1,Ingress19,0,0,Ingress19-sfc-ingress19egress19_psfc1SF-A,sfc-ingress19egress19_psfc1SF-A,12,1209,sfc-ingress19egress19_psfc1SF-A-sfc-ingress19egress19_psfc1SF-B,sfc-ingress19egress19_psfc1SF-B,12,1800,sfc-ingress19egress19_psfc1SF-B-sfc-ingress19egress19_psfc1SF-C,sfc-ingress19egress19_psfc1SF-C,9,1350,sfc-ingress19egress19_psfc1SF-C-Egress19,Egress19,12,0
14.0,sfc-ingress19egress19_psfc1,Ingress19,0,0,Ingress19-sfc-ingress19egress19_psfc1SF-A,sfc-ingress19egress19_psfc1SF-A,11,1177,sfc-ingress19egress19_psfc1SF-A-sfc-ingress19egress19_psfc1SF-B,sfc-ingress19egress19_psfc1SF-B,11,1650,sfc-ingress19egress19_psfc1SF-B-sfc-ingress19egress19_psfc1SF-C,sfc-ingress19egress19_psfc1SF-C,8,1200,sfc-ingress19egress19_psfc1SF-C-Egress19,Egress19,10,0
15.0,sfc-ingress19egress19_psfc1,Ingress19,0,0,Ingress19-sfc-ingress19egress19_psfc1SF-A,sfc-ingress19egress19_psfc1SF-A,13,1398,sfc-ingress19egress19_psfc1SF-A-sfc-ingress19egress19_psfc1SF-B,sfc-ingress19egress19_psfc1SF-B,13,1950,sfc-ingress19egress19_psfc1SF-B-sfc-ingress19egress19_psfc1SF-C,sfc-ingress19egress19_psfc1SF-C,9,1350,sfc-ingress19egress19_psfc1SF-C-Egress19,Egress19,12,0
16.0,sfc-ingress19egress19_psfc1,Ingress19,0,0,Ingress19-sfc-ingress19egress19_psfc1SF-A,sfc-ingress19egress19_psfc1SF-A,11,1194,sfc-ingress19egress19_psfc1SF-A-sfc-ingress19egress19_psfc1SF-B,sfc-ingress19egress19_psfc1SF-B,11,1650,sfc-ingress19egress19_psfc1SF-B-sfc-ingress19egress19_psfc1SF-C,sfc-ingress19egress19_psfc1SF-C,8,1200,sfc-ingress19egress19_psfc1SF-C-Egress19,Egress19,10,0
17.0,sfc-ingress19egress19_psfc1,Ingress19,0,0,Ingress19-sfc-ingress19egress19_psfc1SF-A,sfc-ingress19egress19_psfc1SF-A,10,1058,sfc-ingress19egress19_psfc1SF-A-sfc-ingress19egress19_psfc1SF-B,sfc-ingress19egress19_psfc1SF-B,10,1500,sfc-ingress19egress19_psfc1SF-B-sfc-ingress19egress19_psfc1SF-C,sfc-ingress19egress19_psfc1SF-C,7,1050,sfc-ingress19egress19_psfc1SF-C-Egress19,Egress19,9,0
18.0,sfc-ingress19egress19_psfc1,Ingress19,0,0,Ingress19-sfc-ingress19egress19_psfc1SF-A,sfc-ingress19egress19_psfc1SF-A,12,1255,sfc-ingress19egress19_psfc1SF-A-sfc-ingress19egress19_psfc1SF-B,sfc-ingress19egress19_psfc1SF-B,12,1800,sfc-ingress19egress19_psfc1SF-B-sfc-ingress19egress19_psfc1SF-C,sfc-ingress19egress19_psfc1SF-C,9,1350,sfc-ingress19egress19_psfc1SF-C-Egress19,Egress19,12,0
19.0,sfc-ingress19egress19_psfc1,Ingress19,0,0,Ingress19-sfc-ingress19egress19_psfc1SF-A,sfc-ingress19egress19_psfc1SF-A,10,1083,sfc-ingress19egress19_psfc1SF-A-sfc-ingress19egress19_psfc1SF-B,sfc-ingress19egress19_psfc1SF-B,10,1500,sfc-ingress19egress19_psfc1SF-B-sfc-ingress19egress19_psfc1SF-C,sfc-ingress19egress19_psfc1SF-C,7,1050,sfc-ingress19egress19_psfc1SF-C-Egress19,Egress19,9,0
20.0,sfc-ingress19egress19_psfc1,Ingress19,0,0,Ingress19-sfc-ingress19egress19_psfc1SF-A,sfc-ingress19egress19_psfc1SF-A,10,1075,sfc-ingress19egress19_psfc1SF-A-sfc-ingress19egress19_psfc1SF-B,sfc-ingress19egress19_psfc1SF-B,10,1500,sfc-ingress19egress19_psfc1SF-B-sfc-ingress19egress19_psfc1SF-C,sfc-ingress19egress19_psfc1SF-C,7,1050,sfc-ingress19egress19_psfc1SF-C-Egress19,Egress19,9,0
21.0,sfc-ingress19egress19_psfc1,Ingress19,0,0,Ingress19-sfc-ingress19egress19_psfc1SF-A,sfc-ingress19egress19_psfc1SF-A,13,1396,sfc-ingress19egress19_psfc1SF-A-sfc-ingress19egress19_psfc1SF-B,sfc-ingress19egress19_psfc1SF-B,13,1950,sfc-ingress19egress19_psfc1SF-B-sfc-ingress19egress19_psfc1SF-C,sfc-ingress19egress19_psfc1SF-C,9,1350,sfc-ingress19egress19_psfc1SF-C-Egress19,Egress19,12,0
22.0,sfc-ingress19egress19_psfc1,Ingress19,0,0,Ingress19-sfc-ingress19egress19_psfc1SF-A,sfc-ingress19egress19_psfc1SF-A,12,1276,sfc-ingress19egress19_psfc1SF-A-sfc-ingress19egress19_psfc1SF-B,sfc-ingress19egress19_psfc1SF-B,12,1800,sfc-ingress19egress19_psfc1SF-B-sfc-ingress19egress19_psfc1SF-C,sfc-ingress19egress19_psfc1SF-C,9,1350,sfc-ingress19egress19_psfc1SF-C-Egress19,Egress19,12,0
23.0,sfc-ingress19egress19_psfc1,Ingress19,0,0,Ingress19-sfc-ingress19egress19_psfc1SF-A,sfc-ingress19egress19_psfc1SF-A,13,1376,sfc-ingress19egress19_psfc1SF-A-sfc-ingress19egress19_psfc1SF-B,sfc-ingress19egress19_psfc1SF-B,13,1950,sfc-ingress19egress19_psfc1SF-B-sfc-ingress19egress19_psfc1SF-C,sfc-ingress19egress19_psfc1SF-C,9,1350,sfc-ingress19egress19_psfc1SF-C-Egress19,Egress19,12,0
24.0,sfc-ingress19egress19_psfc1,Ingress19,0,0,Ingress19-sfc-ingress19egress19_psfc1SF-A,sfc-ingress19egress19_psfc1SF-A,11,1101,sfc-ingress19egress19_psfc1SF-A-sfc-ingress19egress19_psfc1SF-B,sfc-ingress19egress19_psfc1SF-B,11,1650,sfc-ingress19egress19_psfc1SF-B-sfc-ingress19egress19_psfc1SF-C,sfc-ingress19egress19_psfc1SF-C,8,1200,sfc-ingress19egress19_psfc1SF-C-Egress19,Egress19,10,0
25.0,sfc-ingress19egress19_psfc1,Ingress19,0,0,Ingress19-sfc-ingress19egress19_psfc1SF-A,sfc-ingress19egress19_psfc1SF-A,14,1433,sfc-ingress19egress19_psfc1SF-A-sfc-ingress19egress19_psfc1SF-B,sfc-ingress19egress19_psfc1SF-B,14,2100,sfc-ingress19egress19_psfc1SF-B-sfc-ingress19egress19_psfc1SF-C,sfc-ingress19egress19_psfc1SF-C,10,1500,sfc-ingress19egress19_psfc1SF-C-Egress19,Egress19,13,0
26.0,sfc-ingress19egress19_psfc1,Ingress19,0,0,Ingress19-sfc-ingress19egress19_psfc1SF-A,sfc-ingress19egress19_psfc1SF-A,12,1201,sfc-ingress19egress19_psfc1SF-A-sfc-ingress19egress19_psfc1SF-B,sfc-ingress19egress19_psfc1SF-B,12,1800,sfc-ingress19egress19_psfc1SF-B-sfc-ingress19egress19_psfc1SF-C,sfc-ingress19egress19_psfc1SF-C,9,1350,sfc-ingress19egress19_psfc1SF-C-Egress19,Egress19,12,0
27.0,sfc-ingress19egress19_psfc1,Ingress19,0,0,Ingress19-sfc-ingress19egress19_psfc1SF-A,sfc-ingress19egress19_psfc1SF-A,11,1174,sfc-ingress19egress19_psfc1SF-A-sfc-ingress19egress19_psfc1SF-B,sfc-ingress19egress19_psfc1SF-B,11,1650,sfc-ingress19egress19_psfc1SF-B-sfc-ingress19egress19_psfc1SF-C,sfc-ingress19egress19_psfc1SF-C,8,1200,sfc-ingress19egress19_psfc1SF-C-Egress19,Egress19,10,0
28.0,sfc-ingress19egress19_psfc1,Ingress19,0,0,Ingress19-sfc-ingress19egress19_psfc1SF-A,sfc-ingress19egress19_psfc1SF-A,13,1362,sfc-ingress19egress19_psfc1SF-A-sfc-ingress19egress19_psfc1SF-B,sfc-ingress19egress19_psfc1SF-B,13,1950,sfc-ingress19egress19_psfc1SF-B-sfc-ingress19egress19_psfc1SF-C,sfc-ingress19egress19_psfc1SF-C,9,1350,sfc-ingress19egress19_psfc1SF-C-Egress19,Egress19,12,0
29.0,sfc-ingress19egress19_psfc1,Ingress19,0,0,Ingress19-sfc-ingress19egress19_psfc1SF-A,sfc-ingress19egress19_psfc1SF-A,12,1227,sfc-ingress19egress19_psfc1SF-A-sfc-ingress19egress19_psfc1SF-B,sfc-ingress19egress19_psfc1SF-B,12,1800,sfc-ingress19egress19_psfc1SF-B-sfc-ingress19egress19_psfc1SF-C,sfc-ingress19egress19_psfc1SF-C,9,1350,sfc-ingress19egress19_psfc1SF-C-Egress19,Egress19,12,0
30.0,sfc-ingress19egress19_psfc1,Ingress19,0,0,Ingress19-sfc-ingress19egress19_psfc1SF-A,sfc-ingress19egress19_psfc1SF-A,10,1096,sfc-ingress19egress19_psfc1SF-A-sfc-ingress19egress19_psfc1SF-B,sfc-ingress19egress19_psfc1SF-B,10,1500,sfc-ingress19egress19_psfc1SF-B-sfc-ingress19egress19_psfc1SF-C,sfc-ingress19egress19_psfc1SF-C,7,1050,sfc-ingress19egress19_psfc1SF-C-Egress19,Egress19,9,0
31.0,sfc-ingress19egress19_psfc1,Ingress19,0,0,Ingress19-sfc-ingress19egress19_psfc1SF-A,sfc-ingress19egress19_psfc1SF-A,13,1382,sfc-ingress19egress19_psfc1SF-A-sfc-ingress19egress19_psfc1SF-B,sfc-ingress19egress19_psfc1SF-B,13,1950,sfc-ingress19egress19_psfc1SF-B-sfc-ingress19egress19_psfc1SF-C,sfc-ingress19egress19_psfc1SF-C,9,1350,sfc-ingress19egress19_psfc1SF-C-Egress19,Egress19,12,0
32.0,sfc-ingress19egress19_psfc1,Ingress19,0,0,Ingress19-sfc-ingress19egress19_psfc1SF-A,sfc-ingress19egress19_psfc1SF-A,12,1256,sfc-ingress19egress19_psfc1SF-A-sfc-ingress19egress19_psfc1SF-B,sfc-ingress19egress19_psfc1SF-B,12,1800,sfc-ingress19egress19_psfc1SF-B-sfc-ingress19egress19_psfc1SF-C,sfc-ingress19egress19_psfc1SF-C,9,1350,sfc-ingress19egress19_psfc1SF-C-Egress19,Egress19,12,0
33.0,sfc-ingress19egress19_psfc1,Ingress19,0,0,Ingress19-sfc-ingress19egress19_psfc1SF-A,sfc-ingress19egress19_psfc1SF-A,10,1030,sfc-ingress19egress19_psfc1SF-A-sfc-ingress19egress19_psfc1SF-B,sfc-ingress19egress19_psfc1SF-B,10,1500,sfc-ingress19egress19_psfc1SF-B-sfc-ingress19egress19_psfc1SF-C,sfc-ingress19egress19_psfc1SF-C,7,1050,sfc-ingress19egress19_psfc1SF-C-Egress19,Egress19,9,0
34.0,sfc-ingress19egress19_psfc1,Ingress19,0,0,Ingress19-sfc-ingress19egress19_psfc1SF-A,sfc-ingress19egress19_psfc1SF-A,11,1173,sfc-ingress19egress19_psfc1SF-A-sfc-ingress19egress19_psfc1SF-B,sfc-ingress19egress19_psfc1SF-B,11,1650,sfc-ingress19egress19_psfc1SF-B-sfc-ingress19egress19_psfc1SF-C,sfc-ingress19egress19_psfc1SF-C,8,1200,sfc-ingress19egress19_psfc1SF-C-Egress19,Egress19,10,0
35.0,sfc-ingress19egress19_psfc1,Ingress19,0,0,Ingress19-sfc-ingress19egress19_psfc1SF-A,sfc-ingress19egress19_psfc1SF-A,12,1218,sfc-ingress19egress19_psfc1SF-A-sfc-ingress19egress19_psfc1SF-B,sfc-ingress19egress19_psfc1SF-B,12,1800,sfc-ingress19egress19_psfc1SF-B-sfc-ingress19egress19_psfc1SF-C,sfc-ingress19egress19_psfc1SF-C,9,1350,sfc-ingress19egress19_psfc1SF-C-Egress19,Egress19,12,0
36.0,sfc-ingress19egress19_psfc1,Ingress19,0,0,Ingress19-sfc-ingress19egress19_psfc1SF-A,sfc-ingress19egress19_psfc1SF-A,12,1206,sfc-ingress19egress19_psfc1SF-A-sfc-ingress19egress19_psfc1SF-B,sfc-ingress19egress19_psfc1SF-B,12,1800,sfc-ingress19egress19_psfc1SF-B-sfc-ingress19egress19_psfc1SF-C,sfc-ingress19egress19_psfc1SF-C,9,1350,sfc-ingress19egress19_psfc1SF-C-Egress19,Egress19,12,0
37.0,sfc-ingress19egress19_psfc1,Ingress19,0,0,Ingress19-sfc-ingress19egress19_psfc1SF-A,sfc-ingress19egress19_psfc1SF-A,11,1111,sfc-ingress19egress19_psfc1SF-A-sfc-ingress19egress19_psfc1SF-B,sfc-ingress19egress19_psfc1SF-B,11,1650,sfc-ingress19egress19_psfc1SF-B-sfc-ingress19egress19_psfc1SF-C,sfc-ingress19egress19_psfc1SF-C,8,1200,sfc-ingress19egress19_psfc1SF-C-Egress19,Egress19,10,0
38.0,sfc-ingress19egress19_psfc1,Ingress19,0,0,Ingress19-sfc-ingress19egress19_psfc1SF-A,sfc-ingress19egress19_psfc1SF-A,13,1351,sfc-ingress19egress19_psfc1SF-A-sfc-ingress19egress19_psfc1SF-B,sfc-ingress19egress19_psfc1SF-B,13,1950,sfc-ingress19egress19_psfc1SF-B-sfc-ingress19egress19_psfc1SF-C,sfc-ingress19egress19_psfc1SF-C,9,1350,sfc-ingress19egress19_psfc1SF-C-Egress19,Egress19,12,0
39.0,sfc-ingress19egress19_psfc1,Ingress19,0,0,Ingress19-sfc-ingress19egress19_psfc1SF-A,sfc-ingress19egress19_psfc1SF-A,9,984,sfc-ingress19egress19_psfc1SF-A-sfc-ingress19egress19_psfc1SF-B,sfc-ingress19egress19_psfc1SF-B,9,1350,sfc-ingress19egress19_psfc1SF-B-sfc-ingress19egress19_psfc1SF-C,sfc-ingress19egress19_psfc1SF-C,6,900,sfc-ingress19egress19_psfc1SF-C-Egress19,Egress19,8,0
40.0,sfc-ingress19egress19_psfc1,Ingress19,0,0,Ingress19-sfc-ingress19egress19_psfc1SF-A,sfc-ingress19egress19_psfc1SF-A,12,1265,sfc-ingress19egress19_psfc1SF-A-sfc-ingress19egress19_psfc1SF-B,sfc-ingress19egress19_psfc1SF-B,12,1800,sfc-ingress19egress19_psfc1SF-B-sfc-ingress19egress19_psfc1SF-C,sfc-ingress19egress19_psfc1SF-C,9,1350,sfc-ingress19egress19_psfc1SF-C-Egress19,Egress19,12,0
41.0,sfc-ingress19egress19_psfc1,Ingress19,0,0,Ingress19-sfc-ingress19egress19_psfc1SF-A,sfc-ingress19egress19_psfc1SF-A,10,1099,sfc-ingress19egress19_psfc1SF-A-sfc-ingress19egress19_psfc1SF-B,sfc-ingress19egress19_psfc1SF-B,10,1500,sfc-ingress19egress19_psfc1SF-B-sfc-ingress19egress19_psfc1SF-C,sfc-ingress19egress19_psfc1SF-C,7,1050,sfc-ingress19egress19_psfc1SF-C-Egress19,Egress19,9,0
42.0,sfc-ingress19egress19_psfc1,Ingress19,0,0,Ingress19-sfc-ingress19egress19_psfc1SF-A,sfc-ingress19egress19_psfc1SF-A,10,1054,sfc-ingress19egress19_psfc1SF-A-sfc-ingress19egress19_psfc1SF-B,sfc-ingress19egress19_psfc1SF-B,10,1500,sfc-ingress19egress19_psfc1SF-B-sfc-ingress19egress19_psfc1SF-C,sfc-ingress19egress19_psfc1SF-C,7,1050,sfc-ingress19egress19_psfc1SF-C-Egress19,Egress19,9,0
43.0,sfc-ingress19egress19_psfc1,Ingress19,0,0,Ingress19-sfc-ingress19egress19_psfc1SF-A,sfc-ingress19egress19_psfc1SF-A,10,1082,sfc-ingress19egress19_psfc1SF-A-sfc-ingress19egress19_psfc1SF-B,sfc-ingress19egress19_psfc1SF-B,10,1500,sfc-ingress19egress19_psfc1SF-B-sfc-ingress19egress19_psfc1SF-C,sfc-ingress19egress19_psfc1SF-C,7,1050,sfc-ingress19egress19_psfc1SF-C-Egress19,Egress19,9,0
44.0,sfc-ingress19egress19_psfc1,Ingress19,0,0,Ingress19-sfc-ingress19egress19_psfc1SF-A,sfc-ingress19egress19_psfc1SF-A,13,1367,sfc-ingress19egress19_psfc1SF-A-sfc-ingress19egress19_psfc1SF-B,sfc-ingress19egress19_psfc1SF-B,13,1950,sfc-ingress19egress19_psfc1SF-B-sfc-ingress19egress19_psfc1SF-C,sfc-ingress19egress19_psfc1SF-C,9,1350,sfc-ingress19egress19_psfc1SF-C-Egress19,Egress19,12,0
45.0,sfc-ingress19egress19_psfc1,Ingress19,0,0,Ingress19-sfc-ingress19egress19_psfc1SF-A,sfc-ingress19egress19_psfc1SF-A,12,1282,sfc-ingress19egress19_psfc1SF-A-sfc-ingress19egress19_psfc1SF-B,sfc-ingress19egress19_psfc1SF-B,12,1800,sfc-ingress19egress19_psfc1SF-B-sfc-ingress19egress19_psfc1SF-C,sfc-ingress19egress19_psfc1SF-C,9,1350,sfc-ingress19egress19_psfc1SF-C-Egress19,Egress19,12,0
46.0,sfc-ingress19egress19_psfc1,Ingress19,0,0,Ingress19-sfc-ingress19egress19_psfc1SF-A,sfc-ingress19egress19_psfc1SF-A,11,1114,sfc-ingress19egress19_psfc1SF-A-sfc-ingress19egress19_psfc1SF-B,sfc-ingress19egress19_psfc1SF-B,11,1650,sfc-ingress19egress19_psfc1SF-B-sfc-ingress19egress19_psfc1SF-C,sfc-ingress19egress19_psfc1SF-C,8,1200,sfc-ingress19egress19_psfc1SF-C-Egress19,Egress19,10,0
47.0,sfc-ingress19egress19_psfc1,Ingress19,0,0,Ingress19-sfc-ingress19egress19_psfc1SF-A,sfc-ingress19egress19_psfc1SF-A,11,1176,sfc-ingress19egress19_psfc1SF-A-sfc-ingress19egress19_psfc1SF-B,sfc-ingress19egress19_psfc1SF-B,11,1650,sfc-ingress19egress19_psfc1SF-B-sfc-ingress19egress19_psfc1SF-C,sfc-ingress19egress19_psfc1SF-C,8,1200,sfc-ingress19egress19_psfc1SF-C-Egress19,Egress19,10,0
48.0,sfc-ingress19egress19_psfc1,Ingress19,0,0,Ingress19-sfc-ingress19egress19_psfc1SF-A,sfc-ingress19egress19_psfc1SF-A,12,1217,sfc-ingress19egress19_psfc1SF-A-sfc-ingress19egress19_psfc1SF-B,sfc-ingress19egress19_psfc1SF-B,12,1800,sfc-ingress19egress19_psfc1SF-B-sfc-ingress19egress19_psfc1SF-C,sfc-ingress19egress19_psfc1SF-C,9,1350,sfc-ingress19egress19_psfc1SF-C-Egress19,Egress19,12,0
49.0,sfc-ingress19egress19_psfc1,Ingress19,0,0,Ingress19-sfc-ingress19egress19_psfc1SF-A,sfc-ingress19egress19_psfc1SF-A,10,1058,sfc-ingress19egress19_psfc1SF-A-sfc-ingress19egress19_psfc1SF-B,sfc-ingress19egress19_psfc1SF-B,10,1500,sfc-ingress19egress19_psfc1SF-B-sfc-ingress19egress19_psfc1SF-C,sfc-ingress19egress19_psfc1SF-C,7,1050,sfc-ingress19egress19_psfc1SF-C-Egress19,Egress19,9,0
50.0,sfc-ingress19egress19_psfc1,Ingress19,0,0,Ingress19-sfc-ingress19egress19_psfc1SF-A,sfc-ingress19egress19_psfc1SF-A,11,1179,sfc-ingress19egress19_psfc1SF-A-sfc-ingress19egress19_psfc1SF-B,sfc-ingress19egress19_psfc1SF-B,11,1650,sfc-ingress19egress19_psfc1SF-B-sfc-ingress19egress19_psfc1SF-C,sfc-ingress19egress19_psfc1SF-C,8,1200,sfc-ingress19egress19_psfc1SF-C-Egress19,Egress19,10,0
51.0,sfc-ingress19egress19_psfc1,Ingress19,0,0,Ingress19-sfc-ingress19egress19_psfc1SF-A,sfc-ingress19egress19_psfc1SF-A,12,1263,sfc-ingress19egress19_psfc1SF-A-sfc-ingress19egress19_psfc1SF-B,sfc-ingress19egress19_psfc1SF-B,12,1800,sfc-ingress19egress19_psfc1SF-B-sfc-ingress19egress19_psfc1SF-C,sfc-ingress19egress19_psfc1SF-C,9,1350,sfc-ingress19egress19_psfc1SF-C-Egress19,Egress19,12,0
52.0,sfc-ingress19egress19_psfc1,Ingress19,0,0,Ingress19-sfc-ingress19egress19_psfc1SF-A,sfc-ingress19egress19_psfc1SF-A,13,1326,sfc-ingress19egress19_psfc1SF-A-sfc-ingress19egress19_psfc1SF-B,sfc-ingress19egress19_psfc1SF-B,13,1950,sfc-ingress19egress19_psfc1SF-B-sfc-ingress19egress19_psfc1SF-C,sfc-ingress19egress19_psfc1SF-C,9,1350,sfc-ingress19egress19_psfc1SF-C-Egress19,Egress19,12,0
