time(s),target_sfc,Ingress,InitialRequestSize,Transmission1(MB),VM1,cloudlet.1(MI),Transmission2(MB),VM2,cloudlet.2(MI),Transmission3(MB),VM3,cloudlet.3(MI),Transmission4(MB),Egress,latency_demand(s)
19.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,532,5,SF-B,750,1,SF-C,450,3,Egress1,10.0
20.0,sfc-ingress1egress1,Ingress1,11,11,SF-A,1109,11,SF-B,1650,3,SF-C,1350,9,Egress1,10.0
21.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,573,5,SF-B,750,1,SF-C,450,3,Egress1,10.0
22.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,543,5,SF-B,750,1,SF-C,450,3,Egress1,10.0
23.0,sfc-ingress1egress1,Ingress1,14,14,SF-A,1474,14,SF-B,2100,4,SF-C,1800,12,Egress1,10.0
24.0,sfc-ingress1egress1,Ingress1,9,9,SF-A,950,9,SF-B,1350,3,SF-C,1350,9,Egress1,10.0
25.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,560,5,SF-B,750,1,SF-C,450,3,Egress1,10.0
26.0,sfc-ingress1egress1,Ingress1,6,6,SF-A,670,6,SF-B,900,2,SF-C,900,6,Egress1,10.0
27.0,sfc-ingress1egress1,Ingress1,13,13,SF-A,1346,13,SF-B,1950,4,SF-C,1800,12,Egress1,10.0
28.0,sfc-ingress1egress1,Ingress1,10,10,SF-A,1021,10,SF-B,1500,3,SF-C,1350,9,Egress1,10.0
29.0,sfc-ingress1egress1,Ingress1,8,8,SF-A,853,8,SF-B,1200,2,SF-C,900,6,Egress1,10.0
30.0,sfc-ingress1egress1,Ingress1,7,7,SF-A,713,7,SF-B,1050,2,SF-C,900,6,Egress1,10.0
31.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,521,5,SF-B,750,1,SF-C,450,3,Egress1,10.0
32.0,sfc-ingress1egress1,Ingress1,7,7,SF-A,794,7,SF-B,1050,2,SF-C,900,6,Egress1,10.0
33.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,506,5,SF-B,750,1,SF-C,450,3,Egress1,10.0
34.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,587,5,SF-B,750,1,SF-C,450,3,Egress1,10.0
35.0,sfc-ingress1egress1,Ingress1,12,12,SF-A,1211,12,SF-B,1800,4,SF-C,1800,12,Egress1,10.0
36.0,sfc-ingress1egress1,Ingress1,10,10,SF-A,1021,10,SF-B,1500,3,SF-C,1350,9,Egress1,10.0
37.0,sfc-ingress1egress1,Ingress1,14,14,SF-A,1442,14,SF-B,2100,4,SF-C,1800,12,Egress1,10.0
38.0,sfc-ingress1egress1,Ingress1,12,12,SF-A,1253,12,SF-B,1800,4,SF-C,1800,12,Egress1,10.0
39.0,sfc-ingress1egress1,Ingress1,6,6,SF-A,699,6,SF-B,900,2,SF-C,900,6,Egress1,10.0
40.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,515,5,SF-B,750,1,SF-C,450,3,Egress1,10.0
41.0,sfc-ingress1egress1,Ingress1,10,10,SF-A,1044,10,SF-B,1500,3,SF-C,1350,9,Egress1,10.0
42.0,sfc-ingress1egress1,Ingress1,11,11,SF-A,1117,11,SF-B,1650,3,SF-C,1350,9,Egress1,10.0
43.0,sfc-ingress1egress1,Ingress1,6,6,SF-A,641,6,SF-B,900,2,SF-C,900,6,Egress1,10.0
44.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,589,5,SF-B,750,1,SF-C,450,3,Egress1,10.0
45.0,sfc-ingress1egress1,Ingress1,8,8,SF-A,862,8,SF-B,1200,2,SF-C,900,6,Egress1,10.0
46.0,sfc-ingress1egress1,Ingress1,6,6,SF-A,603,6,SF-B,900,2,SF-C,900,6,Egress1,10.0
47.0,sfc-ingress1egress1,Ingress1,7,7,SF-A,786,7,SF-B,1050,2,SF-C,900,6,Egress1,10.0
48.0,sfc-ingress1egress1,Ingress1,10,10,SF-A,1006,10,SF-B,1500,3,SF-C,1350,9,Egress1,10.0
49.0,sfc-ingress1egress1,Ingress1,14,14,SF-A,1490,14,SF-B,2100,4,SF-C,1800,12,Egress1,10.0
50.0,sfc-ingress1egress1,Ingress1,9,9,SF-A,986,9,SF-B,1350,3,SF-C,1350,9,Egress1,10.0
51.0,sfc-ingress1egress1,Ingress1,7,7,SF-A,767,7,SF-B,1050,2,SF-C,900,6,Egress1,10.0
52.0,sfc-ingress1egress1,Ingress1,10,10,SF-A,1048,10,SF-B,1500,3,SF-C,1350,9,Egress1,10.0
53.0,sfc-ingress1egress1,Ingress1,6,6,SF-A,601,6,SF-B,900,2,SF-C,900,6,Egress1,10.0
54.0,sfc-ingress1egress1,Ingress1,8,8,SF-A,893,8,SF-B,1200,2,SF-C,900,6,Egress1,10.0
55.0,sfc-ingress1egress1,Ingress1,11,11,SF-A,1134,11,SF-B,1650,3,SF-C,1350,9,Egress1,10.0
56.0,sfc-ingress1egress1,Ingress1,12,12,SF-A,1226,12,SF-B,1800,4,SF-C,1800,12,Egress1,10.0
57.0,sfc-ingress1egress1,Ingress1,6,6,SF-A,667,6,SF-B,900,2,SF-C,900,6,Egress1,10.0
58.0,sfc-ingress1egress1,Ingress1,8,8,SF-A,824,8,SF-B,1200,2,SF-C,900,6,Egress1,10.0
59.0,sfc-ingress1egress1,Ingress1,8,8,SF-A,887,8,SF-B,1200,2,SF-C,900,6,Egress1,10.0
60.0,sfc-ingress1egress1,Ingress1,6,6,SF-A,661,6,SF-B,900,2,SF-C,900,6,Egress1,10.0
61.0,sfc-ingress1egress1,Ingress1,13,13,SF-A,1316,13,SF-B,1950,4,SF-C,1800,12,Egress1,10.0
62.0,sfc-ingress1egress1,Ingress1,7,7,SF-A,792,7,SF-B,1050,2,SF-C,900,6,Egress1,10.0
63.0,sfc-ingress1egress1,Ingress1,14,14,SF-A,1459,14,SF-B,2100,4,SF-C,1800,12,Egress1,10.0
64.0,sfc-ingress1egress1,Ingress1,10,10,SF-A,1027,10,SF-B,1500,3,SF-C,1350,9,Egress1,10.0
65.0,sfc-ingress1egress1,Ingress1,11,11,SF-A,1173,11,SF-B,1650,3,SF-C,1350,9,Egress1,10.0
66.0,sfc-ingress1egress1,Ingress1,8,8,SF-A,812,8,SF-B,1200,2,SF-C,900,6,Egress1,10.0
67.0,sfc-ingress1egress1,Ingress1,12,12,SF-A,1209,12,SF-B,1800,4,SF-C,1800,12,Egress1,10.0
68.0,sfc-ingress1egress1,Ingress1,11,11,SF-A,1158,11,SF-B,1650,3,SF-C,1350,9,Egress1,10.0
69.0,sfc-ingress1egress1,Ingress1,11,11,SF-A,1133,11,SF-B,1650,3,SF-C,1350,9,Egress1,10.0
70.0,sfc-ingress1egress1,Ingress1,6,6,SF-A,660,6,SF-B,900,2,SF-C,900,6,Egress1,10.0
71.0,sfc-ingress1egress1,Ingress1,11,11,SF-A,1120,11,SF-B,1650,3,SF-C,1350,9,Egress1,10.0
72.0,sfc-ingress1egress1,Ingress1,6,6,SF-A,663,6,SF-B,900,2,SF-C,900,6,Egress1,10.0
73.0,sfc-ingress1egress1,Ingress1,14,14,SF-A,1496,14,SF-B,2100,4,SF-C,1800,12,Egress1,10.0
74.0,sfc-ingress1egress1,Ingress1,9,9,SF-A,966,9,SF-B,1350,3,SF-C,1350,9,Egress1,10.0
75.0,sfc-ingress1egress1,Ingress1,7,7,SF-A,777,7,SF-B,1050,2,SF-C,900,6,Egress1,10.0
76.0,sfc-ingress1egress1,Ingress1,7,7,SF-A,708,7,SF-B,1050,2,SF-C,900,6,Egress1,10.0
77.0,sfc-ingress1egress1,Ingress1,8,8,SF-A,844,8,SF-B,1200,2,SF-C,900,6,Egress1,10.0
78.0,sfc-ingress1egress1,Ingress1,8,8,SF-A,883,8,SF-B,1200,2,SF-C,900,6,Egress1,10.0
79.0,sfc-ingress1egress1,Ingress1,6,6,SF-A,656,6,SF-B,900,2,SF-C,900,6,Egress1,10.0
80.0,sfc-ingress1egress1,Ingress1,6,6,SF-A,618,6,SF-B,900,2,SF-C,900,6,Egress1,10.0
81.0,sfc-ingress1egress1,Ingress1,7,7,SF-A,794,7,SF-B,1050,2,SF-C,900,6,Egress1,10.0
82.0,sfc-ingress1egress1,Ingress1,9,9,SF-A,958,9,SF-B,1350,3,SF-C,1350,9,Egress1,10.0
83.0,sfc-ingress1egress1,Ingress1,8,8,SF-A,869,8,SF-B,1200,2,SF-C,900,6,Egress1,10.0
84.0,sfc-ingress1egress1,Ingress1,12,12,SF-A,1262,12,SF-B,1800,4,SF-C,1800,12,Egress1,10.0
85.0,sfc-ingress1egress1,Ingress1,14,14,SF-A,1402,14,SF-B,2100,4,SF-C,1800,12,Egress1,10.0
86.0,sfc-ingress1egress1,Ingress1,9,9,SF-A,921,9,SF-B,1350,3,SF-C,1350,9,Egress1,10.0
87.0,sfc-ingress1egress1,Ingress1,11,11,SF-A,1132,11,SF-B,1650,3,SF-C,1350,9,Egress1,10.0
88.0,sfc-ingress1egress1,Ingress1,6,6,SF-A,661,6,SF-B,900,2,SF-C,900,6,Egress1,10.0
89.0,sfc-ingress1egress1,Ingress1,7,7,SF-A,724,7,SF-B,1050,2,SF-C,900,6,Egress1,10.0
90.0,sfc-ingress1egress1,Ingress1,10,10,SF-A,1012,10,SF-B,1500,3,SF-C,1350,9,Egress1,10.0
91.0,sfc-ingress1egress1,Ingress1,8,8,SF-A,812,8,SF-B,1200,2,SF-C,900,6,Egress1,10.0
92.0,sfc-ingress1egress1,Ingress1,6,6,SF-A,684,6,SF-B,900,2,SF-C,900,6,Egress1,10.0
93.0,sfc-ingress1egress1,Ingress1,7,7,SF-A,718,7,SF-B,1050,2,SF-C,900,6,Egress1,10.0
94.0,sfc-ingress1egress1,Ingress1,12,12,SF-A,1214,12,SF-B,1800,4,SF-C,1800,12,Egress1,10.0
95.0,sfc-ingress1egress1,Ingress1,9,9,SF-A,912,9,SF-B,1350,3,SF-C,1350,9,Egress1,10.0
96.0,sfc-ingress1egress1,Ingress1,11,11,SF-A,1148,11,SF-B,1650,3,SF-C,1350,9,Egress1,10.0
97.0,sfc-ingress1egress1,Ingress1,13,13,SF-A,1395,13,SF-B,1950,4,SF-C,1800,12,Egress1,10.0
98.0,sfc-ingress1egress1,Ingress1,7,7,SF-A,759,7,SF-B,1050,2,SF-C,900,6,Egress1,10.0
99.0,sfc-ingress1egress1,Ingress1,7,7,SF-A,752,7,SF-B,1050,2,SF-C,900,6,Egress1,10.0
100.0,sfc-ingress1egress1,Ingress1,6,6,SF-A,695,6,SF-B,900,2,SF-C,900,6,Egress1,10.0
101.0,sfc-ingress1egress1,Ingress1,6,6,SF-A,640,6,SF-B,900,2,SF-C,900,6,Egress1,10.0
102.0,sfc-ingress1egress1,Ingress1,7,7,SF-A,717,7,SF-B,1050,2,SF-C,900,6,Egress1,10.0
103.0,sfc-ingress1egress1,Ingress1,8,8,SF-A,806,8,SF-B,1200,2,SF-C,900,6,Egress1,10.0
104.0,sfc-ingress1egress1,Ingress1,8,8,SF-A,876,8,SF-B,1200,2,SF-C,900,6,Egress1,10.0
105.0,sfc-ingress1egress1,Ingress1,6,6,SF-A,614,6,SF-B,900,2,SF-C,900,6,Egress1,10.0
106.0,sfc-ingress1egress1,Ingress1,6,6,SF-A,654,6,SF-B,900,2,SF-C,900,6,Egress1,10.0
107.0,sfc-ingress1egress1,Ingress1,11,11,SF-A,1165,11,SF-B,1650,3,SF-C,1350,9,Egress1,10.0
108.0,sfc-ingress1egress1,Ingress1,6,6,SF-A,616,6,SF-B,900,2,SF-C,900,6,Egress1,10.0
109.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,515,5,SF-B,750,1,SF-C,450,3,Egress1,10.0
110.0,sfc-ingress1egress1,Ingress1,13,13,SF-A,1340,13,SF-B,1950,4,SF-C,1800,12,Egress1,10.0
111.0,sfc-ingress1egress1,Ingress1,6,6,SF-A,685,6,SF-B,900,2,SF-C,900,6,Egress1,10.0
112.0,sfc-ingress1egress1,Ingress1,10,10,SF-A,1033,10,SF-B,1500,3,SF-C,1350,9,Egress1,10.0
113.0,sfc-ingress1egress1,Ingress1,13,13,SF-A,1321,13,SF-B,1950,4,SF-C,1800,12,Egress1,10.0
114.0,sfc-ingress1egress1,Ingress1,12,12,SF-A,1261,12,SF-B,1800,4,SF-C,1800,12,Egress1,10.0
115.0,sfc-ingress1egress1,Ingress1,11,11,SF-A,1194,11,SF-B,1650,3,SF-C,1350,9,Egress1,10.0
116.0,sfc-ingress1egress1,Ingress1,14,14,SF-A,1457,14,SF-B,2100,4,SF-C,1800,12,Egress1,10.0
117.0,sfc-ingress1egress1,Ingress1,6,6,SF-A,638,6,SF-B,900,2,SF-C,900,6,Egress1,10.0
118.0,sfc-ingress1egress1,Ingress1,8,8,SF-A,822,8,SF-B,1200,2,SF-C,900,6,Egress1,10.0
119.0,sfc-ingress1egress1,Ingress1,7,7,SF-A,723,7,SF-B,1050,2,SF-C,900,6,Egress1,10.0
120.0,sfc-ingress1egress1,Ingress1,9,9,SF-A,936,9,SF-B,1350,3,SF-C,1350,9,Egress1,10.0
121.0,sfc-ingress1egress1,Ingress1,12,12,SF-A,1267,12,SF-B,1800,4,SF-C,1800,12,Egress1,10.0
122.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,565,5,SF-B,750,1,SF-C,450,3,Egress1,10.0
123.0,sfc-ingress1egress1,Ingress1,7,7,SF-A,736,7,SF-B,1050,2,SF-C,900,6,Egress1,10.0
124.0,sfc-ingress1egress1,Ingress1,11,11,SF-A,1187,11,SF-B,1650,3,SF-C,1350,9,Egress1,10.0
125.0,sfc-ingress1egress1,Ingress1,10,10,SF-A,1061,10,SF-B,1500,3,SF-C,1350,9,Egress1,10.0
126.0,sfc-ingress1egress1,Ingress1,9,9,SF-A,951,9,SF-B,1350,3,SF-C,1350,9,Egress1,10.0
127.0,sfc-ingress1egress1,Ingress1,8,8,SF-A,822,8,SF-B,1200,2,SF-C,900,6,Egress1,10.0
128.0,sfc-ingress1egress1,Ingress1,8,8,SF-A,810,8,SF-B,1200,2,SF-C,900,6,Egress1,10.0
129.0,sfc-ingress1egress1,Ingress1,11,11,SF-A,1156,11,SF-B,1650,3,SF-C,1350,9,Egress1,10.0
130.0,sfc-ingress1egress1,Ingress1,13,13,SF-A,1376,13,SF-B,1950,4,SF-C,1800,12,Egress1,10.0
131.0,sfc-ingress1egress1,Ingress1,6,6,SF-A,693,6,SF-B,900,2,SF-C,900,6,Egress1,10.0
132.0,sfc-ingress1egress1,Ingress1,6,6,SF-A,691,6,SF-B,900,2,SF-C,900,6,Egress1,10.0
133.0,sfc-ingress1egress1,Ingress1,9,9,SF-A,997,9,SF-B,1350,3,SF-C,1350,9,Egress1,10.0
134.0,sfc-ingress1egress1,Ingress1,6,6,SF-A,665,6,SF-B,900,2,SF-C,900,6,Egress1,10.0
135.0,sfc-ingress1egress1,Ingress1,7,7,SF-A,774,7,SF-B,1050,2,SF-C,900,6,Egress1,10.0
136.0,sfc-ingress1egress1,Ingress1,10,10,SF-A,1050,10,SF-B,1500,3,SF-C,1350,9,Egress1,10.0
137.0,sfc-ingress1egress1,Ingress1,13,13,SF-A,1319,13,SF-B,1950,4,SF-C,1800,12,Egress1,10.0
138.0,sfc-ingress1egress1,Ingress1,6,6,SF-A,653,6,SF-B,900,2,SF-C,900,6,Egress1,10.0
139.0,sfc-ingress1egress1,Ingress1,12,12,SF-A,1284,12,SF-B,1800,4,SF-C,1800,12,Egress1,10.0
140.0,sfc-ingress1egress1,Ingress1,7,7,SF-A,770,7,SF-B,1050,2,SF-C,900,6,Egress1,10.0
141.0,sfc-ingress1egress1,Ingress1,7,7,SF-A,762,7,SF-B,1050,2,SF-C,900,6,Egress1,10.0
142.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,519,5,SF-B,750,1,SF-C,450,3,Egress1,10.0
143.0,sfc-ingress1egress1,Ingress1,11,11,SF-A,1123,11,SF-B,1650,3,SF-C,1350,9,Egress1,10.0
144.0,sfc-ingress1egress1,Ingress1,10,10,SF-A,1090,10,SF-B,1500,3,SF-C,1350,9,Egress1,10.0
145.0,sfc-ingress1egress1,Ingress1,7,7,SF-A,766,7,SF-B,1050,2,SF-C,900,6,Egress1,10.0
146.0,sfc-ingress1egress1,Ingress1,10,10,SF-A,1043,10,SF-B,1500,3,SF-C,1350,9,Egress1,10.0
147.0,sfc-ingress1egress1,Ingress1,10,10,SF-A,1058,10,SF-B,1500,3,SF-C,1350,9,Egress1,10.0
148.0,sfc-ingress1egress1,Ingress1,6,6,SF-A,696,6,SF-B,900,2,SF-C,900,6,Egress1,10.0
149.0,sfc-ingress1egress1,Ingress1,11,11,SF-A,1105,11,SF-B,1650,3,SF-C,1350,9,Egress1,10.0
150.0,sfc-ingress1egress1,Ingress1,11,11,SF-A,1115,11,SF-B,1650,3,SF-C,1350,9,Egress1,10.0
151.0,sfc-ingress1egress1,Ingress1,6,6,SF-A,607,6,SF-B,900,2,SF-C,900,6,Egress1,10.0
152.0,sfc-ingress1egress1,Ingress1,9,9,SF-A,916,9,SF-B,1350,3,SF-C,1350,9,Egress1,10.0
153.0,sfc-ingress1egress1,Ingress1,10,10,SF-A,1071,10,SF-B,1500,3,SF-C,1350,9,Egress1,10.0
154.0,sfc-ingress1egress1,Ingress1,10,10,SF-A,1067,10,SF-B,1500,3,SF-C,1350,9,Egress1,10.0
155.0,sfc-ingress1egress1,Ingress1,13,13,SF-A,1388,13,SF-B,1950,4,SF-C,1800,12,Egress1,10.0
156.0,sfc-ingress1egress1,Ingress1,8,8,SF-A,824,8,SF-B,1200,2,SF-C,900,6,Egress1,10.0
157.0,sfc-ingress1egress1,Ingress1,11,11,SF-A,1174,11,SF-B,1650,3,SF-C,1350,9,Egress1,10.0
158.0,sfc-ingress1egress1,Ingress1,8,8,SF-A,839,8,SF-B,1200,2,SF-C,900,6,Egress1,10.0
159.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,502,5,SF-B,750,1,SF-C,450,3,Egress1,10.0
160.0,sfc-ingress1egress1,Ingress1,8,8,SF-A,861,8,SF-B,1200,2,SF-C,900,6,Egress1,10.0
161.0,sfc-ingress1egress1,Ingress1,7,7,SF-A,753,7,SF-B,1050,2,SF-C,900,6,Egress1,10.0
162.0,sfc-ingress1egress1,Ingress1,12,12,SF-A,1267,12,SF-B,1800,4,SF-C,1800,12,Egress1,10.0
163.0,sfc-ingress1egress1,Ingress1,12,12,SF-A,1209,12,SF-B,1800,4,SF-C,1800,12,Egress1,10.0
164.0,sfc-ingress1egress1,Ingress1,7,7,SF-A,709,7,SF-B,1050,2,SF-C,900,6,Egress1,10.0
165.0,sfc-ingress1egress1,Ingress1,11,11,SF-A,1141,11,SF-B,1650,3,SF-C,1350,9,Egress1,10.0
166.0,sfc-ingress1egress1,Ingress1,10,10,SF-A,1016,10,SF-B,1500,3,SF-C,1350,9,Egress1,10.0
167.0,sfc-ingress1egress1,Ingress1,12,12,SF-A,1281,12,SF-B,1800,4,SF-C,1800,12,Egress1,10.0
168.0,sfc-ingress1egress1,Ingress1,8,8,SF-A,811,8,SF-B,1200,2,SF-C,900,6,Egress1,10.0
169.0,sfc-ingress1egress1,Ingress1,11,11,SF-A,1126,11,SF-B,1650,3,SF-C,1350,9,Egress1,10.0
170.0,sfc-ingress1egress1,Ingress1,13,13,SF-A,1302,13,SF-B,1950,4,SF-C,1800,12,Egress1,10.0
171.0,sfc-ingress1egress1,Ingress1,9,9,SF-A,976,9,SF-B,1350,3,SF-C,1350,9,Egress1,10.0
172.0,sfc-ingress1egress1,Ingress1,6,6,SF-A,657,6,SF-B,900,2,SF-C,900,6,Egress1,10.0
173.0,sfc-ingress1egress1,Ingress1,11,11,SF-A,1136,11,SF-B,1650,3,SF-C,1350,9,Egress1,10.0
174.0,sfc-ingress1egress1,Ingress1,14,14,SF-A,1480,14,SF-B,2100,4,SF-C,1800,12,Egress1,10.0
175.0,sfc-ingress1egress1,Ingress1,10,10,SF-A,1041,10,SF-B,1500,3,SF-C,1350,9,Egress1,10.0
176.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,570,5,SF-B,750,1,SF-C,450,3,Egress1,10.0
177.0,sfc-ingress1egress1,Ingress1,11,11,SF-A,1106,11,SF-B,1650,3,SF-C,1350,9,Egress1,10.0
178.0,sfc-ingress1egress1,Ingress1,10,10,SF-A,1046,10,SF-B,1500,3,SF-C,1350,9,Egress1,10.0
179.0,sfc-ingress1egress1,Ingress1,10,10,SF-A,1089,10,SF-B,1500,3,SF-C,1350,9,Egress1,10.0
180.0,sfc-ingress1egress1,Ingress1,8,8,SF-A,810,8,SF-B,1200,2,SF-C,900,6,Egress1,10.0
181.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,528,5,SF-B,750,1,SF-C,450,3,Egress1,10.0
182.0,sfc-ingress1egress1,Ingress1,8,8,SF-A,812,8,SF-B,1200,2,SF-C,900,6,Egress1,10.0
183.0,sfc-ingress1egress1,Ingress1,10,10,SF-A,1095,10,SF-B,1500,3,SF-C,1350,9,Egress1,10.0
184.0,sfc-ingress1egress1,Ingress1,9,9,SF-A,920,9,SF-B,1350,3,SF-C,1350,9,Egress1,10.0
185.0,sfc-ingress1egress1,Ingress1,13,13,SF-A,1339,13,SF-B,1950,4,SF-C,1800,12,Egress1,10.0
186.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,595,5,SF-B,750,1,SF-C,450,3,Egress1,10.0
187.0,sfc-ingress1egress1,Ingress1,10,10,SF-A,1045,10,SF-B,1500,3,SF-C,1350,9,Egress1,10.0
188.0,sfc-ingress1egress1,Ingress1,13,13,SF-A,1309,13,SF-B,1950,4,SF-C,1800,12,Egress1,10.0
189.0,sfc-ingress1egress1,Ingress1,7,7,SF-A,789,7,SF-B,1050,2,SF-C,900,6,Egress1,10.0
190.0,sfc-ingress1egress1,Ingress1,9,9,SF-A,993,9,SF-B,1350,3,SF-C,1350,9,Egress1,10.0
191.0,sfc-ingress1egress1,Ingress1,12,12,SF-A,1208,12,SF-B,1800,4,SF-C,1800,12,Egress1,10.0
192.0,sfc-ingress1egress1,Ingress1,9,9,SF-A,937,9,SF-B,1350,3,SF-C,1350,9,Egress1,10.0
193.0,sfc-ingress1egress1,Ingress1,13,13,SF-A,1340,13,SF-B,1950,4,SF-C,1800,12,Egress1,10.0
194.0,sfc-ingress1egress1,Ingress1,12,12,SF-A,1219,12,SF-B,1800,4,SF-C,1800,12,Egress1,10.0
195.0,sfc-ingress1egress1,Ingress1,6,6,SF-A,672,6,SF-B,900,2,SF-C,900,6,Egress1,10.0
196.0,sfc-ingress1egress1,Ingress1,7,7,SF-A,733,7,SF-B,1050,2,SF-C,900,6,Egress1,10.0
197.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,552,5,SF-B,750,1,SF-C,450,3,Egress1,10.0
198.0,sfc-ingress1egress1,Ingress1,14,14,SF-A,1408,14,SF-B,2100,4,SF-C,1800,12,Egress1,10.0
199.0,sfc-ingress1egress1,Ingress1,9,9,SF-A,971,9,SF-B,1350,3,SF-C,1350,9,Egress1,10.0
200.0,sfc-ingress1egress1,Ingress1,7,7,SF-A,743,7,SF-B,1050,2,SF-C,900,6,Egress1,10.0
201.0,sfc-ingress1egress1,Ingress1,10,10,SF-A,1079,10,SF-B,1500,3,SF-C,1350,9,Egress1,10.0
202.0,sfc-ingress1egress1,Ingress1,7,7,SF-A,700,7,SF-B,1050,2,SF-C,900,6,Egress1,10.0
203.0,sfc-ingress1egress1,Ingress1,11,11,SF-A,1182,11,SF-B,1650,3,SF-C,1350,9,Egress1,10.0
204.0,sfc-ingress1egress1,Ingress1,6,6,SF-A,660,6,SF-B,900,2,SF-C,900,6,Egress1,10.0
205.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,521,5,SF-B,750,1,SF-C,450,3,Egress1,10.0
206.0,sfc-ingress1egress1,Ingress1,10,10,SF-A,1075,10,SF-B,1500,3,SF-C,1350,9,Egress1,10.0
207.0,sfc-ingress1egress1,Ingress1,11,11,SF-A,1171,11,SF-B,1650,3,SF-C,1350,9,Egress1,10.0
208.0,sfc-ingress1egress1,Ingress1,9,9,SF-A,979,9,SF-B,1350,3,SF-C,1350,9,Egress1,10.0
209.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,500,5,SF-B,750,1,SF-C,450,3,Egress1,10.0
210.0,sfc-ingress1egress1,Ingress1,9,9,SF-A,915,9,SF-B,1350,3,SF-C,1350,9,Egress1,10.0
211.0,sfc-ingress1egress1,Ingress1,7,7,SF-A,770,7,SF-B,1050,2,SF-C,900,6,Egress1,10.0
212.0,sfc-ingress1egress1,Ingress1,12,12,SF-A,1236,12,SF-B,1800,4,SF-C,1800,12,Egress1,10.0
213.0,sfc-ingress1egress1,Ingress1,14,14,SF-A,1429,14,SF-B,2100,4,SF-C,1800,12,Egress1,10.0
214.0,sfc-ingress1egress1,Ingress1,11,11,SF-A,1189,11,SF-B,1650,3,SF-C,1350,9,Egress1,10.0
215.0,sfc-ingress1egress1,Ingress1,8,8,SF-A,863,8,SF-B,1200,2,SF-C,900,6,Egress1,10.0
