atime(s), chainName, IngressNode, packetToIngress(0), WorkloadOnIngress(0), LinkToMe, SFName1, Packet_To_Me1(MB), MyWorkload1(MI), LinkToEgress, EgressNode, Packet_To_Egress2(MB), WorkloadOnEgress(0)
21.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,9,923,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,9,0
22.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,9,902,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,9,0
23.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,10,1093,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,10,0
24.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,9,994,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,9,0
25.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,12,1229,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,12,0
26.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,12,1215,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,12,0
27.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,13,1309,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,13,0
28.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,13,1301,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,13,0
29.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,9,905,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,9,0
30.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,12,1208,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,12,0
31.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,12,1239,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,12,0
32.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,8,889,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,8,0
33.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,10,1049,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,10,0
34.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,10,1078,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,10,0
35.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,12,1223,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,12,0
36.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,10,1046,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,10,0
37.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,12,1235,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,12,0
38.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,11,1176,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,11,0
39.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,10,1082,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,10,0
40.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,12,1218,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,12,0
41.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,10,1012,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,10,0
42.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,10,1032,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,10,0
43.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,11,1138,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,11,0
44.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,10,1093,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,10,0
45.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,9,914,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,9,0
46.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,10,1076,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,10,0
47.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,10,1076,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,10,0
48.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,9,920,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,9,0
49.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,9,915,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,9,0
50.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,12,1240,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,12,0
51.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,12,1276,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,12,0
52.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,10,1060,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,10,0
53.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,8,885,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,8,0
54.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,9,957,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,9,0
55.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,9,945,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,9,0
56.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,11,1184,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,11,0
57.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,12,1250,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,12,0
58.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,11,1153,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,11,0
59.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,11,1172,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,11,0
60.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,13,1310,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,13,0
61.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,9,943,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,9,0
62.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,11,1108,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,11,0
63.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,9,976,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,9,0
64.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,11,1144,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,11,0
65.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,11,1195,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,11,0
66.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,9,959,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,9,0
67.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,12,1258,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,12,0
68.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,10,1015,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,10,0
69.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,9,973,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,9,0
70.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,12,1222,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,12,0
71.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,10,1089,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,10,0
72.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,9,999,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,9,0
73.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,12,1281,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,12,0
74.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,12,1225,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,12,0
75.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,13,1311,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,13,0
76.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,11,1178,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,11,0
77.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,11,1108,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,11,0
78.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,11,1170,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,11,0
79.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,10,1039,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,10,0
80.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,11,1180,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,11,0
81.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,10,1013,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,10,0
82.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,9,901,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,9,0
83.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,11,1167,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,11,0
84.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,11,1182,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,11,0
85.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,12,1280,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,12,0
86.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,10,1085,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,10,0
87.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,12,1274,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,12,0
88.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,9,967,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,9,0
89.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,10,1049,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,10,0
90.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,10,1040,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,10,0
91.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,10,1075,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,10,0
92.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,10,1004,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,10,0
93.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,8,899,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,8,0
94.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,9,932,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,9,0
95.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,10,1065,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,10,0
96.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,12,1254,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,12,0
97.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,11,1178,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,11,0
98.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,11,1173,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,11,0
99.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,10,1071,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,10,0
100.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,9,981,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,9,0
101.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,9,985,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,9,0
102.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,11,1111,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,11,0
103.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,12,1278,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,12,0
104.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,10,1053,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,10,0
105.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,11,1179,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,11,0
106.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,11,1186,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,11,0
107.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,9,989,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,9,0
108.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,12,1219,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,12,0
109.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,9,911,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,9,0
110.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,8,887,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,8,0
111.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,9,977,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,9,0
112.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,12,1201,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,12,0
113.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,11,1101,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,11,0
114.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,9,969,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,9,0
115.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-A,sfc-ingress11egress11_psfc1SF-A,9,927,sfc-ingress11egress11_psfc1SF-A-Egress11,Egress11,9,0
