atime(s), chainName, IngressNode, packetToIngress(0), WorkloadOnIngress(0), LinkToMe, SFName1, Packet_To_Me1(MB), MyWorkload1(MI), LinkToEgress, EgressNode, Packet_To_Egress2(MB), WorkloadOnEgress(0)
14.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,13,1376,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,13,0
15.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,15,1507,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,15,0
16.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,14,1469,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,14,0
17.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,14,1464,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,14,0
18.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,12,1296,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,12,0
19.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,13,1386,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,13,0
20.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,15,1562,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,15,0
21.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,12,1220,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,12,0
22.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,14,1424,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,14,0
23.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,12,1298,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,12,0
24.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,14,1434,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,14,0
25.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,13,1310,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,13,0
26.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,12,1213,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,12,0
27.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,12,1220,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,12,0
28.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,14,1484,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,14,0
29.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,13,1375,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,13,0
30.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,16,1662,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,16,0
31.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,17,1755,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,17,0
32.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,16,1608,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,16,0
33.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,16,1685,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,16,0
34.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,13,1355,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,13,0
35.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,12,1270,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,12,0
36.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,16,1699,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,16,0
37.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,15,1530,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,15,0
38.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,14,1438,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,14,0
39.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,16,1649,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,16,0
40.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,14,1482,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,14,0
41.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,14,1469,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,14,0
42.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,12,1252,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,12,0
43.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,13,1376,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,13,0
44.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,16,1649,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,16,0
45.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,16,1681,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,16,0
46.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,12,1215,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,12,0
47.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,14,1419,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,14,0
48.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,16,1674,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,16,0
49.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,12,1286,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,12,0
50.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,17,1719,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,17,0
51.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,13,1351,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,13,0
52.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,12,1238,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,12,0
53.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,15,1596,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,15,0
54.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,12,1254,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,12,0
55.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,14,1460,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,14,0
56.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,17,1715,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,17,0
57.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,15,1550,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,15,0
58.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,16,1618,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,16,0
59.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,14,1468,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,14,0
60.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,13,1332,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,13,0
61.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,12,1296,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,12,0
62.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,17,1702,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,17,0
63.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,14,1406,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,14,0
64.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,17,1723,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,17,0
65.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,16,1696,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,16,0
66.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,16,1633,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,16,0
67.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,12,1281,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,12,0
68.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,14,1424,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,14,0
69.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,13,1306,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,13,0
70.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,17,1780,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,17,0
71.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,15,1509,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,15,0
72.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,15,1595,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,15,0
73.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,17,1797,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,17,0
74.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,15,1524,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,15,0
75.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,17,1743,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,17,0
76.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,14,1469,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,14,0
77.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,16,1618,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,16,0
78.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,16,1639,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,16,0
79.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,13,1353,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,13,0
80.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,17,1743,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,17,0
81.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,12,1205,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,12,0
82.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,14,1427,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,14,0
83.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,16,1681,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,16,0
84.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,12,1225,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,12,0
85.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,17,1702,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,17,0
86.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,15,1542,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,15,0
87.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,15,1543,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,15,0
88.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,15,1514,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,15,0
89.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,14,1472,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,14,0
90.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,13,1392,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,13,0
91.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,17,1744,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,17,0
92.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,13,1365,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,13,0
93.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,12,1254,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,12,0
94.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,13,1385,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,13,0
95.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,15,1569,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,15,0
96.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,12,1278,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,12,0
97.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,14,1451,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,14,0
98.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,13,1371,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,13,0
99.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,14,1425,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,14,0
100.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,16,1666,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,16,0
101.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,14,1422,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,14,0
102.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,16,1685,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,16,0
103.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,13,1317,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,13,0
104.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,12,1273,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,12,0
105.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,13,1342,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,13,0
106.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,12,1259,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,12,0
107.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,15,1553,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,15,0
108.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,12,1222,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,12,0
109.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,14,1412,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,14,0
110.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,12,1291,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,12,0
111.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,15,1540,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,15,0
112.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,17,1794,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,17,0
113.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,16,1664,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,16,0
114.0,sfc-ingress25egress25_psfc1,Ingress25,0,0,Ingress25-sfc-ingress25egress25_psfc1SF-A,sfc-ingress25egress25_psfc1SF-A,15,1542,sfc-ingress25egress25_psfc1SF-A-Egress25,Egress25,15,0
