time(s),target_sfc,Ingress,InitialRequestSize,Transmission1(MB),VM1,cloudlet.1(MI),Transmission2(MB),VM2,cloudlet.2(MI),Transmission3(MB),VM3,cloudlet.3(MI),Transmission4(MB),Egress,latency_demand(s)
19.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,413,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
20.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,524,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
21.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,497,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
22.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,468,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
23.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,400,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
24.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,440,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
25.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,403,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
26.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,492,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
27.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,590,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
28.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,461,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
29.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,540,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
30.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,556,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
31.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,529,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
32.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,523,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
33.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,499,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
34.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,455,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
35.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,512,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
36.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,478,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
37.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,499,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
38.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,408,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
39.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,529,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
40.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,575,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
41.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,400,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
42.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,578,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
43.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,520,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
44.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,517,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
45.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,553,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
46.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,521,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
47.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,502,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
48.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,491,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
49.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,406,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
50.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,431,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
51.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,595,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
52.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,477,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
53.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,459,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
54.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,480,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
55.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,475,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
56.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,566,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
57.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,560,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
58.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,509,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
59.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,449,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
60.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,575,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
61.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,403,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
62.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,532,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
63.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,592,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
64.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,401,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
65.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,460,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
66.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,593,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
67.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,421,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
68.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,501,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
69.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,460,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
70.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,532,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
71.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,481,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
72.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,454,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
73.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,444,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
74.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,492,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
75.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,433,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
76.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,537,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
77.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,429,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
78.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,459,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
79.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,451,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
80.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,504,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
81.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,476,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
82.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,505,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
83.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,472,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
84.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,453,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
85.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,533,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
86.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,465,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
87.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,430,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
88.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,579,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
89.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,420,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
90.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,558,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
91.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,413,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
92.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,520,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
93.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,540,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
94.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,504,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
95.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,490,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
96.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,522,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
97.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,427,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
98.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,454,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
99.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,524,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
100.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,538,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
101.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,478,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
102.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,572,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
103.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,568,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
104.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,406,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
105.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,416,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
106.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,547,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
107.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,487,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
108.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,471,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
109.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,565,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
110.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,434,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
111.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,581,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
112.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,429,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
113.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,411,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
114.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,475,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
115.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,503,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
116.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,419,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
117.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,432,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
118.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,460,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
119.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,559,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
120.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,484,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
121.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,506,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
122.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,548,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
123.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,451,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
124.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,474,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
125.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,448,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
126.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,527,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
127.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,521,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
128.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,570,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
129.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,455,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
130.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,464,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
131.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,552,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
132.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,569,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
133.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,537,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
134.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,523,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
135.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,474,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
136.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,489,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
137.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,527,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
138.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,462,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
139.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,522,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
140.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,586,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
141.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,449,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
142.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,436,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
143.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,461,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
144.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,419,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
145.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,554,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
146.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,485,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
147.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,493,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
148.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,535,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
149.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,413,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
150.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,486,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
151.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,445,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
152.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,484,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
153.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,414,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
154.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,537,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
155.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,489,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
156.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,534,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
157.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,454,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
158.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,404,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
159.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,583,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
160.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,487,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
161.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,511,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
162.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,488,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
163.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,507,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
164.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,573,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
165.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,441,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
166.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,478,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
167.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,518,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
168.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,553,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
169.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,462,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
170.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,568,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
171.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,561,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
172.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,522,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
173.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,472,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
174.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,582,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
175.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,408,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
176.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,407,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
177.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,549,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
178.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,568,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
179.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,443,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
180.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,442,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
181.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,415,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
182.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,402,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
183.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,425,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
184.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,561,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
185.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,555,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
186.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,541,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
187.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,431,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
188.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,586,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
189.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,463,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
190.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,551,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
191.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,561,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
192.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,483,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
193.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,558,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
194.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,504,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
195.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,489,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
196.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,483,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
197.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,501,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
198.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,551,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
199.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,425,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
200.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,467,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
201.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,496,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
202.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,481,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
203.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,424,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
204.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,519,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
205.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,596,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
206.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,432,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
207.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,449,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
208.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,463,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
209.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,557,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
210.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,564,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
211.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,578,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
212.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,467,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
213.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,410,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
214.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,508,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
215.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,448,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
216.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,518,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
217.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,596,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
218.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,516,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
219.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,566,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
220.0,sfc-ingress1egress1,Ingress1,5,5,SF-A,585,5,SF-B,750,3,SF-C,450,4,Egress1,10.0
221.0,sfc-ingress1egress1,Ingress1,4,4,SF-A,411,4,SF-B,600,3,SF-C,450,4,Egress1,10.0
