time(s),target_sfc,Ingress,InitialRequestSize,Transmission1(MB),VM1,cloudlet.1(MI),Transmission2(MB),VM2,cloudlet.2(MI),Transmission3(MB),Egress,latency_demand(s)
89.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1908,9,SF-C,1350,12,Egress52,1000.0
90.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2123,10,SF-C,1500,13,Egress52,1000.0
91.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1691,8,SF-C,1200,10,Egress52,1000.0
92.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,1974,9,SF-C,1350,12,Egress52,1000.0
93.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1894,9,SF-C,1350,12,Egress52,1000.0
94.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2108,10,SF-C,1500,13,Egress52,1000.0
95.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,1967,9,SF-C,1350,12,Egress52,1000.0
96.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2232,11,SF-C,1650,14,Egress52,1000.0
97.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2327,11,SF-C,1650,14,Egress52,1000.0
98.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1863,9,SF-C,1350,12,Egress52,1000.0
99.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2270,11,SF-C,1650,14,Egress52,1000.0
100.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2074,10,SF-C,1500,13,Egress52,1000.0
101.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2151,10,SF-C,1500,13,Egress52,1000.0
102.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1867,9,SF-C,1350,12,Egress52,1000.0
103.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1709,8,SF-C,1200,10,Egress52,1000.0
104.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2262,11,SF-C,1650,14,Egress52,1000.0
105.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2187,10,SF-C,1500,13,Egress52,1000.0
106.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1881,9,SF-C,1350,12,Egress52,1000.0
107.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1638,8,SF-C,1200,10,Egress52,1000.0
108.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2236,11,SF-C,1650,14,Egress52,1000.0
109.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1641,8,SF-C,1200,10,Egress52,1000.0
110.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1588,7,SF-C,1050,9,Egress52,1000.0
111.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1911,9,SF-C,1350,12,Egress52,1000.0
112.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1750,8,SF-C,1200,10,Egress52,1000.0
113.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1841,9,SF-C,1350,12,Egress52,1000.0
114.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1629,8,SF-C,1200,10,Egress52,1000.0
115.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2283,11,SF-C,1650,14,Egress52,1000.0
116.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1734,8,SF-C,1200,10,Egress52,1000.0
117.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1613,8,SF-C,1200,10,Egress52,1000.0
118.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2125,10,SF-C,1500,13,Egress52,1000.0
119.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1927,9,SF-C,1350,12,Egress52,1000.0
120.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,1989,9,SF-C,1350,12,Egress52,1000.0
121.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1902,9,SF-C,1350,12,Egress52,1000.0
122.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2183,10,SF-C,1500,13,Egress52,1000.0
123.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,1959,9,SF-C,1350,12,Egress52,1000.0
124.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1617,8,SF-C,1200,10,Egress52,1000.0
125.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1592,7,SF-C,1050,9,Egress52,1000.0
126.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1651,8,SF-C,1200,10,Egress52,1000.0
127.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2077,10,SF-C,1500,13,Egress52,1000.0
128.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2057,10,SF-C,1500,13,Egress52,1000.0
129.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,1975,9,SF-C,1350,12,Egress52,1000.0
130.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2128,10,SF-C,1500,13,Egress52,1000.0
131.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2092,10,SF-C,1500,13,Egress52,1000.0
132.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1753,8,SF-C,1200,10,Egress52,1000.0
133.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1677,8,SF-C,1200,10,Egress52,1000.0
134.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2008,10,SF-C,1500,13,Egress52,1000.0
135.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1764,8,SF-C,1200,10,Egress52,1000.0
136.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1884,9,SF-C,1350,12,Egress52,1000.0
137.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1722,8,SF-C,1200,10,Egress52,1000.0
138.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1876,9,SF-C,1350,12,Egress52,1000.0
139.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1690,8,SF-C,1200,10,Egress52,1000.0
140.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1708,8,SF-C,1200,10,Egress52,1000.0
141.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,1955,9,SF-C,1350,12,Egress52,1000.0
142.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1588,7,SF-C,1050,9,Egress52,1000.0
143.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2198,10,SF-C,1500,13,Egress52,1000.0
144.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1605,8,SF-C,1200,10,Egress52,1000.0
145.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,1995,9,SF-C,1350,12,Egress52,1000.0
146.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1844,9,SF-C,1350,12,Egress52,1000.0
147.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2185,10,SF-C,1500,13,Egress52,1000.0
148.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1855,9,SF-C,1350,12,Egress52,1000.0
149.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2255,11,SF-C,1650,14,Egress52,1000.0
150.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2145,10,SF-C,1500,13,Egress52,1000.0
151.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2000,10,SF-C,1500,13,Egress52,1000.0
152.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2149,10,SF-C,1500,13,Egress52,1000.0
153.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2256,11,SF-C,1650,14,Egress52,1000.0
154.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1563,7,SF-C,1050,9,Egress52,1000.0
155.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,1970,9,SF-C,1350,12,Egress52,1000.0
156.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1858,9,SF-C,1350,12,Egress52,1000.0
157.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2111,10,SF-C,1500,13,Egress52,1000.0
158.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1919,9,SF-C,1350,12,Egress52,1000.0
159.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1901,9,SF-C,1350,12,Egress52,1000.0
160.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2275,11,SF-C,1650,14,Egress52,1000.0
161.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2125,10,SF-C,1500,13,Egress52,1000.0
162.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2148,10,SF-C,1500,13,Egress52,1000.0
163.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2249,11,SF-C,1650,14,Egress52,1000.0
164.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1592,7,SF-C,1050,9,Egress52,1000.0
165.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1720,8,SF-C,1200,10,Egress52,1000.0
166.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,1978,9,SF-C,1350,12,Egress52,1000.0
167.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1579,7,SF-C,1050,9,Egress52,1000.0
168.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1798,8,SF-C,1200,10,Egress52,1000.0
169.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2026,10,SF-C,1500,13,Egress52,1000.0
170.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2316,11,SF-C,1650,14,Egress52,1000.0
171.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1915,9,SF-C,1350,12,Egress52,1000.0
172.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2307,11,SF-C,1650,14,Egress52,1000.0
173.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1867,9,SF-C,1350,12,Egress52,1000.0
174.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1740,8,SF-C,1200,10,Egress52,1000.0
175.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2273,11,SF-C,1650,14,Egress52,1000.0
176.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1590,7,SF-C,1050,9,Egress52,1000.0
177.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1582,7,SF-C,1050,9,Egress52,1000.0
178.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2200,11,SF-C,1650,14,Egress52,1000.0
179.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1688,8,SF-C,1200,10,Egress52,1000.0
180.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1711,8,SF-C,1200,10,Egress52,1000.0
181.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,1963,9,SF-C,1350,12,Egress52,1000.0
182.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2327,11,SF-C,1650,14,Egress52,1000.0
183.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2173,10,SF-C,1500,13,Egress52,1000.0
184.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2081,10,SF-C,1500,13,Egress52,1000.0
185.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1761,8,SF-C,1200,10,Egress52,1000.0
186.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2226,11,SF-C,1650,14,Egress52,1000.0
187.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2049,10,SF-C,1500,13,Egress52,1000.0
188.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2129,10,SF-C,1500,13,Egress52,1000.0
189.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1827,9,SF-C,1350,12,Egress52,1000.0
190.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,1999,9,SF-C,1350,12,Egress52,1000.0
191.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2250,11,SF-C,1650,14,Egress52,1000.0
192.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1733,8,SF-C,1200,10,Egress52,1000.0
193.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1619,8,SF-C,1200,10,Egress52,1000.0
194.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2140,10,SF-C,1500,13,Egress52,1000.0
195.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1712,8,SF-C,1200,10,Egress52,1000.0
196.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1668,8,SF-C,1200,10,Egress52,1000.0
197.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2105,10,SF-C,1500,13,Egress52,1000.0
198.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1570,7,SF-C,1050,9,Egress52,1000.0
199.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1862,9,SF-C,1350,12,Egress52,1000.0
200.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1687,8,SF-C,1200,10,Egress52,1000.0
201.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1687,8,SF-C,1200,10,Egress52,1000.0
202.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1820,9,SF-C,1350,12,Egress52,1000.0
203.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2097,10,SF-C,1500,13,Egress52,1000.0
204.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2291,11,SF-C,1650,14,Egress52,1000.0
205.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,1973,9,SF-C,1350,12,Egress52,1000.0
206.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1844,9,SF-C,1350,12,Egress52,1000.0
207.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1742,8,SF-C,1200,10,Egress52,1000.0
208.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2193,10,SF-C,1500,13,Egress52,1000.0
209.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1948,9,SF-C,1350,12,Egress52,1000.0
210.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1755,8,SF-C,1200,10,Egress52,1000.0
211.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1895,9,SF-C,1350,12,Egress52,1000.0
212.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1594,7,SF-C,1050,9,Egress52,1000.0
213.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1810,9,SF-C,1350,12,Egress52,1000.0
214.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2337,11,SF-C,1650,14,Egress52,1000.0
215.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2287,11,SF-C,1650,14,Egress52,1000.0
216.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1600,8,SF-C,1200,10,Egress52,1000.0
217.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2169,10,SF-C,1500,13,Egress52,1000.0
218.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1847,9,SF-C,1350,12,Egress52,1000.0
219.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1624,8,SF-C,1200,10,Egress52,1000.0
220.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2321,11,SF-C,1650,14,Egress52,1000.0
221.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1643,8,SF-C,1200,10,Egress52,1000.0
222.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2208,11,SF-C,1650,14,Egress52,1000.0
223.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1872,9,SF-C,1350,12,Egress52,1000.0
224.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2081,10,SF-C,1500,13,Egress52,1000.0
225.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2059,10,SF-C,1500,13,Egress52,1000.0
226.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1929,9,SF-C,1350,12,Egress52,1000.0
227.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2044,10,SF-C,1500,13,Egress52,1000.0
228.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1624,8,SF-C,1200,10,Egress52,1000.0
229.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1563,7,SF-C,1050,9,Egress52,1000.0
230.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1896,9,SF-C,1350,12,Egress52,1000.0
231.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1633,8,SF-C,1200,10,Egress52,1000.0
232.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2008,10,SF-C,1500,13,Egress52,1000.0
233.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2196,10,SF-C,1500,13,Egress52,1000.0
234.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2015,10,SF-C,1500,13,Egress52,1000.0
235.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2312,11,SF-C,1650,14,Egress52,1000.0
236.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,1972,9,SF-C,1350,12,Egress52,1000.0
237.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,1965,9,SF-C,1350,12,Egress52,1000.0
238.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1776,8,SF-C,1200,10,Egress52,1000.0
239.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2038,10,SF-C,1500,13,Egress52,1000.0
240.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1617,8,SF-C,1200,10,Egress52,1000.0
241.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1695,8,SF-C,1200,10,Egress52,1000.0
242.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1904,9,SF-C,1350,12,Egress52,1000.0
243.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,1966,9,SF-C,1350,12,Egress52,1000.0
244.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1739,8,SF-C,1200,10,Egress52,1000.0
245.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2031,10,SF-C,1500,13,Egress52,1000.0
