time(s),target_sfc,Ingress,InitialRequestSize,Transmission1(MB),VM1,cloudlet.1(MI),Transmission2(MB),VM2,cloudlet.2(MI),Transmission3(MB),Egress,latency_demand(s)
37.0,chain20,Ingress20,10,10,SF-C,1611,7,SF-D,700,14,Egress20,1000.0
38.0,chain20,Ingress20,12,12,SF-C,1884,8,SF-D,800,16,Egress20,1000.0
39.0,chain20,Ingress20,9,9,SF-C,1483,6,SF-D,600,12,Egress20,1000.0
40.0,chain20,Ingress20,12,12,SF-C,1845,8,SF-D,800,16,Egress20,1000.0
41.0,chain20,Ingress20,9,9,SF-C,1404,6,SF-D,600,12,Egress20,1000.0
42.0,chain20,Ingress20,13,13,SF-C,1964,8,SF-D,800,16,Egress20,1000.0
43.0,chain20,Ingress20,10,10,SF-C,1529,6,SF-D,600,12,Egress20,1000.0
44.0,chain20,Ingress20,10,10,SF-C,1569,6,SF-D,600,12,Egress20,1000.0
45.0,chain20,Ingress20,10,10,SF-C,1589,7,SF-D,700,14,Egress20,1000.0
46.0,chain20,Ingress20,10,10,SF-C,1610,7,SF-D,700,14,Egress20,1000.0
47.0,chain20,Ingress20,10,10,SF-C,1501,6,SF-D,600,12,Egress20,1000.0
48.0,chain20,Ingress20,9,9,SF-C,1385,6,SF-D,600,12,Egress20,1000.0
49.0,chain20,Ingress20,10,10,SF-C,1606,7,SF-D,700,14,Egress20,1000.0
50.0,chain20,Ingress20,11,11,SF-C,1795,7,SF-D,700,14,Egress20,1000.0
51.0,chain20,Ingress20,9,9,SF-C,1483,6,SF-D,600,12,Egress20,1000.0
52.0,chain20,Ingress20,8,8,SF-C,1338,5,SF-D,500,10,Egress20,1000.0
53.0,chain20,Ingress20,10,10,SF-C,1504,6,SF-D,600,12,Egress20,1000.0
54.0,chain20,Ingress20,10,10,SF-C,1623,7,SF-D,700,14,Egress20,1000.0
55.0,chain20,Ingress20,10,10,SF-C,1619,7,SF-D,700,14,Egress20,1000.0
56.0,chain20,Ingress20,9,9,SF-C,1486,6,SF-D,600,12,Egress20,1000.0
57.0,chain20,Ingress20,11,11,SF-C,1755,7,SF-D,700,14,Egress20,1000.0
58.0,chain20,Ingress20,10,10,SF-C,1543,6,SF-D,600,12,Egress20,1000.0
59.0,chain20,Ingress20,10,10,SF-C,1549,6,SF-D,600,12,Egress20,1000.0
60.0,chain20,Ingress20,12,12,SF-C,1882,8,SF-D,800,16,Egress20,1000.0
61.0,chain20,Ingress20,9,9,SF-C,1480,6,SF-D,600,12,Egress20,1000.0
62.0,chain20,Ingress20,9,9,SF-C,1399,6,SF-D,600,12,Egress20,1000.0
63.0,chain20,Ingress20,13,13,SF-C,1961,8,SF-D,800,16,Egress20,1000.0
64.0,chain20,Ingress20,12,12,SF-C,1850,8,SF-D,800,16,Egress20,1000.0
65.0,chain20,Ingress20,9,9,SF-C,1422,6,SF-D,600,12,Egress20,1000.0
66.0,chain20,Ingress20,9,9,SF-C,1355,6,SF-D,600,12,Egress20,1000.0
67.0,chain20,Ingress20,10,10,SF-C,1566,6,SF-D,600,12,Egress20,1000.0
68.0,chain20,Ingress20,10,10,SF-C,1591,7,SF-D,700,14,Egress20,1000.0
69.0,chain20,Ingress20,10,10,SF-C,1570,6,SF-D,600,12,Egress20,1000.0
70.0,chain20,Ingress20,9,9,SF-C,1427,6,SF-D,600,12,Egress20,1000.0
71.0,chain20,Ingress20,9,9,SF-C,1360,6,SF-D,600,12,Egress20,1000.0
72.0,chain20,Ingress20,10,10,SF-C,1583,7,SF-D,700,14,Egress20,1000.0
73.0,chain20,Ingress20,12,12,SF-C,1922,8,SF-D,800,16,Egress20,1000.0
74.0,chain20,Ingress20,12,12,SF-C,1818,8,SF-D,800,16,Egress20,1000.0
75.0,chain20,Ingress20,11,11,SF-C,1657,7,SF-D,700,14,Egress20,1000.0
76.0,chain20,Ingress20,12,12,SF-C,1844,8,SF-D,800,16,Egress20,1000.0
77.0,chain20,Ingress20,12,12,SF-C,1854,8,SF-D,800,16,Egress20,1000.0
78.0,chain20,Ingress20,9,9,SF-C,1479,6,SF-D,600,12,Egress20,1000.0
79.0,chain20,Ingress20,12,12,SF-C,1919,8,SF-D,800,16,Egress20,1000.0
80.0,chain20,Ingress20,10,10,SF-C,1525,6,SF-D,600,12,Egress20,1000.0
81.0,chain20,Ingress20,12,12,SF-C,1892,8,SF-D,800,16,Egress20,1000.0
82.0,chain20,Ingress20,9,9,SF-C,1495,6,SF-D,600,12,Egress20,1000.0
83.0,chain20,Ingress20,9,9,SF-C,1468,6,SF-D,600,12,Egress20,1000.0
84.0,chain20,Ingress20,12,12,SF-C,1902,8,SF-D,800,16,Egress20,1000.0
85.0,chain20,Ingress20,9,9,SF-C,1418,6,SF-D,600,12,Egress20,1000.0
86.0,chain20,Ingress20,12,12,SF-C,1901,8,SF-D,800,16,Egress20,1000.0
87.0,chain20,Ingress20,9,9,SF-C,1422,6,SF-D,600,12,Egress20,1000.0
88.0,chain20,Ingress20,10,10,SF-C,1604,7,SF-D,700,14,Egress20,1000.0
89.0,chain20,Ingress20,11,11,SF-C,1723,7,SF-D,700,14,Egress20,1000.0
90.0,chain20,Ingress20,12,12,SF-C,1842,8,SF-D,800,16,Egress20,1000.0
91.0,chain20,Ingress20,12,12,SF-C,1827,8,SF-D,800,16,Egress20,1000.0
92.0,chain20,Ingress20,9,9,SF-C,1379,6,SF-D,600,12,Egress20,1000.0
93.0,chain20,Ingress20,9,9,SF-C,1409,6,SF-D,600,12,Egress20,1000.0
94.0,chain20,Ingress20,10,10,SF-C,1588,7,SF-D,700,14,Egress20,1000.0
95.0,chain20,Ingress20,10,10,SF-C,1568,6,SF-D,600,12,Egress20,1000.0
96.0,chain20,Ingress20,8,8,SF-C,1338,5,SF-D,500,10,Egress20,1000.0
97.0,chain20,Ingress20,8,8,SF-C,1335,5,SF-D,500,10,Egress20,1000.0
98.0,chain20,Ingress20,12,12,SF-C,1821,8,SF-D,800,16,Egress20,1000.0
99.0,chain20,Ingress20,12,12,SF-C,1886,8,SF-D,800,16,Egress20,1000.0
100.0,chain20,Ingress20,9,9,SF-C,1389,6,SF-D,600,12,Egress20,1000.0
101.0,chain20,Ingress20,9,9,SF-C,1412,6,SF-D,600,12,Egress20,1000.0
102.0,chain20,Ingress20,9,9,SF-C,1352,6,SF-D,600,12,Egress20,1000.0
103.0,chain20,Ingress20,9,9,SF-C,1468,6,SF-D,600,12,Egress20,1000.0
104.0,chain20,Ingress20,12,12,SF-C,1847,8,SF-D,800,16,Egress20,1000.0
105.0,chain20,Ingress20,11,11,SF-C,1793,7,SF-D,700,14,Egress20,1000.0
106.0,chain20,Ingress20,13,13,SF-C,1966,8,SF-D,800,16,Egress20,1000.0
107.0,chain20,Ingress20,9,9,SF-C,1356,6,SF-D,600,12,Egress20,1000.0
108.0,chain20,Ingress20,10,10,SF-C,1574,6,SF-D,600,12,Egress20,1000.0
109.0,chain20,Ingress20,12,12,SF-C,1938,8,SF-D,800,16,Egress20,1000.0
110.0,chain20,Ingress20,12,12,SF-C,1819,8,SF-D,800,16,Egress20,1000.0
111.0,chain20,Ingress20,10,10,SF-C,1569,6,SF-D,600,12,Egress20,1000.0
112.0,chain20,Ingress20,11,11,SF-C,1673,7,SF-D,700,14,Egress20,1000.0
113.0,chain20,Ingress20,12,12,SF-C,1912,8,SF-D,800,16,Egress20,1000.0
114.0,chain20,Ingress20,12,12,SF-C,1920,8,SF-D,800,16,Egress20,1000.0
115.0,chain20,Ingress20,9,9,SF-C,1489,6,SF-D,600,12,Egress20,1000.0
116.0,chain20,Ingress20,11,11,SF-C,1754,7,SF-D,700,14,Egress20,1000.0
117.0,chain20,Ingress20,12,12,SF-C,1832,8,SF-D,800,16,Egress20,1000.0
118.0,chain20,Ingress20,12,12,SF-C,1926,8,SF-D,800,16,Egress20,1000.0
119.0,chain20,Ingress20,9,9,SF-C,1381,6,SF-D,600,12,Egress20,1000.0
120.0,chain20,Ingress20,9,9,SF-C,1362,6,SF-D,600,12,Egress20,1000.0
121.0,chain20,Ingress20,10,10,SF-C,1632,7,SF-D,700,14,Egress20,1000.0
122.0,chain20,Ingress20,12,12,SF-C,1901,8,SF-D,800,16,Egress20,1000.0
123.0,chain20,Ingress20,11,11,SF-C,1745,7,SF-D,700,14,Egress20,1000.0
124.0,chain20,Ingress20,11,11,SF-C,1792,7,SF-D,700,14,Egress20,1000.0
125.0,chain20,Ingress20,12,12,SF-C,1886,8,SF-D,800,16,Egress20,1000.0
126.0,chain20,Ingress20,12,12,SF-C,1832,8,SF-D,800,16,Egress20,1000.0
127.0,chain20,Ingress20,11,11,SF-C,1737,7,SF-D,700,14,Egress20,1000.0
128.0,chain20,Ingress20,11,11,SF-C,1660,7,SF-D,700,14,Egress20,1000.0
129.0,chain20,Ingress20,11,11,SF-C,1679,7,SF-D,700,14,Egress20,1000.0
130.0,chain20,Ingress20,12,12,SF-C,1921,8,SF-D,800,16,Egress20,1000.0
131.0,chain20,Ingress20,9,9,SF-C,1416,6,SF-D,600,12,Egress20,1000.0
132.0,chain20,Ingress20,9,9,SF-C,1403,6,SF-D,600,12,Egress20,1000.0
133.0,chain20,Ingress20,10,10,SF-C,1602,7,SF-D,700,14,Egress20,1000.0
134.0,chain20,Ingress20,9,9,SF-C,1481,6,SF-D,600,12,Egress20,1000.0
135.0,chain20,Ingress20,9,9,SF-C,1433,6,SF-D,600,12,Egress20,1000.0
136.0,chain20,Ingress20,10,10,SF-C,1622,7,SF-D,700,14,Egress20,1000.0
137.0,chain20,Ingress20,11,11,SF-C,1765,7,SF-D,700,14,Egress20,1000.0
138.0,chain20,Ingress20,11,11,SF-C,1653,7,SF-D,700,14,Egress20,1000.0
139.0,chain20,Ingress20,10,10,SF-C,1590,7,SF-D,700,14,Egress20,1000.0
140.0,chain20,Ingress20,11,11,SF-C,1737,7,SF-D,700,14,Egress20,1000.0
141.0,chain20,Ingress20,11,11,SF-C,1674,7,SF-D,700,14,Egress20,1000.0
142.0,chain20,Ingress20,10,10,SF-C,1512,6,SF-D,600,12,Egress20,1000.0
143.0,chain20,Ingress20,12,12,SF-C,1917,8,SF-D,800,16,Egress20,1000.0
144.0,chain20,Ingress20,8,8,SF-C,1334,5,SF-D,500,10,Egress20,1000.0
145.0,chain20,Ingress20,11,11,SF-C,1729,7,SF-D,700,14,Egress20,1000.0
146.0,chain20,Ingress20,10,10,SF-C,1578,7,SF-D,700,14,Egress20,1000.0
147.0,chain20,Ingress20,12,12,SF-C,1881,8,SF-D,800,16,Egress20,1000.0
148.0,chain20,Ingress20,12,12,SF-C,1929,8,SF-D,800,16,Egress20,1000.0
149.0,chain20,Ingress20,10,10,SF-C,1591,7,SF-D,700,14,Egress20,1000.0
150.0,chain20,Ingress20,11,11,SF-C,1781,7,SF-D,700,14,Egress20,1000.0
151.0,chain20,Ingress20,12,12,SF-C,1844,8,SF-D,800,16,Egress20,1000.0
152.0,chain20,Ingress20,11,11,SF-C,1723,7,SF-D,700,14,Egress20,1000.0
153.0,chain20,Ingress20,10,10,SF-C,1643,7,SF-D,700,14,Egress20,1000.0
154.0,chain20,Ingress20,13,13,SF-C,1973,8,SF-D,800,16,Egress20,1000.0
155.0,chain20,Ingress20,9,9,SF-C,1357,6,SF-D,600,12,Egress20,1000.0
156.0,chain20,Ingress20,12,12,SF-C,1919,8,SF-D,800,16,Egress20,1000.0
157.0,chain20,Ingress20,9,9,SF-C,1353,6,SF-D,600,12,Egress20,1000.0
158.0,chain20,Ingress20,12,12,SF-C,1877,8,SF-D,800,16,Egress20,1000.0
159.0,chain20,Ingress20,9,9,SF-C,1422,6,SF-D,600,12,Egress20,1000.0
160.0,chain20,Ingress20,9,9,SF-C,1412,6,SF-D,600,12,Egress20,1000.0
161.0,chain20,Ingress20,9,9,SF-C,1445,6,SF-D,600,12,Egress20,1000.0
162.0,chain20,Ingress20,10,10,SF-C,1535,6,SF-D,600,12,Egress20,1000.0
163.0,chain20,Ingress20,10,10,SF-C,1598,7,SF-D,700,14,Egress20,1000.0
164.0,chain20,Ingress20,8,8,SF-C,1349,5,SF-D,500,10,Egress20,1000.0
165.0,chain20,Ingress20,11,11,SF-C,1677,7,SF-D,700,14,Egress20,1000.0
166.0,chain20,Ingress20,11,11,SF-C,1700,7,SF-D,700,14,Egress20,1000.0
167.0,chain20,Ingress20,11,11,SF-C,1708,7,SF-D,700,14,Egress20,1000.0
168.0,chain20,Ingress20,12,12,SF-C,1813,8,SF-D,800,16,Egress20,1000.0
169.0,chain20,Ingress20,9,9,SF-C,1421,6,SF-D,600,12,Egress20,1000.0
170.0,chain20,Ingress20,10,10,SF-C,1541,6,SF-D,600,12,Egress20,1000.0
171.0,chain20,Ingress20,12,12,SF-C,1818,8,SF-D,800,16,Egress20,1000.0
172.0,chain20,Ingress20,11,11,SF-C,1778,7,SF-D,700,14,Egress20,1000.0
173.0,chain20,Ingress20,10,10,SF-C,1533,6,SF-D,600,12,Egress20,1000.0
174.0,chain20,Ingress20,10,10,SF-C,1522,6,SF-D,600,12,Egress20,1000.0
175.0,chain20,Ingress20,12,12,SF-C,1871,8,SF-D,800,16,Egress20,1000.0
176.0,chain20,Ingress20,10,10,SF-C,1505,6,SF-D,600,12,Egress20,1000.0
177.0,chain20,Ingress20,9,9,SF-C,1491,6,SF-D,600,12,Egress20,1000.0
178.0,chain20,Ingress20,12,12,SF-C,1882,8,SF-D,800,16,Egress20,1000.0
179.0,chain20,Ingress20,12,12,SF-C,1814,8,SF-D,800,16,Egress20,1000.0
180.0,chain20,Ingress20,11,11,SF-C,1735,7,SF-D,700,14,Egress20,1000.0
181.0,chain20,Ingress20,12,12,SF-C,1926,8,SF-D,800,16,Egress20,1000.0
182.0,chain20,Ingress20,11,11,SF-C,1751,7,SF-D,700,14,Egress20,1000.0
183.0,chain20,Ingress20,9,9,SF-C,1369,6,SF-D,600,12,Egress20,1000.0
184.0,chain20,Ingress20,8,8,SF-C,1333,5,SF-D,500,10,Egress20,1000.0
185.0,chain20,Ingress20,12,12,SF-C,1864,8,SF-D,800,16,Egress20,1000.0
186.0,chain20,Ingress20,12,12,SF-C,1814,8,SF-D,800,16,Egress20,1000.0
187.0,chain20,Ingress20,13,13,SF-C,1972,8,SF-D,800,16,Egress20,1000.0
188.0,chain20,Ingress20,9,9,SF-C,1390,6,SF-D,600,12,Egress20,1000.0
189.0,chain20,Ingress20,11,11,SF-C,1797,7,SF-D,700,14,Egress20,1000.0
190.0,chain20,Ingress20,12,12,SF-C,1936,8,SF-D,800,16,Egress20,1000.0
191.0,chain20,Ingress20,9,9,SF-C,1370,6,SF-D,600,12,Egress20,1000.0
192.0,chain20,Ingress20,8,8,SF-C,1334,5,SF-D,500,10,Egress20,1000.0
193.0,chain20,Ingress20,10,10,SF-C,1573,6,SF-D,600,12,Egress20,1000.0
194.0,chain20,Ingress20,12,12,SF-C,1901,8,SF-D,800,16,Egress20,1000.0
195.0,chain20,Ingress20,9,9,SF-C,1427,6,SF-D,600,12,Egress20,1000.0
196.0,chain20,Ingress20,8,8,SF-C,1343,5,SF-D,500,10,Egress20,1000.0
197.0,chain20,Ingress20,11,11,SF-C,1704,7,SF-D,700,14,Egress20,1000.0
198.0,chain20,Ingress20,9,9,SF-C,1463,6,SF-D,600,12,Egress20,1000.0
199.0,chain20,Ingress20,12,12,SF-C,1946,8,SF-D,800,16,Egress20,1000.0
200.0,chain20,Ingress20,12,12,SF-C,1944,8,SF-D,800,16,Egress20,1000.0
201.0,chain20,Ingress20,12,12,SF-C,1913,8,SF-D,800,16,Egress20,1000.0
202.0,chain20,Ingress20,13,13,SF-C,1963,8,SF-D,800,16,Egress20,1000.0
203.0,chain20,Ingress20,11,11,SF-C,1734,7,SF-D,700,14,Egress20,1000.0
204.0,chain20,Ingress20,12,12,SF-C,1916,8,SF-D,800,16,Egress20,1000.0
205.0,chain20,Ingress20,12,12,SF-C,1819,8,SF-D,800,16,Egress20,1000.0
206.0,chain20,Ingress20,12,12,SF-C,1813,8,SF-D,800,16,Egress20,1000.0
207.0,chain20,Ingress20,11,11,SF-C,1733,7,SF-D,700,14,Egress20,1000.0
208.0,chain20,Ingress20,11,11,SF-C,1653,7,SF-D,700,14,Egress20,1000.0
209.0,chain20,Ingress20,11,11,SF-C,1675,7,SF-D,700,14,Egress20,1000.0
210.0,chain20,Ingress20,12,12,SF-C,1821,8,SF-D,800,16,Egress20,1000.0
211.0,chain20,Ingress20,12,12,SF-C,1942,8,SF-D,800,16,Egress20,1000.0
212.0,chain20,Ingress20,9,9,SF-C,1465,6,SF-D,600,12,Egress20,1000.0
213.0,chain20,Ingress20,10,10,SF-C,1636,7,SF-D,700,14,Egress20,1000.0
214.0,chain20,Ingress20,9,9,SF-C,1422,6,SF-D,600,12,Egress20,1000.0
215.0,chain20,Ingress20,12,12,SF-C,1895,8,SF-D,800,16,Egress20,1000.0
216.0,chain20,Ingress20,12,12,SF-C,1814,8,SF-D,800,16,Egress20,1000.0
217.0,chain20,Ingress20,12,12,SF-C,1809,8,SF-D,800,16,Egress20,1000.0
218.0,chain20,Ingress20,11,11,SF-C,1731,7,SF-D,700,14,Egress20,1000.0
219.0,chain20,Ingress20,9,9,SF-C,1456,6,SF-D,600,12,Egress20,1000.0
220.0,chain20,Ingress20,9,9,SF-C,1491,6,SF-D,600,12,Egress20,1000.0
221.0,chain20,Ingress20,13,13,SF-C,1959,8,SF-D,800,16,Egress20,1000.0
222.0,chain20,Ingress20,11,11,SF-C,1769,7,SF-D,700,14,Egress20,1000.0
223.0,chain20,Ingress20,12,12,SF-C,1889,8,SF-D,800,16,Egress20,1000.0
224.0,chain20,Ingress20,9,9,SF-C,1428,6,SF-D,600,12,Egress20,1000.0
225.0,chain20,Ingress20,11,11,SF-C,1774,7,SF-D,700,14,Egress20,1000.0
226.0,chain20,Ingress20,10,10,SF-C,1630,7,SF-D,700,14,Egress20,1000.0
227.0,chain20,Ingress20,13,13,SF-C,1962,8,SF-D,800,16,Egress20,1000.0
228.0,chain20,Ingress20,9,9,SF-C,1418,6,SF-D,600,12,Egress20,1000.0
229.0,chain20,Ingress20,9,9,SF-C,1429,6,SF-D,600,12,Egress20,1000.0
230.0,chain20,Ingress20,12,12,SF-C,1862,8,SF-D,800,16,Egress20,1000.0
231.0,chain20,Ingress20,12,12,SF-C,1883,8,SF-D,800,16,Egress20,1000.0
232.0,chain20,Ingress20,11,11,SF-C,1758,7,SF-D,700,14,Egress20,1000.0
233.0,chain20,Ingress20,11,11,SF-C,1741,7,SF-D,700,14,Egress20,1000.0
234.0,chain20,Ingress20,10,10,SF-C,1616,7,SF-D,700,14,Egress20,1000.0
235.0,chain20,Ingress20,9,9,SF-C,1381,6,SF-D,600,12,Egress20,1000.0
236.0,chain20,Ingress20,9,9,SF-C,1422,6,SF-D,600,12,Egress20,1000.0
237.0,chain20,Ingress20,10,10,SF-C,1549,6,SF-D,600,12,Egress20,1000.0
238.0,chain20,Ingress20,10,10,SF-C,1533,6,SF-D,600,12,Egress20,1000.0
239.0,chain20,Ingress20,9,9,SF-C,1480,6,SF-D,600,12,Egress20,1000.0
240.0,chain20,Ingress20,10,10,SF-C,1553,6,SF-D,600,12,Egress20,1000.0
241.0,chain20,Ingress20,10,10,SF-C,1582,7,SF-D,700,14,Egress20,1000.0
242.0,chain20,Ingress20,9,9,SF-C,1415,6,SF-D,600,12,Egress20,1000.0
243.0,chain20,Ingress20,12,12,SF-C,1851,8,SF-D,800,16,Egress20,1000.0
244.0,chain20,Ingress20,9,9,SF-C,1490,6,SF-D,600,12,Egress20,1000.0
245.0,chain20,Ingress20,11,11,SF-C,1768,7,SF-D,700,14,Egress20,1000.0
246.0,chain20,Ingress20,11,11,SF-C,1712,7,SF-D,700,14,Egress20,1000.0
247.0,chain20,Ingress20,8,8,SF-C,1338,5,SF-D,500,10,Egress20,1000.0
248.0,chain20,Ingress20,11,11,SF-C,1738,7,SF-D,700,14,Egress20,1000.0
249.0,chain20,Ingress20,9,9,SF-C,1379,6,SF-D,600,12,Egress20,1000.0
250.0,chain20,Ingress20,10,10,SF-C,1605,7,SF-D,700,14,Egress20,1000.0
251.0,chain20,Ingress20,9,9,SF-C,1458,6,SF-D,600,12,Egress20,1000.0
252.0,chain20,Ingress20,9,9,SF-C,1495,6,SF-D,600,12,Egress20,1000.0
253.0,chain20,Ingress20,13,13,SF-C,1973,8,SF-D,800,16,Egress20,1000.0
254.0,chain20,Ingress20,13,13,SF-C,1976,8,SF-D,800,16,Egress20,1000.0
255.0,chain20,Ingress20,12,12,SF-C,1870,8,SF-D,800,16,Egress20,1000.0
256.0,chain20,Ingress20,10,10,SF-C,1642,7,SF-D,700,14,Egress20,1000.0
257.0,chain20,Ingress20,11,11,SF-C,1785,7,SF-D,700,14,Egress20,1000.0
258.0,chain20,Ingress20,9,9,SF-C,1391,6,SF-D,600,12,Egress20,1000.0
259.0,chain20,Ingress20,12,12,SF-C,1851,8,SF-D,800,16,Egress20,1000.0
260.0,chain20,Ingress20,9,9,SF-C,1462,6,SF-D,600,12,Egress20,1000.0
261.0,chain20,Ingress20,9,9,SF-C,1382,6,SF-D,600,12,Egress20,1000.0
262.0,chain20,Ingress20,11,11,SF-C,1730,7,SF-D,700,14,Egress20,1000.0
263.0,chain20,Ingress20,10,10,SF-C,1553,6,SF-D,600,12,Egress20,1000.0
264.0,chain20,Ingress20,9,9,SF-C,1471,6,SF-D,600,12,Egress20,1000.0
265.0,chain20,Ingress20,11,11,SF-C,1796,7,SF-D,700,14,Egress20,1000.0
266.0,chain20,Ingress20,10,10,SF-C,1607,7,SF-D,700,14,Egress20,1000.0
267.0,chain20,Ingress20,10,10,SF-C,1516,6,SF-D,600,12,Egress20,1000.0
268.0,chain20,Ingress20,10,10,SF-C,1577,7,SF-D,700,14,Egress20,1000.0
269.0,chain20,Ingress20,12,12,SF-C,1936,8,SF-D,800,16,Egress20,1000.0
270.0,chain20,Ingress20,11,11,SF-C,1793,7,SF-D,700,14,Egress20,1000.0
271.0,chain20,Ingress20,12,12,SF-C,1934,8,SF-D,800,16,Egress20,1000.0
272.0,chain20,Ingress20,10,10,SF-C,1629,7,SF-D,700,14,Egress20,1000.0
273.0,chain20,Ingress20,12,12,SF-C,1898,8,SF-D,800,16,Egress20,1000.0
274.0,chain20,Ingress20,13,13,SF-C,1967,8,SF-D,800,16,Egress20,1000.0
275.0,chain20,Ingress20,10,10,SF-C,1641,7,SF-D,700,14,Egress20,1000.0
276.0,chain20,Ingress20,11,11,SF-C,1739,7,SF-D,700,14,Egress20,1000.0
277.0,chain20,Ingress20,9,9,SF-C,1386,6,SF-D,600,12,Egress20,1000.0
278.0,chain20,Ingress20,11,11,SF-C,1796,7,SF-D,700,14,Egress20,1000.0
279.0,chain20,Ingress20,9,9,SF-C,1438,6,SF-D,600,12,Egress20,1000.0
280.0,chain20,Ingress20,10,10,SF-C,1638,7,SF-D,700,14,Egress20,1000.0
281.0,chain20,Ingress20,9,9,SF-C,1392,6,SF-D,600,12,Egress20,1000.0
282.0,chain20,Ingress20,10,10,SF-C,1596,7,SF-D,700,14,Egress20,1000.0
283.0,chain20,Ingress20,9,9,SF-C,1394,6,SF-D,600,12,Egress20,1000.0
284.0,chain20,Ingress20,11,11,SF-C,1653,7,SF-D,700,14,Egress20,1000.0
285.0,chain20,Ingress20,9,9,SF-C,1379,6,SF-D,600,12,Egress20,1000.0
286.0,chain20,Ingress20,12,12,SF-C,1888,8,SF-D,800,16,Egress20,1000.0
287.0,chain20,Ingress20,11,11,SF-C,1674,7,SF-D,700,14,Egress20,1000.0
288.0,chain20,Ingress20,8,8,SF-C,1347,5,SF-D,500,10,Egress20,1000.0
289.0,chain20,Ingress20,12,12,SF-C,1927,8,SF-D,800,16,Egress20,1000.0
290.0,chain20,Ingress20,11,11,SF-C,1657,7,SF-D,700,14,Egress20,1000.0
291.0,chain20,Ingress20,11,11,SF-C,1793,7,SF-D,700,14,Egress20,1000.0
292.0,chain20,Ingress20,9,9,SF-C,1461,6,SF-D,600,12,Egress20,1000.0
