atime(s), chainName, IngressNode, packetToIngress(0), WorkloadOnIngress(0), LinkToMe, SFName1, Packet_To_Me1(MB), MyWorkload1(MI), LinkToEgress, EgressNode, Packet_To_Egress2(MB), WorkloadOnEgress(0)
15.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,11,1111,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,11,0
16.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,14,1443,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,14,0
17.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,13,1394,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,13,0
18.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,14,1491,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,14,0
19.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,12,1296,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,12,0
20.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,11,1171,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,11,0
21.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,12,1223,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,12,0
22.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,11,1128,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,11,0
23.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,14,1465,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,14,0
24.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,14,1436,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,14,0
25.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,12,1272,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,12,0
26.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,12,1200,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,12,0
27.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,11,1115,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,11,0
28.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,12,1203,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,12,0
29.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,13,1382,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,13,0
30.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,15,1551,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,15,0
31.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,11,1178,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,11,0
32.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,11,1146,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,11,0
33.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,11,1166,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,11,0
34.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,11,1155,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,11,0
35.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,10,1088,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,10,0
36.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,15,1502,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,15,0
37.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,12,1250,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,12,0
38.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,11,1117,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,11,0
39.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,12,1251,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,12,0
40.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,13,1357,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,13,0
41.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,10,1096,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,10,0
42.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,14,1436,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,14,0
43.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,15,1551,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,15,0
44.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,13,1314,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,13,0
45.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,15,1531,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,15,0
46.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,12,1265,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,12,0
47.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,15,1548,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,15,0
48.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,11,1109,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,11,0
49.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,14,1492,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,14,0
50.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,14,1468,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,14,0
51.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,14,1449,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,14,0
52.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,14,1458,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,14,0
53.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,11,1170,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,11,0
54.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,12,1214,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,12,0
55.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,13,1391,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,13,0
56.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,15,1559,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,15,0
57.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,11,1175,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,11,0
58.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,13,1372,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,13,0
59.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,12,1218,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,12,0
60.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,14,1436,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,14,0
61.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,12,1284,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,12,0
62.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,13,1319,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,13,0
63.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,12,1215,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,12,0
64.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,13,1349,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,13,0
65.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,13,1376,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,13,0
66.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,12,1253,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,12,0
67.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,15,1528,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,15,0
68.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,12,1237,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,12,0
69.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,15,1510,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,15,0
70.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,13,1385,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,13,0
71.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,10,1083,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,10,0
72.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,11,1192,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,11,0
73.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,12,1294,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,12,0
74.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,11,1106,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,11,0
75.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,10,1061,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,10,0
76.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,12,1287,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,12,0
77.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,10,1061,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,10,0
78.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,14,1441,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,14,0
79.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,15,1523,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,15,0
80.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,14,1443,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,14,0
81.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,13,1343,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,13,0
82.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,13,1386,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,13,0
83.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,12,1297,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,12,0
84.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,14,1441,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,14,0
85.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,12,1283,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,12,0
86.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,12,1216,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,12,0
87.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,14,1448,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,14,0
88.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,14,1415,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,14,0
89.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,10,1053,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,10,0
90.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,14,1433,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,14,0
91.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,14,1436,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,14,0
92.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,11,1104,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,11,0
93.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,14,1456,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,14,0
94.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,14,1468,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,14,0
95.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,11,1192,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,11,0
96.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,11,1134,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,11,0
97.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,13,1352,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,13,0
98.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,14,1416,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,14,0
99.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,11,1168,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,11,0
100.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,10,1044,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,10,0
101.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,13,1317,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,13,0
102.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,11,1112,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,11,0
103.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,12,1224,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,12,0
104.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,12,1225,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,12,0
105.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,14,1403,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,14,0
106.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,13,1384,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,13,0
107.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,13,1370,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,13,0
108.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,10,1075,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,10,0
109.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,12,1208,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,12,0
110.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,14,1494,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,14,0
111.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,10,1047,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,10,0
112.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,14,1422,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,14,0
113.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,14,1458,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,14,0
114.0,sfc-ingress35egress35_psfc1,Ingress35,0,0,Ingress35-sfc-ingress35egress35_psfc1SF-A,sfc-ingress35egress35_psfc1SF-A,11,1167,sfc-ingress35egress35_psfc1SF-A-Egress35,Egress35,11,0
