atime(s), chainName, IngressNode, packetToIngress(0), WorkloadOnIngress(0), LinkToMe, SFName1, Packet_To_Me1(MB), MyWorkload1(MI), LinkToEgress, EgressNode, Packet_To_Egress2(MB), WorkloadOnEgress(0)
10.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,10,1015,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,10,0
11.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,9,912,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,9,0
12.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,10,1091,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,10,0
13.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,10,1011,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,10,0
14.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,9,987,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,9,0
15.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,11,1159,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,11,0
16.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,8,887,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,8,0
17.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,9,987,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,9,0
18.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,8,816,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,8,0
19.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,11,1117,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,11,0
20.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,11,1160,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,11,0
21.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,8,802,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,8,0
22.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,8,877,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,8,0
23.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,10,1048,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,10,0
24.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,8,832,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,8,0
25.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,10,1023,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,10,0
26.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,9,983,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,9,0
27.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,9,932,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,9,0
28.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,8,836,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,8,0
29.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,8,815,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,8,0
30.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,8,881,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,8,0
31.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,11,1141,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,11,0
32.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,8,824,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,8,0
33.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,8,841,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,8,0
34.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,9,981,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,9,0
35.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,9,966,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,9,0
36.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,9,971,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,9,0
37.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,8,849,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,8,0
38.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,11,1194,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,11,0
39.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,11,1112,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,11,0
40.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,10,1054,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,10,0
41.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,9,932,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,9,0
42.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,10,1040,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,10,0
43.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,11,1129,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,11,0
44.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,8,836,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,8,0
45.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,9,988,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,9,0
46.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,9,902,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,9,0
47.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,11,1100,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,11,0
48.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,10,1096,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,10,0
49.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,9,928,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,9,0
50.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,8,834,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,8,0
51.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,9,952,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,9,0
52.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,11,1106,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,11,0
53.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,9,903,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,9,0
54.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,9,991,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,9,0
55.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,8,840,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,8,0
56.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,10,1013,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,10,0
57.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,10,1023,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,10,0
58.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,11,1114,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,11,0
59.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,10,1093,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,10,0
60.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,9,980,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,9,0
61.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,8,861,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,8,0
62.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,11,1173,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,11,0
63.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,10,1005,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,10,0
64.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,9,919,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,9,0
65.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,11,1191,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,11,0
66.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,9,909,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,9,0
67.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,8,899,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,8,0
68.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,9,998,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,9,0
69.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,10,1023,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,10,0
70.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,11,1188,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,11,0
71.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,11,1156,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,11,0
72.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,10,1088,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,10,0
73.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,10,1026,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,10,0
74.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,8,877,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,8,0
75.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,11,1167,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,11,0
76.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,8,871,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,8,0
77.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,10,1097,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,10,0
78.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,10,1022,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,10,0
79.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,8,849,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,8,0
80.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,10,1027,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,10,0
81.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,8,861,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,8,0
82.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,10,1045,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,10,0
83.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,8,865,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,8,0
84.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,11,1128,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,11,0
85.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,8,894,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,8,0
86.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,11,1190,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,11,0
87.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,9,997,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,9,0
88.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,11,1184,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,11,0
89.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,8,867,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,8,0
90.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,8,849,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,8,0
91.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,10,1066,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,10,0
92.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,11,1163,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,11,0
93.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,9,978,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,9,0
94.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,8,816,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,8,0
95.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,10,1092,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,10,0
96.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,9,906,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,9,0
97.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,9,900,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,9,0
98.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,8,819,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,8,0
99.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,11,1154,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,11,0
100.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,8,848,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,8,0
101.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,9,923,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,9,0
102.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,11,1185,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,11,0
103.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,9,911,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,9,0
104.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,10,1070,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,10,0
105.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,8,844,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,8,0
106.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,11,1178,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,11,0
107.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,10,1010,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,10,0
108.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,10,1005,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,10,0
109.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,11,1145,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,11,0
110.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,10,1060,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,10,0
111.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,8,876,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,8,0
112.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,9,993,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,9,0
113.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,8,861,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,8,0
114.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,8,863,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,8,0
115.0,sfc-ingress2egress2_psfc1,Ingress2,0,0,Ingress2-sfc-ingress2egress2_psfc1SF-A,sfc-ingress2egress2_psfc1SF-A,10,1008,sfc-ingress2egress2_psfc1SF-A-Egress2,Egress2,10,0
