time(s),target_sfc,Ingress,InitialRequestSize,Transmission1(MB),VM1,cloudlet.1(MI),Transmission2(MB),VM2,cloudlet.2(MI),Transmission3(MB),VM3,cloudlet.3(MI),Transmission4(MB),Egress,latency_demand(s)
31.0,sfc-ingress37egress37,Ingress37,12,12,SF-A,1242,12,SF-B,1800,9,SF-C,1350,12,Egress37,1000.0
32.0,sfc-ingress37egress37,Ingress37,12,12,SF-A,1244,12,SF-B,1800,9,SF-C,1350,12,Egress37,1000.0
33.0,sfc-ingress37egress37,Ingress37,11,11,SF-A,1182,11,SF-B,1650,8,SF-C,1200,10,Egress37,1000.0
34.0,sfc-ingress37egress37,Ingress37,9,9,SF-A,994,9,SF-B,1350,6,SF-C,900,8,Egress37,1000.0
35.0,sfc-ingress37egress37,Ingress37,11,11,SF-A,1164,11,SF-B,1650,8,SF-C,1200,10,Egress37,1000.0
36.0,sfc-ingress37egress37,Ingress37,12,12,SF-A,1293,12,SF-B,1800,9,SF-C,1350,12,Egress37,1000.0
37.0,sfc-ingress37egress37,Ingress37,13,13,SF-A,1333,13,SF-B,1950,9,SF-C,1350,12,Egress37,1000.0
38.0,sfc-ingress37egress37,Ingress37,9,9,SF-A,979,9,SF-B,1350,6,SF-C,900,8,Egress37,1000.0
39.0,sfc-ingress37egress37,Ingress37,11,11,SF-A,1139,11,SF-B,1650,8,SF-C,1200,10,Egress37,1000.0
40.0,sfc-ingress37egress37,Ingress37,12,12,SF-A,1205,12,SF-B,1800,9,SF-C,1350,12,Egress37,1000.0
41.0,sfc-ingress37egress37,Ingress37,14,14,SF-A,1411,14,SF-B,2100,10,SF-C,1500,13,Egress37,1000.0
42.0,sfc-ingress37egress37,Ingress37,14,14,SF-A,1416,14,SF-B,2100,10,SF-C,1500,13,Egress37,1000.0
43.0,sfc-ingress37egress37,Ingress37,9,9,SF-A,962,9,SF-B,1350,6,SF-C,900,8,Egress37,1000.0
44.0,sfc-ingress37egress37,Ingress37,10,10,SF-A,1022,10,SF-B,1500,7,SF-C,1050,9,Egress37,1000.0
45.0,sfc-ingress37egress37,Ingress37,12,12,SF-A,1234,12,SF-B,1800,9,SF-C,1350,12,Egress37,1000.0
46.0,sfc-ingress37egress37,Ingress37,13,13,SF-A,1382,13,SF-B,1950,9,SF-C,1350,12,Egress37,1000.0
47.0,sfc-ingress37egress37,Ingress37,13,13,SF-A,1335,13,SF-B,1950,9,SF-C,1350,12,Egress37,1000.0
48.0,sfc-ingress37egress37,Ingress37,13,13,SF-A,1329,13,SF-B,1950,9,SF-C,1350,12,Egress37,1000.0
49.0,sfc-ingress37egress37,Ingress37,9,9,SF-A,960,9,SF-B,1350,6,SF-C,900,8,Egress37,1000.0
50.0,sfc-ingress37egress37,Ingress37,14,14,SF-A,1400,14,SF-B,2100,10,SF-C,1500,13,Egress37,1000.0
51.0,sfc-ingress37egress37,Ingress37,14,14,SF-A,1426,14,SF-B,2100,10,SF-C,1500,13,Egress37,1000.0
52.0,sfc-ingress37egress37,Ingress37,12,12,SF-A,1266,12,SF-B,1800,9,SF-C,1350,12,Egress37,1000.0
53.0,sfc-ingress37egress37,Ingress37,10,10,SF-A,1064,10,SF-B,1500,7,SF-C,1050,9,Egress37,1000.0
54.0,sfc-ingress37egress37,Ingress37,10,10,SF-A,1060,10,SF-B,1500,7,SF-C,1050,9,Egress37,1000.0
55.0,sfc-ingress37egress37,Ingress37,10,10,SF-A,1078,10,SF-B,1500,7,SF-C,1050,9,Egress37,1000.0
56.0,sfc-ingress37egress37,Ingress37,13,13,SF-A,1300,13,SF-B,1950,9,SF-C,1350,12,Egress37,1000.0
57.0,sfc-ingress37egress37,Ingress37,10,10,SF-A,1084,10,SF-B,1500,7,SF-C,1050,9,Egress37,1000.0
58.0,sfc-ingress37egress37,Ingress37,13,13,SF-A,1395,13,SF-B,1950,9,SF-C,1350,12,Egress37,1000.0
59.0,sfc-ingress37egress37,Ingress37,10,10,SF-A,1028,10,SF-B,1500,7,SF-C,1050,9,Egress37,1000.0
60.0,sfc-ingress37egress37,Ingress37,14,14,SF-A,1439,14,SF-B,2100,10,SF-C,1500,13,Egress37,1000.0
61.0,sfc-ingress37egress37,Ingress37,13,13,SF-A,1356,13,SF-B,1950,9,SF-C,1350,12,Egress37,1000.0
62.0,sfc-ingress37egress37,Ingress37,12,12,SF-A,1274,12,SF-B,1800,9,SF-C,1350,12,Egress37,1000.0
63.0,sfc-ingress37egress37,Ingress37,9,9,SF-A,982,9,SF-B,1350,6,SF-C,900,8,Egress37,1000.0
64.0,sfc-ingress37egress37,Ingress37,10,10,SF-A,1096,10,SF-B,1500,7,SF-C,1050,9,Egress37,1000.0
65.0,sfc-ingress37egress37,Ingress37,10,10,SF-A,1064,10,SF-B,1500,7,SF-C,1050,9,Egress37,1000.0
66.0,sfc-ingress37egress37,Ingress37,11,11,SF-A,1175,11,SF-B,1650,8,SF-C,1200,10,Egress37,1000.0
67.0,sfc-ingress37egress37,Ingress37,12,12,SF-A,1294,12,SF-B,1800,9,SF-C,1350,12,Egress37,1000.0
68.0,sfc-ingress37egress37,Ingress37,14,14,SF-A,1403,14,SF-B,2100,10,SF-C,1500,13,Egress37,1000.0
69.0,sfc-ingress37egress37,Ingress37,10,10,SF-A,1092,10,SF-B,1500,7,SF-C,1050,9,Egress37,1000.0
70.0,sfc-ingress37egress37,Ingress37,9,9,SF-A,973,9,SF-B,1350,6,SF-C,900,8,Egress37,1000.0
71.0,sfc-ingress37egress37,Ingress37,9,9,SF-A,988,9,SF-B,1350,6,SF-C,900,8,Egress37,1000.0
72.0,sfc-ingress37egress37,Ingress37,12,12,SF-A,1265,12,SF-B,1800,9,SF-C,1350,12,Egress37,1000.0
73.0,sfc-ingress37egress37,Ingress37,12,12,SF-A,1260,12,SF-B,1800,9,SF-C,1350,12,Egress37,1000.0
74.0,sfc-ingress37egress37,Ingress37,12,12,SF-A,1260,12,SF-B,1800,9,SF-C,1350,12,Egress37,1000.0
75.0,sfc-ingress37egress37,Ingress37,11,11,SF-A,1198,11,SF-B,1650,8,SF-C,1200,10,Egress37,1000.0
76.0,sfc-ingress37egress37,Ingress37,12,12,SF-A,1232,12,SF-B,1800,9,SF-C,1350,12,Egress37,1000.0
77.0,sfc-ingress37egress37,Ingress37,13,13,SF-A,1387,13,SF-B,1950,9,SF-C,1350,12,Egress37,1000.0
78.0,sfc-ingress37egress37,Ingress37,13,13,SF-A,1361,13,SF-B,1950,9,SF-C,1350,12,Egress37,1000.0
79.0,sfc-ingress37egress37,Ingress37,12,12,SF-A,1244,12,SF-B,1800,9,SF-C,1350,12,Egress37,1000.0
80.0,sfc-ingress37egress37,Ingress37,10,10,SF-A,1084,10,SF-B,1500,7,SF-C,1050,9,Egress37,1000.0
81.0,sfc-ingress37egress37,Ingress37,11,11,SF-A,1102,11,SF-B,1650,8,SF-C,1200,10,Egress37,1000.0
82.0,sfc-ingress37egress37,Ingress37,12,12,SF-A,1281,12,SF-B,1800,9,SF-C,1350,12,Egress37,1000.0
83.0,sfc-ingress37egress37,Ingress37,11,11,SF-A,1168,11,SF-B,1650,8,SF-C,1200,10,Egress37,1000.0
84.0,sfc-ingress37egress37,Ingress37,13,13,SF-A,1344,13,SF-B,1950,9,SF-C,1350,12,Egress37,1000.0
85.0,sfc-ingress37egress37,Ingress37,10,10,SF-A,1014,10,SF-B,1500,7,SF-C,1050,9,Egress37,1000.0
86.0,sfc-ingress37egress37,Ingress37,12,12,SF-A,1228,12,SF-B,1800,9,SF-C,1350,12,Egress37,1000.0
87.0,sfc-ingress37egress37,Ingress37,10,10,SF-A,1015,10,SF-B,1500,7,SF-C,1050,9,Egress37,1000.0
88.0,sfc-ingress37egress37,Ingress37,10,10,SF-A,1033,10,SF-B,1500,7,SF-C,1050,9,Egress37,1000.0
89.0,sfc-ingress37egress37,Ingress37,12,12,SF-A,1214,12,SF-B,1800,9,SF-C,1350,12,Egress37,1000.0
90.0,sfc-ingress37egress37,Ingress37,9,9,SF-A,965,9,SF-B,1350,6,SF-C,900,8,Egress37,1000.0
91.0,sfc-ingress37egress37,Ingress37,13,13,SF-A,1340,13,SF-B,1950,9,SF-C,1350,12,Egress37,1000.0
92.0,sfc-ingress37egress37,Ingress37,12,12,SF-A,1289,12,SF-B,1800,9,SF-C,1350,12,Egress37,1000.0
93.0,sfc-ingress37egress37,Ingress37,10,10,SF-A,1015,10,SF-B,1500,7,SF-C,1050,9,Egress37,1000.0
94.0,sfc-ingress37egress37,Ingress37,11,11,SF-A,1198,11,SF-B,1650,8,SF-C,1200,10,Egress37,1000.0
95.0,sfc-ingress37egress37,Ingress37,13,13,SF-A,1387,13,SF-B,1950,9,SF-C,1350,12,Egress37,1000.0
96.0,sfc-ingress37egress37,Ingress37,11,11,SF-A,1184,11,SF-B,1650,8,SF-C,1200,10,Egress37,1000.0
97.0,sfc-ingress37egress37,Ingress37,11,11,SF-A,1133,11,SF-B,1650,8,SF-C,1200,10,Egress37,1000.0
98.0,sfc-ingress37egress37,Ingress37,12,12,SF-A,1234,12,SF-B,1800,9,SF-C,1350,12,Egress37,1000.0
99.0,sfc-ingress37egress37,Ingress37,12,12,SF-A,1275,12,SF-B,1800,9,SF-C,1350,12,Egress37,1000.0
100.0,sfc-ingress37egress37,Ingress37,11,11,SF-A,1192,11,SF-B,1650,8,SF-C,1200,10,Egress37,1000.0
101.0,sfc-ingress37egress37,Ingress37,10,10,SF-A,1028,10,SF-B,1500,7,SF-C,1050,9,Egress37,1000.0
102.0,sfc-ingress37egress37,Ingress37,11,11,SF-A,1114,11,SF-B,1650,8,SF-C,1200,10,Egress37,1000.0
103.0,sfc-ingress37egress37,Ingress37,13,13,SF-A,1324,13,SF-B,1950,9,SF-C,1350,12,Egress37,1000.0
104.0,sfc-ingress37egress37,Ingress37,12,12,SF-A,1215,12,SF-B,1800,9,SF-C,1350,12,Egress37,1000.0
105.0,sfc-ingress37egress37,Ingress37,13,13,SF-A,1318,13,SF-B,1950,9,SF-C,1350,12,Egress37,1000.0
106.0,sfc-ingress37egress37,Ingress37,13,13,SF-A,1338,13,SF-B,1950,9,SF-C,1350,12,Egress37,1000.0
107.0,sfc-ingress37egress37,Ingress37,11,11,SF-A,1178,11,SF-B,1650,8,SF-C,1200,10,Egress37,1000.0
108.0,sfc-ingress37egress37,Ingress37,11,11,SF-A,1140,11,SF-B,1650,8,SF-C,1200,10,Egress37,1000.0
109.0,sfc-ingress37egress37,Ingress37,10,10,SF-A,1071,10,SF-B,1500,7,SF-C,1050,9,Egress37,1000.0
110.0,sfc-ingress37egress37,Ingress37,14,14,SF-A,1431,14,SF-B,2100,10,SF-C,1500,13,Egress37,1000.0
111.0,sfc-ingress37egress37,Ingress37,10,10,SF-A,1073,10,SF-B,1500,7,SF-C,1050,9,Egress37,1000.0
112.0,sfc-ingress37egress37,Ingress37,11,11,SF-A,1135,11,SF-B,1650,8,SF-C,1200,10,Egress37,1000.0
113.0,sfc-ingress37egress37,Ingress37,14,14,SF-A,1411,14,SF-B,2100,10,SF-C,1500,13,Egress37,1000.0
114.0,sfc-ingress37egress37,Ingress37,14,14,SF-A,1403,14,SF-B,2100,10,SF-C,1500,13,Egress37,1000.0
115.0,sfc-ingress37egress37,Ingress37,12,12,SF-A,1243,12,SF-B,1800,9,SF-C,1350,12,Egress37,1000.0
116.0,sfc-ingress37egress37,Ingress37,13,13,SF-A,1369,13,SF-B,1950,9,SF-C,1350,12,Egress37,1000.0
117.0,sfc-ingress37egress37,Ingress37,11,11,SF-A,1105,11,SF-B,1650,8,SF-C,1200,10,Egress37,1000.0
118.0,sfc-ingress37egress37,Ingress37,12,12,SF-A,1233,12,SF-B,1800,9,SF-C,1350,12,Egress37,1000.0
119.0,sfc-ingress37egress37,Ingress37,11,11,SF-A,1154,11,SF-B,1650,8,SF-C,1200,10,Egress37,1000.0
120.0,sfc-ingress37egress37,Ingress37,12,12,SF-A,1211,12,SF-B,1800,9,SF-C,1350,12,Egress37,1000.0
121.0,sfc-ingress37egress37,Ingress37,13,13,SF-A,1323,13,SF-B,1950,9,SF-C,1350,12,Egress37,1000.0
122.0,sfc-ingress37egress37,Ingress37,10,10,SF-A,1051,10,SF-B,1500,7,SF-C,1050,9,Egress37,1000.0
123.0,sfc-ingress37egress37,Ingress37,12,12,SF-A,1267,12,SF-B,1800,9,SF-C,1350,12,Egress37,1000.0
124.0,sfc-ingress37egress37,Ingress37,13,13,SF-A,1364,13,SF-B,1950,9,SF-C,1350,12,Egress37,1000.0
125.0,sfc-ingress37egress37,Ingress37,10,10,SF-A,1063,10,SF-B,1500,7,SF-C,1050,9,Egress37,1000.0
126.0,sfc-ingress37egress37,Ingress37,11,11,SF-A,1179,11,SF-B,1650,8,SF-C,1200,10,Egress37,1000.0
127.0,sfc-ingress37egress37,Ingress37,12,12,SF-A,1254,12,SF-B,1800,9,SF-C,1350,12,Egress37,1000.0
128.0,sfc-ingress37egress37,Ingress37,11,11,SF-A,1113,11,SF-B,1650,8,SF-C,1200,10,Egress37,1000.0
129.0,sfc-ingress37egress37,Ingress37,12,12,SF-A,1256,12,SF-B,1800,9,SF-C,1350,12,Egress37,1000.0
130.0,sfc-ingress37egress37,Ingress37,10,10,SF-A,1081,10,SF-B,1500,7,SF-C,1050,9,Egress37,1000.0
131.0,sfc-ingress37egress37,Ingress37,11,11,SF-A,1188,11,SF-B,1650,8,SF-C,1200,10,Egress37,1000.0
132.0,sfc-ingress37egress37,Ingress37,11,11,SF-A,1145,11,SF-B,1650,8,SF-C,1200,10,Egress37,1000.0
133.0,sfc-ingress37egress37,Ingress37,10,10,SF-A,1008,10,SF-B,1500,7,SF-C,1050,9,Egress37,1000.0
134.0,sfc-ingress37egress37,Ingress37,12,12,SF-A,1208,12,SF-B,1800,9,SF-C,1350,12,Egress37,1000.0
135.0,sfc-ingress37egress37,Ingress37,12,12,SF-A,1285,12,SF-B,1800,9,SF-C,1350,12,Egress37,1000.0
136.0,sfc-ingress37egress37,Ingress37,11,11,SF-A,1127,11,SF-B,1650,8,SF-C,1200,10,Egress37,1000.0
137.0,sfc-ingress37egress37,Ingress37,10,10,SF-A,1036,10,SF-B,1500,7,SF-C,1050,9,Egress37,1000.0
138.0,sfc-ingress37egress37,Ingress37,12,12,SF-A,1250,12,SF-B,1800,9,SF-C,1350,12,Egress37,1000.0
139.0,sfc-ingress37egress37,Ingress37,13,13,SF-A,1369,13,SF-B,1950,9,SF-C,1350,12,Egress37,1000.0
140.0,sfc-ingress37egress37,Ingress37,11,11,SF-A,1182,11,SF-B,1650,8,SF-C,1200,10,Egress37,1000.0
141.0,sfc-ingress37egress37,Ingress37,11,11,SF-A,1116,11,SF-B,1650,8,SF-C,1200,10,Egress37,1000.0
142.0,sfc-ingress37egress37,Ingress37,13,13,SF-A,1380,13,SF-B,1950,9,SF-C,1350,12,Egress37,1000.0
143.0,sfc-ingress37egress37,Ingress37,13,13,SF-A,1326,13,SF-B,1950,9,SF-C,1350,12,Egress37,1000.0
144.0,sfc-ingress37egress37,Ingress37,11,11,SF-A,1178,11,SF-B,1650,8,SF-C,1200,10,Egress37,1000.0
145.0,sfc-ingress37egress37,Ingress37,10,10,SF-A,1065,10,SF-B,1500,7,SF-C,1050,9,Egress37,1000.0
146.0,sfc-ingress37egress37,Ingress37,11,11,SF-A,1169,11,SF-B,1650,8,SF-C,1200,10,Egress37,1000.0
147.0,sfc-ingress37egress37,Ingress37,13,13,SF-A,1300,13,SF-B,1950,9,SF-C,1350,12,Egress37,1000.0
148.0,sfc-ingress37egress37,Ingress37,10,10,SF-A,1035,10,SF-B,1500,7,SF-C,1050,9,Egress37,1000.0
149.0,sfc-ingress37egress37,Ingress37,10,10,SF-A,1066,10,SF-B,1500,7,SF-C,1050,9,Egress37,1000.0
150.0,sfc-ingress37egress37,Ingress37,10,10,SF-A,1062,10,SF-B,1500,7,SF-C,1050,9,Egress37,1000.0
151.0,sfc-ingress37egress37,Ingress37,13,13,SF-A,1311,13,SF-B,1950,9,SF-C,1350,12,Egress37,1000.0
152.0,sfc-ingress37egress37,Ingress37,14,14,SF-A,1421,14,SF-B,2100,10,SF-C,1500,13,Egress37,1000.0
153.0,sfc-ingress37egress37,Ingress37,12,12,SF-A,1221,12,SF-B,1800,9,SF-C,1350,12,Egress37,1000.0
154.0,sfc-ingress37egress37,Ingress37,12,12,SF-A,1282,12,SF-B,1800,9,SF-C,1350,12,Egress37,1000.0
155.0,sfc-ingress37egress37,Ingress37,9,9,SF-A,980,9,SF-B,1350,6,SF-C,900,8,Egress37,1000.0
156.0,sfc-ingress37egress37,Ingress37,11,11,SF-A,1108,11,SF-B,1650,8,SF-C,1200,10,Egress37,1000.0
157.0,sfc-ingress37egress37,Ingress37,11,11,SF-A,1138,11,SF-B,1650,8,SF-C,1200,10,Egress37,1000.0
158.0,sfc-ingress37egress37,Ingress37,12,12,SF-A,1294,12,SF-B,1800,9,SF-C,1350,12,Egress37,1000.0
159.0,sfc-ingress37egress37,Ingress37,10,10,SF-A,1038,10,SF-B,1500,7,SF-C,1050,9,Egress37,1000.0
160.0,sfc-ingress37egress37,Ingress37,11,11,SF-A,1143,11,SF-B,1650,8,SF-C,1200,10,Egress37,1000.0
161.0,sfc-ingress37egress37,Ingress37,10,10,SF-A,1059,10,SF-B,1500,7,SF-C,1050,9,Egress37,1000.0
162.0,sfc-ingress37egress37,Ingress37,14,14,SF-A,1427,14,SF-B,2100,10,SF-C,1500,13,Egress37,1000.0
163.0,sfc-ingress37egress37,Ingress37,12,12,SF-A,1276,12,SF-B,1800,9,SF-C,1350,12,Egress37,1000.0
164.0,sfc-ingress37egress37,Ingress37,14,14,SF-A,1415,14,SF-B,2100,10,SF-C,1500,13,Egress37,1000.0
165.0,sfc-ingress37egress37,Ingress37,9,9,SF-A,961,9,SF-B,1350,6,SF-C,900,8,Egress37,1000.0
166.0,sfc-ingress37egress37,Ingress37,12,12,SF-A,1295,12,SF-B,1800,9,SF-C,1350,12,Egress37,1000.0
167.0,sfc-ingress37egress37,Ingress37,13,13,SF-A,1364,13,SF-B,1950,9,SF-C,1350,12,Egress37,1000.0
168.0,sfc-ingress37egress37,Ingress37,10,10,SF-A,1037,10,SF-B,1500,7,SF-C,1050,9,Egress37,1000.0
169.0,sfc-ingress37egress37,Ingress37,12,12,SF-A,1208,12,SF-B,1800,9,SF-C,1350,12,Egress37,1000.0
170.0,sfc-ingress37egress37,Ingress37,10,10,SF-A,1072,10,SF-B,1500,7,SF-C,1050,9,Egress37,1000.0
171.0,sfc-ingress37egress37,Ingress37,12,12,SF-A,1236,12,SF-B,1800,9,SF-C,1350,12,Egress37,1000.0
172.0,sfc-ingress37egress37,Ingress37,10,10,SF-A,1030,10,SF-B,1500,7,SF-C,1050,9,Egress37,1000.0
173.0,sfc-ingress37egress37,Ingress37,11,11,SF-A,1107,11,SF-B,1650,8,SF-C,1200,10,Egress37,1000.0
174.0,sfc-ingress37egress37,Ingress37,12,12,SF-A,1278,12,SF-B,1800,9,SF-C,1350,12,Egress37,1000.0
175.0,sfc-ingress37egress37,Ingress37,12,12,SF-A,1238,12,SF-B,1800,9,SF-C,1350,12,Egress37,1000.0
176.0,sfc-ingress37egress37,Ingress37,12,12,SF-A,1295,12,SF-B,1800,9,SF-C,1350,12,Egress37,1000.0
177.0,sfc-ingress37egress37,Ingress37,11,11,SF-A,1197,11,SF-B,1650,8,SF-C,1200,10,Egress37,1000.0
178.0,sfc-ingress37egress37,Ingress37,14,14,SF-A,1420,14,SF-B,2100,10,SF-C,1500,13,Egress37,1000.0
179.0,sfc-ingress37egress37,Ingress37,9,9,SF-A,960,9,SF-B,1350,6,SF-C,900,8,Egress37,1000.0
180.0,sfc-ingress37egress37,Ingress37,10,10,SF-A,1014,10,SF-B,1500,7,SF-C,1050,9,Egress37,1000.0
181.0,sfc-ingress37egress37,Ingress37,12,12,SF-A,1285,12,SF-B,1800,9,SF-C,1350,12,Egress37,1000.0
182.0,sfc-ingress37egress37,Ingress37,12,12,SF-A,1201,12,SF-B,1800,9,SF-C,1350,12,Egress37,1000.0
183.0,sfc-ingress37egress37,Ingress37,12,12,SF-A,1223,12,SF-B,1800,9,SF-C,1350,12,Egress37,1000.0
184.0,sfc-ingress37egress37,Ingress37,9,9,SF-A,961,9,SF-B,1350,6,SF-C,900,8,Egress37,1000.0
185.0,sfc-ingress37egress37,Ingress37,10,10,SF-A,1035,10,SF-B,1500,7,SF-C,1050,9,Egress37,1000.0
186.0,sfc-ingress37egress37,Ingress37,9,9,SF-A,974,9,SF-B,1350,6,SF-C,900,8,Egress37,1000.0
187.0,sfc-ingress37egress37,Ingress37,14,14,SF-A,1416,14,SF-B,2100,10,SF-C,1500,13,Egress37,1000.0
188.0,sfc-ingress37egress37,Ingress37,13,13,SF-A,1362,13,SF-B,1950,9,SF-C,1350,12,Egress37,1000.0
189.0,sfc-ingress37egress37,Ingress37,11,11,SF-A,1171,11,SF-B,1650,8,SF-C,1200,10,Egress37,1000.0
190.0,sfc-ingress37egress37,Ingress37,10,10,SF-A,1023,10,SF-B,1500,7,SF-C,1050,9,Egress37,1000.0
191.0,sfc-ingress37egress37,Ingress37,13,13,SF-A,1349,13,SF-B,1950,9,SF-C,1350,12,Egress37,1000.0
192.0,sfc-ingress37egress37,Ingress37,11,11,SF-A,1148,11,SF-B,1650,8,SF-C,1200,10,Egress37,1000.0
193.0,sfc-ingress37egress37,Ingress37,12,12,SF-A,1217,12,SF-B,1800,9,SF-C,1350,12,Egress37,1000.0
194.0,sfc-ingress37egress37,Ingress37,10,10,SF-A,1071,10,SF-B,1500,7,SF-C,1050,9,Egress37,1000.0
195.0,sfc-ingress37egress37,Ingress37,12,12,SF-A,1227,12,SF-B,1800,9,SF-C,1350,12,Egress37,1000.0
196.0,sfc-ingress37egress37,Ingress37,12,12,SF-A,1245,12,SF-B,1800,9,SF-C,1350,12,Egress37,1000.0
197.0,sfc-ingress37egress37,Ingress37,12,12,SF-A,1265,12,SF-B,1800,9,SF-C,1350,12,Egress37,1000.0
198.0,sfc-ingress37egress37,Ingress37,12,12,SF-A,1260,12,SF-B,1800,9,SF-C,1350,12,Egress37,1000.0
199.0,sfc-ingress37egress37,Ingress37,11,11,SF-A,1169,11,SF-B,1650,8,SF-C,1200,10,Egress37,1000.0
200.0,sfc-ingress37egress37,Ingress37,12,12,SF-A,1286,12,SF-B,1800,9,SF-C,1350,12,Egress37,1000.0
201.0,sfc-ingress37egress37,Ingress37,12,12,SF-A,1286,12,SF-B,1800,9,SF-C,1350,12,Egress37,1000.0
202.0,sfc-ingress37egress37,Ingress37,9,9,SF-A,970,9,SF-B,1350,6,SF-C,900,8,Egress37,1000.0
203.0,sfc-ingress37egress37,Ingress37,10,10,SF-A,1045,10,SF-B,1500,7,SF-C,1050,9,Egress37,1000.0
204.0,sfc-ingress37egress37,Ingress37,13,13,SF-A,1313,13,SF-B,1950,9,SF-C,1350,12,Egress37,1000.0
205.0,sfc-ingress37egress37,Ingress37,10,10,SF-A,1036,10,SF-B,1500,7,SF-C,1050,9,Egress37,1000.0
206.0,sfc-ingress37egress37,Ingress37,10,10,SF-A,1071,10,SF-B,1500,7,SF-C,1050,9,Egress37,1000.0
207.0,sfc-ingress37egress37,Ingress37,13,13,SF-A,1344,13,SF-B,1950,9,SF-C,1350,12,Egress37,1000.0
208.0,sfc-ingress37egress37,Ingress37,14,14,SF-A,1424,14,SF-B,2100,10,SF-C,1500,13,Egress37,1000.0
