atime(s), chainName, IngressNode, packetToIngress(0), WorkloadOnIngress(0), LinkToMe, SFName1, Packet_To_Me1(MB), MyWorkload1(MI), LinkToMe, SFName2, Packet_To_Me2(MB), MyWorkload2(MI), LinkToEgress, EgressNode, Packet_To_Egress3(MB), WorkloadOnEgress(0)
10.0,sfc-ingress26egress26_psfc1,Ingress26,0,0,Ingress26-sfc-ingress26egress26_psfc1SF-B,sfc-ingress26egress26_psfc1SF-B,12,1843,sfc-ingress26egress26_psfc1SF-B-sfc-ingress26egress26_psfc1SF-C,sfc-ingress26egress26_psfc1SF-C,9,1350,sfc-ingress26egress26_psfc1SF-C-Egress26,Egress26,12,0
11.0,sfc-ingress26egress26_psfc1,Ingress26,0,0,Ingress26-sfc-ingress26egress26_psfc1SF-B,sfc-ingress26egress26_psfc1SF-B,17,2589,sfc-ingress26egress26_psfc1SF-B-sfc-ingress26egress26_psfc1SF-C,sfc-ingress26egress26_psfc1SF-C,12,1800,sfc-ingress26egress26_psfc1SF-C-Egress26,Egress26,16,0
12.0,sfc-ingress26egress26_psfc1,Ingress26,0,0,Ingress26-sfc-ingress26egress26_psfc1SF-B,sfc-ingress26egress26_psfc1SF-B,16,2425,sfc-ingress26egress26_psfc1SF-B-sfc-ingress26egress26_psfc1SF-C,sfc-ingress26egress26_psfc1SF-C,12,1800,sfc-ingress26egress26_psfc1SF-C-Egress26,Egress26,16,0
13.0,sfc-ingress26egress26_psfc1,Ingress26,0,0,Ingress26-sfc-ingress26egress26_psfc1SF-B,sfc-ingress26egress26_psfc1SF-B,12,1903,sfc-ingress26egress26_psfc1SF-B-sfc-ingress26egress26_psfc1SF-C,sfc-ingress26egress26_psfc1SF-C,9,1350,sfc-ingress26egress26_psfc1SF-C-Egress26,Egress26,12,0
14.0,sfc-ingress26egress26_psfc1,Ingress26,0,0,Ingress26-sfc-ingress26egress26_psfc1SF-B,sfc-ingress26egress26_psfc1SF-B,17,2605,sfc-ingress26egress26_psfc1SF-B-sfc-ingress26egress26_psfc1SF-C,sfc-ingress26egress26_psfc1SF-C,13,1950,sfc-ingress26egress26_psfc1SF-C-Egress26,Egress26,17,0
15.0,sfc-ingress26egress26_psfc1,Ingress26,0,0,Ingress26-sfc-ingress26egress26_psfc1SF-B,sfc-ingress26egress26_psfc1SF-B,15,2329,sfc-ingress26egress26_psfc1SF-B-sfc-ingress26egress26_psfc1SF-C,sfc-ingress26egress26_psfc1SF-C,11,1650,sfc-ingress26egress26_psfc1SF-C-Egress26,Egress26,14,0
16.0,sfc-ingress26egress26_psfc1,Ingress26,0,0,Ingress26-sfc-ingress26egress26_psfc1SF-B,sfc-ingress26egress26_psfc1SF-B,13,1980,sfc-ingress26egress26_psfc1SF-B-sfc-ingress26egress26_psfc1SF-C,sfc-ingress26egress26_psfc1SF-C,9,1350,sfc-ingress26egress26_psfc1SF-C-Egress26,Egress26,12,0
17.0,sfc-ingress26egress26_psfc1,Ingress26,0,0,Ingress26-sfc-ingress26egress26_psfc1SF-B,sfc-ingress26egress26_psfc1SF-B,16,2516,sfc-ingress26egress26_psfc1SF-B-sfc-ingress26egress26_psfc1SF-C,sfc-ingress26egress26_psfc1SF-C,12,1800,sfc-ingress26egress26_psfc1SF-C-Egress26,Egress26,16,0
18.0,sfc-ingress26egress26_psfc1,Ingress26,0,0,Ingress26-sfc-ingress26egress26_psfc1SF-B,sfc-ingress26egress26_psfc1SF-B,13,2080,sfc-ingress26egress26_psfc1SF-B-sfc-ingress26egress26_psfc1SF-C,sfc-ingress26egress26_psfc1SF-C,10,1500,sfc-ingress26egress26_psfc1SF-C-Egress26,Egress26,13,0
19.0,sfc-ingress26egress26_psfc1,Ingress26,0,0,Ingress26-sfc-ingress26egress26_psfc1SF-B,sfc-ingress26egress26_psfc1SF-B,17,2559,sfc-ingress26egress26_psfc1SF-B-sfc-ingress26egress26_psfc1SF-C,sfc-ingress26egress26_psfc1SF-C,12,1800,sfc-ingress26egress26_psfc1SF-C-Egress26,Egress26,16,0
20.0,sfc-ingress26egress26_psfc1,Ingress26,0,0,Ingress26-sfc-ingress26egress26_psfc1SF-B,sfc-ingress26egress26_psfc1SF-B,12,1864,sfc-ingress26egress26_psfc1SF-B-sfc-ingress26egress26_psfc1SF-C,sfc-ingress26egress26_psfc1SF-C,9,1350,sfc-ingress26egress26_psfc1SF-C-Egress26,Egress26,12,0
21.0,sfc-ingress26egress26_psfc1,Ingress26,0,0,Ingress26-sfc-ingress26egress26_psfc1SF-B,sfc-ingress26egress26_psfc1SF-B,13,2024,sfc-ingress26egress26_psfc1SF-B-sfc-ingress26egress26_psfc1SF-C,sfc-ingress26egress26_psfc1SF-C,10,1500,sfc-ingress26egress26_psfc1SF-C-Egress26,Egress26,13,0
22.0,sfc-ingress26egress26_psfc1,Ingress26,0,0,Ingress26-sfc-ingress26egress26_psfc1SF-B,sfc-ingress26egress26_psfc1SF-B,17,2692,sfc-ingress26egress26_psfc1SF-B-sfc-ingress26egress26_psfc1SF-C,sfc-ingress26egress26_psfc1SF-C,13,1950,sfc-ingress26egress26_psfc1SF-C-Egress26,Egress26,17,0
23.0,sfc-ingress26egress26_psfc1,Ingress26,0,0,Ingress26-sfc-ingress26egress26_psfc1SF-B,sfc-ingress26egress26_psfc1SF-B,12,1917,sfc-ingress26egress26_psfc1SF-B-sfc-ingress26egress26_psfc1SF-C,sfc-ingress26egress26_psfc1SF-C,9,1350,sfc-ingress26egress26_psfc1SF-C-Egress26,Egress26,12,0
24.0,sfc-ingress26egress26_psfc1,Ingress26,0,0,Ingress26-sfc-ingress26egress26_psfc1SF-B,sfc-ingress26egress26_psfc1SF-B,13,2019,sfc-ingress26egress26_psfc1SF-B-sfc-ingress26egress26_psfc1SF-C,sfc-ingress26egress26_psfc1SF-C,10,1500,sfc-ingress26egress26_psfc1SF-C-Egress26,Egress26,13,0
25.0,sfc-ingress26egress26_psfc1,Ingress26,0,0,Ingress26-sfc-ingress26egress26_psfc1SF-B,sfc-ingress26egress26_psfc1SF-B,16,2493,sfc-ingress26egress26_psfc1SF-B-sfc-ingress26egress26_psfc1SF-C,sfc-ingress26egress26_psfc1SF-C,12,1800,sfc-ingress26egress26_psfc1SF-C-Egress26,Egress26,16,0
26.0,sfc-ingress26egress26_psfc1,Ingress26,0,0,Ingress26-sfc-ingress26egress26_psfc1SF-B,sfc-ingress26egress26_psfc1SF-B,13,1989,sfc-ingress26egress26_psfc1SF-B-sfc-ingress26egress26_psfc1SF-C,sfc-ingress26egress26_psfc1SF-C,9,1350,sfc-ingress26egress26_psfc1SF-C-Egress26,Egress26,12,0
27.0,sfc-ingress26egress26_psfc1,Ingress26,0,0,Ingress26-sfc-ingress26egress26_psfc1SF-B,sfc-ingress26egress26_psfc1SF-B,12,1835,sfc-ingress26egress26_psfc1SF-B-sfc-ingress26egress26_psfc1SF-C,sfc-ingress26egress26_psfc1SF-C,9,1350,sfc-ingress26egress26_psfc1SF-C-Egress26,Egress26,12,0
28.0,sfc-ingress26egress26_psfc1,Ingress26,0,0,Ingress26-sfc-ingress26egress26_psfc1SF-B,sfc-ingress26egress26_psfc1SF-B,15,2259,sfc-ingress26egress26_psfc1SF-B-sfc-ingress26egress26_psfc1SF-C,sfc-ingress26egress26_psfc1SF-C,11,1650,sfc-ingress26egress26_psfc1SF-C-Egress26,Egress26,14,0
29.0,sfc-ingress26egress26_psfc1,Ingress26,0,0,Ingress26-sfc-ingress26egress26_psfc1SF-B,sfc-ingress26egress26_psfc1SF-B,14,2208,sfc-ingress26egress26_psfc1SF-B-sfc-ingress26egress26_psfc1SF-C,sfc-ingress26egress26_psfc1SF-C,11,1650,sfc-ingress26egress26_psfc1SF-C-Egress26,Egress26,14,0
30.0,sfc-ingress26egress26_psfc1,Ingress26,0,0,Ingress26-sfc-ingress26egress26_psfc1SF-B,sfc-ingress26egress26_psfc1SF-B,14,2243,sfc-ingress26egress26_psfc1SF-B-sfc-ingress26egress26_psfc1SF-C,sfc-ingress26egress26_psfc1SF-C,11,1650,sfc-ingress26egress26_psfc1SF-C-Egress26,Egress26,14,0
31.0,sfc-ingress26egress26_psfc1,Ingress26,0,0,Ingress26-sfc-ingress26egress26_psfc1SF-B,sfc-ingress26egress26_psfc1SF-B,15,2301,sfc-ingress26egress26_psfc1SF-B-sfc-ingress26egress26_psfc1SF-C,sfc-ingress26egress26_psfc1SF-C,11,1650,sfc-ingress26egress26_psfc1SF-C-Egress26,Egress26,14,0
32.0,sfc-ingress26egress26_psfc1,Ingress26,0,0,Ingress26-sfc-ingress26egress26_psfc1SF-B,sfc-ingress26egress26_psfc1SF-B,16,2491,sfc-ingress26egress26_psfc1SF-B-sfc-ingress26egress26_psfc1SF-C,sfc-ingress26egress26_psfc1SF-C,12,1800,sfc-ingress26egress26_psfc1SF-C-Egress26,Egress26,16,0
33.0,sfc-ingress26egress26_psfc1,Ingress26,0,0,Ingress26-sfc-ingress26egress26_psfc1SF-B,sfc-ingress26egress26_psfc1SF-B,16,2481,sfc-ingress26egress26_psfc1SF-B-sfc-ingress26egress26_psfc1SF-C,sfc-ingress26egress26_psfc1SF-C,12,1800,sfc-ingress26egress26_psfc1SF-C-Egress26,Egress26,16,0
34.0,sfc-ingress26egress26_psfc1,Ingress26,0,0,Ingress26-sfc-ingress26egress26_psfc1SF-B,sfc-ingress26egress26_psfc1SF-B,17,2690,sfc-ingress26egress26_psfc1SF-B-sfc-ingress26egress26_psfc1SF-C,sfc-ingress26egress26_psfc1SF-C,13,1950,sfc-ingress26egress26_psfc1SF-C-Egress26,Egress26,17,0
35.0,sfc-ingress26egress26_psfc1,Ingress26,0,0,Ingress26-sfc-ingress26egress26_psfc1SF-B,sfc-ingress26egress26_psfc1SF-B,14,2168,sfc-ingress26egress26_psfc1SF-B-sfc-ingress26egress26_psfc1SF-C,sfc-ingress26egress26_psfc1SF-C,10,1500,sfc-ingress26egress26_psfc1SF-C-Egress26,Egress26,13,0
36.0,sfc-ingress26egress26_psfc1,Ingress26,0,0,Ingress26-sfc-ingress26egress26_psfc1SF-B,sfc-ingress26egress26_psfc1SF-B,15,2353,sfc-ingress26egress26_psfc1SF-B-sfc-ingress26egress26_psfc1SF-C,sfc-ingress26egress26_psfc1SF-C,11,1650,sfc-ingress26egress26_psfc1SF-C-Egress26,Egress26,14,0
37.0,sfc-ingress26egress26_psfc1,Ingress26,0,0,Ingress26-sfc-ingress26egress26_psfc1SF-B,sfc-ingress26egress26_psfc1SF-B,16,2408,sfc-ingress26egress26_psfc1SF-B-sfc-ingress26egress26_psfc1SF-C,sfc-ingress26egress26_psfc1SF-C,12,1800,sfc-ingress26egress26_psfc1SF-C-Egress26,Egress26,16,0
38.0,sfc-ingress26egress26_psfc1,Ingress26,0,0,Ingress26-sfc-ingress26egress26_psfc1SF-B,sfc-ingress26egress26_psfc1SF-B,13,1995,sfc-ingress26egress26_psfc1SF-B-sfc-ingress26egress26_psfc1SF-C,sfc-ingress26egress26_psfc1SF-C,9,1350,sfc-ingress26egress26_psfc1SF-C-Egress26,Egress26,12,0
39.0,sfc-ingress26egress26_psfc1,Ingress26,0,0,Ingress26-sfc-ingress26egress26_psfc1SF-B,sfc-ingress26egress26_psfc1SF-B,14,2181,sfc-ingress26egress26_psfc1SF-B-sfc-ingress26egress26_psfc1SF-C,sfc-ingress26egress26_psfc1SF-C,10,1500,sfc-ingress26egress26_psfc1SF-C-Egress26,Egress26,13,0
40.0,sfc-ingress26egress26_psfc1,Ingress26,0,0,Ingress26-sfc-ingress26egress26_psfc1SF-B,sfc-ingress26egress26_psfc1SF-B,17,2576,sfc-ingress26egress26_psfc1SF-B-sfc-ingress26egress26_psfc1SF-C,sfc-ingress26egress26_psfc1SF-C,12,1800,sfc-ingress26egress26_psfc1SF-C-Egress26,Egress26,16,0
41.0,sfc-ingress26egress26_psfc1,Ingress26,0,0,Ingress26-sfc-ingress26egress26_psfc1SF-B,sfc-ingress26egress26_psfc1SF-B,13,2054,sfc-ingress26egress26_psfc1SF-B-sfc-ingress26egress26_psfc1SF-C,sfc-ingress26egress26_psfc1SF-C,10,1500,sfc-ingress26egress26_psfc1SF-C-Egress26,Egress26,13,0
42.0,sfc-ingress26egress26_psfc1,Ingress26,0,0,Ingress26-sfc-ingress26egress26_psfc1SF-B,sfc-ingress26egress26_psfc1SF-B,13,2016,sfc-ingress26egress26_psfc1SF-B-sfc-ingress26egress26_psfc1SF-C,sfc-ingress26egress26_psfc1SF-C,10,1500,sfc-ingress26egress26_psfc1SF-C-Egress26,Egress26,13,0
43.0,sfc-ingress26egress26_psfc1,Ingress26,0,0,Ingress26-sfc-ingress26egress26_psfc1SF-B,sfc-ingress26egress26_psfc1SF-B,14,2160,sfc-ingress26egress26_psfc1SF-B-sfc-ingress26egress26_psfc1SF-C,sfc-ingress26egress26_psfc1SF-C,10,1500,sfc-ingress26egress26_psfc1SF-C-Egress26,Egress26,13,0
44.0,sfc-ingress26egress26_psfc1,Ingress26,0,0,Ingress26-sfc-ingress26egress26_psfc1SF-B,sfc-ingress26egress26_psfc1SF-B,16,2508,sfc-ingress26egress26_psfc1SF-B-sfc-ingress26egress26_psfc1SF-C,sfc-ingress26egress26_psfc1SF-C,12,1800,sfc-ingress26egress26_psfc1SF-C-Egress26,Egress26,16,0
45.0,sfc-ingress26egress26_psfc1,Ingress26,0,0,Ingress26-sfc-ingress26egress26_psfc1SF-B,sfc-ingress26egress26_psfc1SF-B,17,2658,sfc-ingress26egress26_psfc1SF-B-sfc-ingress26egress26_psfc1SF-C,sfc-ingress26egress26_psfc1SF-C,13,1950,sfc-ingress26egress26_psfc1SF-C-Egress26,Egress26,17,0
46.0,sfc-ingress26egress26_psfc1,Ingress26,0,0,Ingress26-sfc-ingress26egress26_psfc1SF-B,sfc-ingress26egress26_psfc1SF-B,14,2134,sfc-ingress26egress26_psfc1SF-B-sfc-ingress26egress26_psfc1SF-C,sfc-ingress26egress26_psfc1SF-C,10,1500,sfc-ingress26egress26_psfc1SF-C-Egress26,Egress26,13,0
47.0,sfc-ingress26egress26_psfc1,Ingress26,0,0,Ingress26-sfc-ingress26egress26_psfc1SF-B,sfc-ingress26egress26_psfc1SF-B,16,2401,sfc-ingress26egress26_psfc1SF-B-sfc-ingress26egress26_psfc1SF-C,sfc-ingress26egress26_psfc1SF-C,12,1800,sfc-ingress26egress26_psfc1SF-C-Egress26,Egress26,16,0
48.0,sfc-ingress26egress26_psfc1,Ingress26,0,0,Ingress26-sfc-ingress26egress26_psfc1SF-B,sfc-ingress26egress26_psfc1SF-B,12,1822,sfc-ingress26egress26_psfc1SF-B-sfc-ingress26egress26_psfc1SF-C,sfc-ingress26egress26_psfc1SF-C,9,1350,sfc-ingress26egress26_psfc1SF-C-Egress26,Egress26,12,0
49.0,sfc-ingress26egress26_psfc1,Ingress26,0,0,Ingress26-sfc-ingress26egress26_psfc1SF-B,sfc-ingress26egress26_psfc1SF-B,14,2167,sfc-ingress26egress26_psfc1SF-B-sfc-ingress26egress26_psfc1SF-C,sfc-ingress26egress26_psfc1SF-C,10,1500,sfc-ingress26egress26_psfc1SF-C-Egress26,Egress26,13,0
50.0,sfc-ingress26egress26_psfc1,Ingress26,0,0,Ingress26-sfc-ingress26egress26_psfc1SF-B,sfc-ingress26egress26_psfc1SF-B,12,1826,sfc-ingress26egress26_psfc1SF-B-sfc-ingress26egress26_psfc1SF-C,sfc-ingress26egress26_psfc1SF-C,9,1350,sfc-ingress26egress26_psfc1SF-C-Egress26,Egress26,12,0
51.0,sfc-ingress26egress26_psfc1,Ingress26,0,0,Ingress26-sfc-ingress26egress26_psfc1SF-B,sfc-ingress26egress26_psfc1SF-B,17,2639,sfc-ingress26egress26_psfc1SF-B-sfc-ingress26egress26_psfc1SF-C,sfc-ingress26egress26_psfc1SF-C,13,1950,sfc-ingress26egress26_psfc1SF-C-Egress26,Egress26,17,0
52.0,sfc-ingress26egress26_psfc1,Ingress26,0,0,Ingress26-sfc-ingress26egress26_psfc1SF-B,sfc-ingress26egress26_psfc1SF-B,17,2623,sfc-ingress26egress26_psfc1SF-B-sfc-ingress26egress26_psfc1SF-C,sfc-ingress26egress26_psfc1SF-C,13,1950,sfc-ingress26egress26_psfc1SF-C-Egress26,Egress26,17,0
53.0,sfc-ingress26egress26_psfc1,Ingress26,0,0,Ingress26-sfc-ingress26egress26_psfc1SF-B,sfc-ingress26egress26_psfc1SF-B,14,2172,sfc-ingress26egress26_psfc1SF-B-sfc-ingress26egress26_psfc1SF-C,sfc-ingress26egress26_psfc1SF-C,10,1500,sfc-ingress26egress26_psfc1SF-C-Egress26,Egress26,13,0
54.0,sfc-ingress26egress26_psfc1,Ingress26,0,0,Ingress26-sfc-ingress26egress26_psfc1SF-B,sfc-ingress26egress26_psfc1SF-B,15,2312,sfc-ingress26egress26_psfc1SF-B-sfc-ingress26egress26_psfc1SF-C,sfc-ingress26egress26_psfc1SF-C,11,1650,sfc-ingress26egress26_psfc1SF-C-Egress26,Egress26,14,0
55.0,sfc-ingress26egress26_psfc1,Ingress26,0,0,Ingress26-sfc-ingress26egress26_psfc1SF-B,sfc-ingress26egress26_psfc1SF-B,12,1830,sfc-ingress26egress26_psfc1SF-B-sfc-ingress26egress26_psfc1SF-C,sfc-ingress26egress26_psfc1SF-C,9,1350,sfc-ingress26egress26_psfc1SF-C-Egress26,Egress26,12,0
56.0,sfc-ingress26egress26_psfc1,Ingress26,0,0,Ingress26-sfc-ingress26egress26_psfc1SF-B,sfc-ingress26egress26_psfc1SF-B,12,1946,sfc-ingress26egress26_psfc1SF-B-sfc-ingress26egress26_psfc1SF-C,sfc-ingress26egress26_psfc1SF-C,9,1350,sfc-ingress26egress26_psfc1SF-C-Egress26,Egress26,12,0
57.0,sfc-ingress26egress26_psfc1,Ingress26,0,0,Ingress26-sfc-ingress26egress26_psfc1SF-B,sfc-ingress26egress26_psfc1SF-B,17,2678,sfc-ingress26egress26_psfc1SF-B-sfc-ingress26egress26_psfc1SF-C,sfc-ingress26egress26_psfc1SF-C,13,1950,sfc-ingress26egress26_psfc1SF-C-Egress26,Egress26,17,0
58.0,sfc-ingress26egress26_psfc1,Ingress26,0,0,Ingress26-sfc-ingress26egress26_psfc1SF-B,sfc-ingress26egress26_psfc1SF-B,14,2180,sfc-ingress26egress26_psfc1SF-B-sfc-ingress26egress26_psfc1SF-C,sfc-ingress26egress26_psfc1SF-C,10,1500,sfc-ingress26egress26_psfc1SF-C-Egress26,Egress26,13,0
59.0,sfc-ingress26egress26_psfc1,Ingress26,0,0,Ingress26-sfc-ingress26egress26_psfc1SF-B,sfc-ingress26egress26_psfc1SF-B,14,2162,sfc-ingress26egress26_psfc1SF-B-sfc-ingress26egress26_psfc1SF-C,sfc-ingress26egress26_psfc1SF-C,10,1500,sfc-ingress26egress26_psfc1SF-C-Egress26,Egress26,13,0
60.0,sfc-ingress26egress26_psfc1,Ingress26,0,0,Ingress26-sfc-ingress26egress26_psfc1SF-B,sfc-ingress26egress26_psfc1SF-B,12,1941,sfc-ingress26egress26_psfc1SF-B-sfc-ingress26egress26_psfc1SF-C,sfc-ingress26egress26_psfc1SF-C,9,1350,sfc-ingress26egress26_psfc1SF-C-Egress26,Egress26,12,0
61.0,sfc-ingress26egress26_psfc1,Ingress26,0,0,Ingress26-sfc-ingress26egress26_psfc1SF-B,sfc-ingress26egress26_psfc1SF-B,12,1894,sfc-ingress26egress26_psfc1SF-B-sfc-ingress26egress26_psfc1SF-C,sfc-ingress26egress26_psfc1SF-C,9,1350,sfc-ingress26egress26_psfc1SF-C-Egress26,Egress26,12,0
62.0,sfc-ingress26egress26_psfc1,Ingress26,0,0,Ingress26-sfc-ingress26egress26_psfc1SF-B,sfc-ingress26egress26_psfc1SF-B,12,1822,sfc-ingress26egress26_psfc1SF-B-sfc-ingress26egress26_psfc1SF-C,sfc-ingress26egress26_psfc1SF-C,9,1350,sfc-ingress26egress26_psfc1SF-C-Egress26,Egress26,12,0
63.0,sfc-ingress26egress26_psfc1,Ingress26,0,0,Ingress26-sfc-ingress26egress26_psfc1SF-B,sfc-ingress26egress26_psfc1SF-B,13,2089,sfc-ingress26egress26_psfc1SF-B-sfc-ingress26egress26_psfc1SF-C,sfc-ingress26egress26_psfc1SF-C,10,1500,sfc-ingress26egress26_psfc1SF-C-Egress26,Egress26,13,0
64.0,sfc-ingress26egress26_psfc1,Ingress26,0,0,Ingress26-sfc-ingress26egress26_psfc1SF-B,sfc-ingress26egress26_psfc1SF-B,12,1819,sfc-ingress26egress26_psfc1SF-B-sfc-ingress26egress26_psfc1SF-C,sfc-ingress26egress26_psfc1SF-C,9,1350,sfc-ingress26egress26_psfc1SF-C-Egress26,Egress26,12,0
65.0,sfc-ingress26egress26_psfc1,Ingress26,0,0,Ingress26-sfc-ingress26egress26_psfc1SF-B,sfc-ingress26egress26_psfc1SF-B,15,2348,sfc-ingress26egress26_psfc1SF-B-sfc-ingress26egress26_psfc1SF-C,sfc-ingress26egress26_psfc1SF-C,11,1650,sfc-ingress26egress26_psfc1SF-C-Egress26,Egress26,14,0
66.0,sfc-ingress26egress26_psfc1,Ingress26,0,0,Ingress26-sfc-ingress26egress26_psfc1SF-B,sfc-ingress26egress26_psfc1SF-B,12,1898,sfc-ingress26egress26_psfc1SF-B-sfc-ingress26egress26_psfc1SF-C,sfc-ingress26egress26_psfc1SF-C,9,1350,sfc-ingress26egress26_psfc1SF-C-Egress26,Egress26,12,0
67.0,sfc-ingress26egress26_psfc1,Ingress26,0,0,Ingress26-sfc-ingress26egress26_psfc1SF-B,sfc-ingress26egress26_psfc1SF-B,13,2067,sfc-ingress26egress26_psfc1SF-B-sfc-ingress26egress26_psfc1SF-C,sfc-ingress26egress26_psfc1SF-C,10,1500,sfc-ingress26egress26_psfc1SF-C-Egress26,Egress26,13,0
68.0,sfc-ingress26egress26_psfc1,Ingress26,0,0,Ingress26-sfc-ingress26egress26_psfc1SF-B,sfc-ingress26egress26_psfc1SF-B,12,1948,sfc-ingress26egress26_psfc1SF-B-sfc-ingress26egress26_psfc1SF-C,sfc-ingress26egress26_psfc1SF-C,9,1350,sfc-ingress26egress26_psfc1SF-C-Egress26,Egress26,12,0
69.0,sfc-ingress26egress26_psfc1,Ingress26,0,0,Ingress26-sfc-ingress26egress26_psfc1SF-B,sfc-ingress26egress26_psfc1SF-B,16,2547,sfc-ingress26egress26_psfc1SF-B-sfc-ingress26egress26_psfc1SF-C,sfc-ingress26egress26_psfc1SF-C,12,1800,sfc-ingress26egress26_psfc1SF-C-Egress26,Egress26,16,0
70.0,sfc-ingress26egress26_psfc1,Ingress26,0,0,Ingress26-sfc-ingress26egress26_psfc1SF-B,sfc-ingress26egress26_psfc1SF-B,17,2676,sfc-ingress26egress26_psfc1SF-B-sfc-ingress26egress26_psfc1SF-C,sfc-ingress26egress26_psfc1SF-C,13,1950,sfc-ingress26egress26_psfc1SF-C-Egress26,Egress26,17,0
71.0,sfc-ingress26egress26_psfc1,Ingress26,0,0,Ingress26-sfc-ingress26egress26_psfc1SF-B,sfc-ingress26egress26_psfc1SF-B,16,2496,sfc-ingress26egress26_psfc1SF-B-sfc-ingress26egress26_psfc1SF-C,sfc-ingress26egress26_psfc1SF-C,12,1800,sfc-ingress26egress26_psfc1SF-C-Egress26,Egress26,16,0
72.0,sfc-ingress26egress26_psfc1,Ingress26,0,0,Ingress26-sfc-ingress26egress26_psfc1SF-B,sfc-ingress26egress26_psfc1SF-B,16,2446,sfc-ingress26egress26_psfc1SF-B-sfc-ingress26egress26_psfc1SF-C,sfc-ingress26egress26_psfc1SF-C,12,1800,sfc-ingress26egress26_psfc1SF-C-Egress26,Egress26,16,0
